GEOID20,county,mep_published,mep_harm_lo,mep_harm_hi,rank_published,rank_harm
120570137024,Hillsborough,5998.1540,5519.0408,5518.7773,1307,1282
120570137031,Hillsborough,9091.0218,8613.9240,8613.7208,722,550
120570137032,Hillsborough,9203.6715,8666.5688,8666.0204,684,541
120570137033,Hillsborough,7139.4485,6652.2932,6651.8166,1142,1051
120570137051,Hillsborough,7303.8128,6821.9421,6821.3663,1111,1011
120570137052,Hillsborough,6607.9663,6221.9408,6221.9129,1219,1136
120570137053,Hillsborough,7153.3155,6667.0698,6666.4899,1138,1049
120570137054,Hillsborough,8170.3352,7743.8047,7743.7334,935,737
120570137061,Hillsborough,7991.1328,7577.0081,7576.9375,973,788
120570137062,Hillsborough,9053.8327,8566.4854,8566.2652,730,562
120570138011,Hillsborough,4938.7371,4500.7810,4500.6166,1468,1460
120570138012,Hillsborough,6247.0814,5727.9697,5727.9147,1258,1238
120570138021,Hillsborough,6768.2357,6077.6217,6077.3271,1192,1164
120570138022,Hillsborough,7069.0515,6458.8306,6457.8543,1150,1093
120570138031,Hillsborough,6712.5761,5997.8909,5997.4350,1199,1184
120570138041,Hillsborough,4487.4513,4153.4877,4153.4005,1545,1526
120570138042,Hillsborough,5584.4881,5168.4899,5168.4778,1366,1344
120570138043,Hillsborough,5130.8661,4747.1694,4747.1646,1445,1421
120570138061,Hillsborough,6515.7356,5956.4080,5955.3054,1229,1191
120570138071,Hillsborough,5355.1610,4808.7679,4807.6356,1405,1410
120570138072,Hillsborough,5222.9683,4706.6828,4705.5784,1425,1430
120570139031,Hillsborough,1316.1577,1213.4043,1213.3631,1959,1920
120570139032,Hillsborough,76.5755,68.8902,68.8873,2157,2155
120570139071,Hillsborough,1165.6310,1033.5387,1033.4945,1989,1981
120570139072,Hillsborough,537.3888,471.0520,471.0365,2071,2057
120570139121,Hillsborough,3890.5917,3581.7590,3581.5317,1636,1632
120570139122,Hillsborough,3055.7029,2788.3398,2788.3040,1734,1723
120570139131,Hillsborough,2211.0021,1977.4672,1977.1134,1848,1840
120570139132,Hillsborough,2368.1196,2112.2019,2112.1869,1829,1821
120570139133,Hillsborough,2478.7479,2237.0722,2237.0542,1814,1800
120570139141,Hillsborough,1984.3903,1721.8181,1721.7771,1866,1870
120570139142,Hillsborough,2353.7545,2038.9330,2038.6539,1833,1832
120570139151,Hillsborough,4895.1774,4263.4186,4261.9949,1473,1503
120570139152,Hillsborough,4643.9838,4204.5157,4203.7693,1505,1517
120570139153,Hillsborough,3803.2247,3567.5221,3567.5183,1644,1633
120570139161,Hillsborough,3892.7123,3448.3825,3447.5032,1635,1652
120570139162,Hillsborough,4162.2989,3801.5020,3801.1395,1598,1587
120570139163,Hillsborough,3353.4938,3119.1257,3118.9890,1696,1689
120570139171,Hillsborough,3702.8549,3344.7215,3344.5971,1663,1661
120570139172,Hillsborough,3771.9725,3495.9780,3495.8408,1650,1645
120570139173,Hillsborough,4068.1320,3830.9556,3830.9348,1612,1581
120570139181,Hillsborough,9.2455,2.9950,2.9693,2166,2165
120570139182,Hillsborough,4533.2006,4215.9133,4215.8966,1536,1516
120570139191,Hillsborough,5734.6640,5245.7602,5245.4732,1340,1329
120570139192,Hillsborough,5186.5697,4802.3292,4802.2497,1434,1412
120570139193,Hillsborough,4097.6234,3700.6178,3700.6144,1606,1611
120570139194,Hillsborough,4297.6945,3861.9399,3861.8563,1577,1577
120570139221,Hillsborough,3176.7136,2838.5660,2838.2376,1713,1714
120570139222,Hillsborough,3654.1841,3267.1954,3266.5459,1668,1671
120570139223,Hillsborough,3161.8823,2825.2518,2824.9246,1716,1717
120570139231,Hillsborough,2707.7255,2475.8603,2475.4978,1786,1769
120570139232,Hillsborough,3438.0931,3082.4674,3082.2581,1688,1692
120570139241,Hillsborough,5198.6120,4669.6819,4668.5457,1428,1438
120570139251,Hillsborough,6406.2890,5809.5296,5808.3657,1238,1226
120570139252,Hillsborough,6075.4605,5525.5738,5524.4830,1290,1281
120570139253,Hillsborough,5439.0309,5058.4085,5058.3780,1386,1362
120570139261,Hillsborough,848.5896,763.0919,762.9746,2023,2022
120570139262,Hillsborough,3031.0774,2845.2225,2845.2152,1737,1712
120570139263,Hillsborough,3750.4620,3515.8507,3515.7742,1651,1642
120570140021,Hillsborough,949.8552,865.7407,865.7255,2016,2010
120570140022,Hillsborough,1974.7540,1809.8755,1809.8509,1868,1859
120570140031,Hillsborough,1303.8810,1124.1314,1124.1282,1961,1952
120570140071,Hillsborough,2383.8165,2026.0358,2025.1674,1826,1834
120570140081,Hillsborough,2544.4240,2217.5284,2217.0946,1807,1803
120570140082,Hillsborough,2730.8860,2414.2648,2413.6749,1783,1776
120570140091,Hillsborough,3300.5902,2894.2244,2893.3842,1698,1707
120570140101,Hillsborough,3140.8408,2767.8795,2767.0139,1720,1725
120570140102,Hillsborough,2834.1851,2514.0383,2513.4233,1771,1766
120570140111,Hillsborough,2681.8501,2374.5186,2373.8016,1789,1785
120570140112,Hillsborough,2515.7544,2207.9700,2207.2600,1809,1806
120570140113,Hillsborough,2452.2664,2162.3444,2161.7276,1818,1812
120570140121,Hillsborough,2432.0490,2155.6696,2155.0661,1821,1814
120570140122,Hillsborough,1940.9187,1707.3048,1706.8836,1871,1873
120570140131,Hillsborough,2388.5228,2156.0844,2156.0707,1825,1813
120570140141,Hillsborough,2898.3965,2542.2237,2541.4194,1754,1760
120570140142,Hillsborough,2607.5761,2419.2683,2419.2679,1797,1775
120570140171,Hillsborough,2596.8882,2191.3527,2190.7319,1798,1809
120570141041,Hillsborough,1751.5711,1582.8701,1582.8414,1886,1884
120570141061,Hillsborough,3615.5133,3125.6536,3124.7110,1673,1687
120570141062,Hillsborough,3866.9524,3606.8194,3606.7491,1639,1627
120570141081,Hillsborough,2859.4612,2221.7500,2221.2345,1766,1802
120570141082,Hillsborough,2887.5607,2284.7896,2284.3366,1760,1795
120570141083,Hillsborough,2977.1353,2666.9219,2666.5084,1744,1743
120570141091,Hillsborough,3062.6458,2845.2574,2845.0176,1730,1711
120570141092,Hillsborough,2678.7178,2408.8186,2408.5157,1790,1780
120570141093,Hillsborough,2490.4126,2245.5742,2245.3389,1812,1799
120570141171,Hillsborough,3235.2138,2948.4941,2948.3894,1704,1699
120570141172,Hillsborough,3218.5367,2933.6850,2933.5845,1706,1702
120570141181,Hillsborough,3454.9397,3226.5583,3226.4891,1687,1677
120570141182,Hillsborough,2698.3406,2515.8342,2515.7663,1788,1765
120570141191,Hillsborough,4962.6551,4610.4860,4610.4519,1467,1444
120570141192,Hillsborough,3410.9926,3127.7207,3127.6735,1691,1686
120570141211,Hillsborough,2924.1345,2549.1660,2548.5502,1749,1758
120570141212,Hillsborough,2895.2189,2581.8857,2581.3121,1757,1753
120570141221,Hillsborough,2948.1512,2540.6898,2540.2030,1747,1762
120570141222,Hillsborough,2896.7454,2234.6697,2234.3639,1755,1801
120570142001,Hillsborough,19596.0695,13137.8885,13106.5234,11,13
120570142002,Hillsborough,19471.9791,12943.1297,12911.0580,14,20
120570142003,Hillsborough,18853.5601,12715.7177,12686.4092,22,43
120570142004,Hillsborough,18569.5542,12704.0048,12675.5490,27,44
120570143001,Hillsborough,1996.6894,1777.9992,1777.9803,1865,1863
120570143002,Hillsborough,3057.9628,2886.6823,2886.6703,1732,1709
120570143003,Hillsborough,3493.5776,3260.7286,3260.7006,1682,1672
120570144001,Hillsborough,7419.8657,6963.9692,6963.1329,1088,971
120570144002,Hillsborough,8582.3645,8001.2657,8000.4734,849,679
120579801001,Hillsborough,9001.0277,8553.3282,8552.6169,746,564
120579802001,Hillsborough,1568.3432,1512.6082,1512.6082,1910,1891
120579803001,Hillsborough,95.4062,0.7881,0.2621,2156,2168
120579804001,Hillsborough,2862.5982,2565.3320,2565.3294,1764,1756
120579805001,Hillsborough,8268.5643,7823.6455,7823.1481,910,719
120579806001,Hillsborough,206.5915,88.8603,88.3848,2141,2153
120579807001,Hillsborough,7115.7090,6735.4381,6734.9351,1144,1035
120579900000,Hillsborough,3404.4092,3295.3870,3295.3870,1692,1668
120579901000,Hillsborough,1226.1017,1175.1674,1175.1674,1975,1932
121030201051,Pinellas,6130.5920,5356.5152,5353.4875,1279,1309
121030201052,Pinellas,6366.9853,5478.5073,5475.2919,1247,1284
121030201053,Pinellas,6104.7921,5162.7647,5159.3566,1283,1345
121030201061,Pinellas,3721.6169,3372.1606,3371.1712,1656,1656
121030201062,Pinellas,847.9021,764.7793,764.5900,2025,2021
121030201063,Pinellas,3129.2496,3005.5165,3005.5006,1722,1695
121030201071,Pinellas,5313.3774,4714.0450,4711.9050,1412,1428
121030201072,Pinellas,6020.0538,5267.5594,5264.8142,1301,1324
121030201081,Pinellas,4483.6859,3964.7379,3962.9613,1546,1558
121030201082,Pinellas,5015.7693,4410.0592,4408.0589,1461,1474
121030201083,Pinellas,4773.4398,4225.3958,4223.5280,1488,1513
121030201091,Pinellas,7633.7205,6479.4953,6475.1912,1038,1091
121030201092,Pinellas,7187.5322,5893.3259,5888.1912,1131,1211
121030201093,Pinellas,7706.0599,6282.9108,6277.1604,1018,1125
121030201101,Pinellas,6747.8832,6309.1942,6309.1479,1194,1115
121030202011,Pinellas,5903.1385,4897.9778,4894.3540,1324,1395
121030202012,Pinellas,6082.9289,5371.4277,5369.3469,1289,1304
121030202013,Pinellas,6562.4035,5935.8045,5934.1512,1225,1200
121030202021,Pinellas,4436.5093,3795.9396,3794.5519,1554,1589
121030202022,Pinellas,5201.5681,4377.6887,4375.8105,1427,1480
121030202023,Pinellas,4659.9686,3916.0968,3914.6165,1501,1564
121030202061,Pinellas,6296.4025,5527.3845,5524.6709,1255,1279
121030202062,Pinellas,5942.2020,5285.4671,5283.2943,1318,1321
121030202071,Pinellas,5434.3288,5242.4048,5242.3913,1387,1330
121030202072,Pinellas,5955.6486,5346.2457,5344.1366,1312,1310
121030202081,Pinellas,5722.7583,4967.5736,4965.3188,1345,1383
121030202082,Pinellas,5194.3004,4329.0242,4327.1469,1430,1487
121030202091,Pinellas,4846.1074,4268.8775,4267.1489,1478,1500
121030202092,Pinellas,5478.7940,4770.1859,4768.0681,1380,1418
121030202093,Pinellas,5135.9890,4405.9684,4404.0102,1444,1476
121030202094,Pinellas,4574.7110,3980.6688,3979.1928,1522,1555
121030202095,Pinellas,4467.0393,3874.6283,3873.1560,1548,1574
121030203011,Pinellas,6152.8649,5362.2388,5360.5635,1271,1306
121030203012,Pinellas,5472.1406,4706.1792,4704.2680,1383,1431
121030203013,Pinellas,5764.5497,4868.3234,4866.3422,1334,1402
121030203014,Pinellas,6060.4746,5533.8265,5533.8112,1295,1277
121030203015,Pinellas,6156.8256,5305.9019,5304.1599,1270,1317
121030203021,Pinellas,4580.9027,3960.6238,3959.4081,1519,1559
121030203022,Pinellas,4801.8120,4184.9023,4183.7673,1482,1520
121030203023,Pinellas,5464.3757,4729.8477,4728.2516,1385,1425
121030204001,Pinellas,6661.7855,5391.3375,5386.5835,1208,1300
121030204002,Pinellas,7352.4569,5957.0706,5951.6910,1099,1190
121030204003,Pinellas,7434.4816,6006.7027,6001.2710,1080,1182
121030205001,Pinellas,8122.5791,6213.4144,6205.4665,948,1139
121030205002,Pinellas,7448.6309,5947.8204,5942.1512,1075,1196
121030205003,Pinellas,7423.0265,5960.0410,5954.6405,1085,1188
121030205004,Pinellas,7149.3693,5739.6014,5734.4044,1139,1236
121030206001,Pinellas,7518.6617,5774.8860,5769.0122,1064,1233
121030206002,Pinellas,7287.1379,5867.2853,5861.9590,1114,1217
121030206003,Pinellas,6303.8050,5795.3690,5795.3344,1254,1227
121030206004,Pinellas,7606.4173,5928.4872,5922.1938,1044,1203
121030207001,Pinellas,8122.2212,6644.6522,6638.4624,949,1052
121030207002,Pinellas,8088.6956,6407.3250,6400.2950,956,1098
121030207003,Pinellas,7341.2260,6085.5636,6080.7420,1104,1160
121030207004,Pinellas,7565.3487,6296.1540,6291.4172,1057,1121
121030208001,Pinellas,8030.0179,6050.7417,6043.0566,962,1170
121030208002,Pinellas,8245.0935,6298.3875,6290.1295,915,1120
121030208003,Pinellas,7894.1148,6173.6669,6167.0409,991,1146
121030208004,Pinellas,7892.1193,6109.4832,6102.4996,992,1157
121030208005,Pinellas,7937.4748,6175.6340,6168.9273,984,1145
121030208006,Pinellas,8147.9720,6384.1069,6376.9358,940,1104
121030212001,Pinellas,8226.8911,6308.2601,6300.9577,922,1116
121030212002,Pinellas,8557.7740,6240.8252,6233.1335,856,1133
121030212003,Pinellas,7732.6153,5881.3642,5874.8157,1015,1212
121030212004,Pinellas,7674.9656,5876.2585,5869.3278,1025,1213
121030215011,Pinellas,6836.7918,5904.7534,5903.3393,1180,1209
121030215012,Pinellas,9747.2827,6909.6392,6899.0015,548,987
121030215021,Pinellas,9690.4388,6883.8435,6873.3530,560,993
121030215022,Pinellas,8284.9129,7165.8566,7164.7890,908,908
121030216001,Pinellas,10273.4909,7207.9472,7196.6604,448,897
121030216002,Pinellas,9042.1514,7256.3919,7252.6553,736,874
121030218001,Pinellas,9217.8419,6977.7323,6969.1865,679,966
121030218002,Pinellas,9583.4787,7196.0368,7186.1914,589,899
121030218003,Pinellas,10366.6083,7593.2621,7582.3084,432,785
121030219001,Pinellas,9599.9749,7188.0202,7178.4652,581,901
121030219002,Pinellas,8707.6954,6724.0802,6715.6461,820,1038
121030219003,Pinellas,9652.7294,7247.0685,7237.0763,569,880
121030220001,Pinellas,8484.0339,6538.5105,6530.9910,871,1077
121030220002,Pinellas,9119.2489,6840.0217,6831.4098,711,1003
121030220003,Pinellas,9026.6099,6778.3707,6769.4751,740,1021
121030220004,Pinellas,8730.2748,6600.6833,6592.3892,813,1062
121030221011,Pinellas,9179.3060,7109.5289,7100.8428,690,928
121030221012,Pinellas,9337.9763,7137.5589,7128.2340,639,921
121030221021,Pinellas,9307.4095,7012.1500,7002.6271,649,958
121030221022,Pinellas,9128.6854,6882.4793,6873.0937,704,994
121030221023,Pinellas,9054.5700,6853.5675,6844.5618,729,997
121030222001,Pinellas,9071.3528,7151.9847,7144.1153,727,915
121030222002,Pinellas,9116.8873,7138.2555,7130.0183,712,919
121030222003,Pinellas,8868.2268,6776.6382,6768.6943,777,1022
121030222004,Pinellas,8411.8351,6415.3385,6407.8901,883,1096
121030223011,Pinellas,6710.0202,6080.8076,6080.7763,1201,1161
121030223012,Pinellas,7705.8670,5754.6689,5746.8799,1019,1235
121030223013,Pinellas,8306.5034,6233.0776,6225.1195,904,1134
121030223021,Pinellas,8421.2543,6563.9307,6555.7975,881,1071
121030223022,Pinellas,8746.9817,6757.6860,6749.3962,806,1030
121030223023,Pinellas,8795.8723,6836.8584,6828.6691,792,1004
121030224011,Pinellas,6037.1282,4787.5122,4782.4952,1299,1415
121030224012,Pinellas,7657.3097,5992.9221,5985.7531,1031,1186
121030224013,Pinellas,7529.0792,5677.8209,5670.2878,1063,1251
121030224021,Pinellas,7580.7620,5927.2318,5920.1644,1052,1204
121030224022,Pinellas,7610.2159,6060.3622,6053.9665,1041,1168
121030224023,Pinellas,7331.8470,5993.0251,5987.5742,1106,1185
121030224024,Pinellas,7226.7683,5618.7397,5611.7240,1125,1265
121030224025,Pinellas,7954.5151,6179.9081,6173.1883,981,1143
121030225011,Pinellas,9049.5049,6974.2210,6965.7424,733,968
121030225012,Pinellas,8992.4482,6830.8978,6822.1539,749,1005
121030225013,Pinellas,8497.3328,6552.5825,6544.5843,868,1074
121030225021,Pinellas,8548.3766,6796.4234,6789.6181,858,1017
121030225022,Pinellas,8837.5026,6940.5690,6933.0809,782,978
121030225023,Pinellas,9281.8286,7086.4539,7077.7422,656,936
121030225031,Pinellas,8552.2694,6738.3805,6731.3264,857,1034
121030225032,Pinellas,8735.9503,6705.3833,6696.8836,811,1041
121030225033,Pinellas,8879.2791,6933.0614,6924.8323,775,981
121030226011,Pinellas,9128.1792,6993.5045,6984.6247,706,961
121030226012,Pinellas,9170.8433,7062.1416,7053.2457,692,941
121030226013,Pinellas,8956.9728,6875.0579,6866.4250,759,995
121030226021,Pinellas,9302.0830,7354.6939,7347.3411,650,845
121030226022,Pinellas,9391.4639,7229.2353,7220.4147,627,887
121030226023,Pinellas,9028.5538,7040.2452,7032.2600,739,950
121030227001,Pinellas,9468.2394,7136.8929,7127.2471,610,923
121030227002,Pinellas,9224.8465,7035.2796,7025.9605,677,951
121030227003,Pinellas,9221.6674,7087.6357,7078.7334,678,934
121030228011,Pinellas,10342.8101,8255.8770,8247.6636,435,634
121030228012,Pinellas,9796.5184,7726.2133,7718.3967,536,745
121030228013,Pinellas,9770.4065,7555.9034,7546.6486,545,792
121030228021,Pinellas,9844.8826,7611.1394,7601.8178,522,781
121030228022,Pinellas,9226.8079,7122.2462,7113.3363,674,925
121030228023,Pinellas,9418.1241,7311.0527,7302.4636,621,857
121030229011,Pinellas,9983.4685,7664.5204,7654.6373,499,764
121030229012,Pinellas,9555.9816,7232.4734,7222.8286,595,885
121030229021,Pinellas,10271.5537,8069.8720,8060.7375,450,669
121030229022,Pinellas,10063.2105,7785.4546,7775.9038,489,727
121030229023,Pinellas,10274.7284,7865.2189,7855.2532,447,706
121030230001,Pinellas,10757.8792,8753.8244,8745.5525,370,520
121030230002,Pinellas,10153.2488,7940.7653,7931.3354,468,695
121030231001,Pinellas,10060.6679,7834.7873,7825.2136,490,714
121030231002,Pinellas,10513.8580,8417.0574,8408.0435,410,593
121030231003,Pinellas,10200.9779,8026.5413,8017.3493,460,677
121030232001,Pinellas,10028.5662,7826.1898,7816.9688,494,718
121030232002,Pinellas,9854.6133,7433.3878,7423.4443,520,831
121030232003,Pinellas,9888.0191,7638.5057,7628.9094,515,770
121030233001,Pinellas,10175.4396,7632.7707,7621.9404,463,773
121030233002,Pinellas,8183.0886,7544.7219,7544.6318,932,793
121030233003,Pinellas,9731.2202,7210.6132,7200.0715,551,895
121030234001,Pinellas,9715.8470,7114.7961,7104.2100,556,927
121030234002,Pinellas,8459.2683,7438.5255,7437.7126,877,828
121030235011,Pinellas,9635.9423,7309.9832,7299.6223,571,858
121030235012,Pinellas,7546.9430,7086.9724,7086.8943,1060,935
121030235021,Pinellas,9444.7175,6982.4202,6972.1947,617,964
121030236011,Pinellas,7655.7602,5873.2314,5865.2901,1032,1215
121030236012,Pinellas,9370.0095,6696.1947,6685.3831,630,1042
121030236013,Pinellas,9598.3715,6847.2427,6836.6423,582,999
121030236021,Pinellas,9122.3753,6634.8801,6624.5336,709,1055
121030236022,Pinellas,8485.0587,6191.1676,6181.4023,870,1142
121030237001,Pinellas,9205.0171,6740.5864,6730.3233,681,1033
121030237002,Pinellas,7148.0005,5787.1941,5781.2633,1140,1230
121030237003,Pinellas,9159.4979,6895.2076,6885.1827,695,991
121030238001,Pinellas,9196.4299,6953.3807,6943.6984,686,973
121030238002,Pinellas,9731.8199,7381.9786,7372.0755,550,839
121030238003,Pinellas,9492.8237,7349.4073,7340.3008,606,848
121030239001,Pinellas,10004.9377,7912.3948,7904.0234,495,703
121030239002,Pinellas,9779.6656,7626.8614,7618.0880,543,774
121030240011,Pinellas,6841.8555,5667.8043,5662.7387,1179,1254
121030240012,Pinellas,7415.6209,5940.6976,5934.1185,1090,1199
121030240021,Pinellas,8176.0873,6713.2016,6706.9595,934,1039
121030240022,Pinellas,8946.8860,7180.0225,7172.5808,760,903
121030240023,Pinellas,9232.8454,7463.3488,7456.0104,672,816
121030240024,Pinellas,7373.5526,6062.1387,6056.8285,1095,1166
121030240041,Pinellas,6019.5476,5154.5190,5151.3489,1302,1349
121030240042,Pinellas,6010.5044,5162.4004,5159.3666,1304,1347
121030240043,Pinellas,5561.1668,4804.7041,4801.9564,1369,1411
121030240051,Pinellas,6104.8446,5216.0421,5212.7176,1282,1336
121030240052,Pinellas,6621.8411,5623.3314,5619.2390,1214,1262
121030241001,Pinellas,9585.8679,7564.1138,7555.8874,588,789
121030241002,Pinellas,10138.4256,8130.8427,8122.9825,472,657
121030241003,Pinellas,10096.7195,8182.4745,8174.7319,479,647
121030242011,Pinellas,10484.9230,8592.0418,8584.4426,416,554
121030242012,Pinellas,10122.9635,8291.5035,8284.0964,474,620
121030242013,Pinellas,10261.0148,8260.4494,8252.1896,452,631
121030242021,Pinellas,10046.2463,7982.0056,7974.0239,492,683
121030242022,Pinellas,9956.1244,7962.7607,7954.3452,506,689
121030243011,Pinellas,10200.2479,8573.1165,8567.5100,461,558
121030243012,Pinellas,10108.6153,8308.6416,8302.3350,477,616
121030243013,Pinellas,9951.0746,8096.2283,8089.3349,507,665
121030243021,Pinellas,9559.4563,7857.3767,7851.3986,594,707
121030243022,Pinellas,9468.8535,7894.0923,7888.1032,609,704
121030243023,Pinellas,10775.4948,9218.8881,9213.0802,368,432
121030243024,Pinellas,9571.5910,8086.4446,8081.0871,593,667
121030244031,Pinellas,10334.4009,8681.0336,8675.3002,437,538
121030244032,Pinellas,10557.8626,8906.6060,8900.8480,403,484
121030244033,Pinellas,10393.3814,8699.2263,8693.0410,430,534
121030244061,Pinellas,10488.6576,9491.0022,9488.0075,415,380
121030244062,Pinellas,11063.0323,9864.5603,9860.8931,332,325
121030244063,Pinellas,9936.4840,9549.4890,9549.4791,509,374
121030244081,Pinellas,9247.7812,7672.3904,7666.2277,669,762
121030244082,Pinellas,10594.2031,9112.4497,9107.1436,398,448
121030244083,Pinellas,10531.8803,8882.8711,8876.6882,406,494
121030244091,Pinellas,9333.8225,8016.2665,8011.3361,641,678
121030244092,Pinellas,6601.9115,5677.8102,5674.7465,1221,1252
121030244101,Pinellas,10687.5837,9148.5783,9143.3011,380,438
121030244102,Pinellas,11115.8945,9866.2227,9862.0112,326,323
121030244111,Pinellas,9795.6027,8666.0079,8661.8902,538,542
121030244112,Pinellas,10704.1189,9321.2031,9316.5221,375,408
121030244113,Pinellas,10598.5127,9362.7090,9358.3551,395,400
121030244114,Pinellas,6814.5251,6332.6647,6331.7018,1185,1111
121030244121,Pinellas,10326.6809,9823.1245,9822.4165,440,331
121030244122,Pinellas,10219.0115,9363.4636,9361.4776,458,399
121030244123,Pinellas,11218.1104,9739.6383,9735.7027,317,344
121030244131,Pinellas,10154.4226,8826.1564,8821.8238,467,504
121030244132,Pinellas,9350.7932,7981.1195,7976.8812,635,684
121030244133,Pinellas,10462.8451,9398.2448,9394.7586,421,393
121030244134,Pinellas,10297.3199,8840.6513,8835.8260,443,501
121030245051,Pinellas,9586.5849,8689.5412,8687.8013,587,536
121030245052,Pinellas,9129.5441,8699.8070,8699.7032,703,532
121030245053,Pinellas,8649.9279,8232.3488,8232.3131,832,641
121030245054,Pinellas,9363.9583,8813.8799,8813.4011,632,509
121030245071,Pinellas,8438.8894,7828.6489,7827.7177,879,715
121030245072,Pinellas,8298.8733,7796.9259,7796.7160,907,724
121030245073,Pinellas,8750.6916,8256.0516,8255.8206,804,633
121030245081,Pinellas,9447.3452,8689.4471,8688.1150,615,537
121030245082,Pinellas,8747.6717,8280.4263,8280.4165,805,625
121030245083,Pinellas,9969.1657,9095.7142,9093.8883,501,450
121030245091,Pinellas,11076.3504,9843.5057,9839.8306,330,327
121030245092,Pinellas,9048.2552,8520.7548,8520.1913,734,573
121030245101,Pinellas,9259.8553,8632.9463,8632.0110,667,548
121030245102,Pinellas,9892.6531,9138.2367,9136.9492,513,440
121030245103,Pinellas,9113.7480,8573.0630,8572.4301,715,559
121030245104,Pinellas,9794.5450,9304.6439,9304.5275,539,413
121030245121,Pinellas,8318.6277,7937.4251,7937.4250,902,696
121030245122,Pinellas,10589.8107,9498.1094,9495.4553,399,379
121030245141,Pinellas,9992.4693,9078.9844,9077.7732,497,454
121030245142,Pinellas,10134.5553,9356.8676,9356.1070,473,401
121030245143,Pinellas,9766.0177,9134.1751,9133.7863,546,441
121030245151,Pinellas,10831.9048,9568.2243,9564.3464,356,372
121030245152,Pinellas,10698.0275,9838.4486,9836.4039,378,329
121030245161,Pinellas,8684.3165,8263.4156,8263.3495,826,630
121030245162,Pinellas,8400.6475,7950.1311,7949.8878,886,693
121030245171,Pinellas,9589.7314,8863.1507,8861.2460,585,500
121030245172,Pinellas,9618.8682,9273.8252,9273.7598,577,421
121030245181,Pinellas,10113.8361,9321.2731,9319.1600,476,407
121030245182,Pinellas,9940.9663,9554.1661,9554.1563,508,373
121030245191,Pinellas,10696.8409,9707.1740,9704.2159,379,349
121030245192,Pinellas,9598.0138,8865.0565,8862.9854,583,499
121030246011,Pinellas,9091.6026,7962.4438,7958.9114,721,690
121030246012,Pinellas,8989.4595,8452.9942,8452.9295,751,588
121030246013,Pinellas,11190.3327,9878.8821,9874.7919,320,322
121030246014,Pinellas,10148.8536,9659.5227,9659.3356,470,356
121030246031,Pinellas,10667.4693,8762.9416,8755.5174,385,519
121030246032,Pinellas,10362.0239,8332.1678,8323.8797,433,612
121030246041,Pinellas,10399.7865,8897.1619,8891.6845,429,488
121030246042,Pinellas,9269.3220,8708.9157,8708.7944,661,530
121030246043,Pinellas,10443.4870,8552.8017,8545.5472,425,565
121030247011,Pinellas,9015.5333,8479.8902,8479.8434,744,583
121030247012,Pinellas,8801.5379,8198.6770,8198.6104,790,645
121030247013,Pinellas,10162.9060,8627.7147,8622.1617,466,549
121030247021,Pinellas,9589.7701,7735.9070,7729.2947,584,742
121030247022,Pinellas,8356.5607,7737.5410,7737.4265,899,740
121030247031,Pinellas,9160.4067,8575.6460,8575.5246,694,557
121030247032,Pinellas,9625.3516,7755.1460,7747.9798,574,734
121030247033,Pinellas,9850.2063,8059.6616,8052.8817,521,671
121030248011,Pinellas,9280.9900,7951.3800,7947.5118,657,692
121030248012,Pinellas,9086.4125,7326.3468,7320.1018,725,853
121030248031,Pinellas,8564.3013,7520.4263,7517.2431,853,798
121030248032,Pinellas,8581.5964,7505.8589,7502.9529,850,804
121030248041,Pinellas,8506.1209,7081.0451,7076.0225,863,939
121030248051,Pinellas,8501.3375,7301.8111,7298.2003,866,862
121030248052,Pinellas,7447.9390,6912.4576,6912.4520,1077,986
121030249011,Pinellas,9146.9764,8501.4002,8501.0639,697,578
121030249012,Pinellas,8273.2179,7676.7570,7676.4321,909,759
121030249013,Pinellas,8736.3432,7845.9167,7843.5003,810,711
121030249041,Pinellas,8159.2196,7700.9888,7700.7970,938,752
121030249042,Pinellas,8857.9999,8171.8503,8170.3972,778,650
121030249043,Pinellas,7529.7181,7149.8477,7149.8061,1062,916
121030249051,Pinellas,8855.6998,8408.0683,8408.0329,780,597
121030249052,Pinellas,8710.9692,8280.9703,8280.9241,819,624
121030249053,Pinellas,8699.9548,8285.8664,8285.8133,823,622
121030249054,Pinellas,8796.8132,8352.3651,8352.3093,791,609
121030249055,Pinellas,8918.0343,8467.5139,8467.4760,767,584
121030249061,Pinellas,8785.6876,8343.1204,8343.1102,798,611
121030249062,Pinellas,8768.1762,8304.4361,8304.3636,802,619
121030249063,Pinellas,9967.6082,8722.4635,8718.2966,502,524
121030249071,Pinellas,9800.0700,8703.5901,8700.1410,535,531
121030249072,Pinellas,10858.6783,9415.5101,9410.8796,352,389
121030249081,Pinellas,10939.1710,9327.8612,9322.7342,349,405
121030249082,Pinellas,10358.6700,8699.4082,8694.1689,434,533
121030250041,Pinellas,8715.1769,8034.2194,8032.7643,818,674
121030250042,Pinellas,8378.1405,7245.5372,7241.9081,891,883
121030250043,Pinellas,9322.5924,7980.4083,7976.1104,645,685
121030250071,Pinellas,8404.1791,7500.0916,7497.5543,884,805
121030250072,Pinellas,7516.0415,7058.2008,7058.1815,1065,943
121030250073,Pinellas,8128.3678,7145.9408,7142.7416,945,917
121030250091,Pinellas,9430.9648,8413.4431,8410.4525,619,595
121030250092,Pinellas,9314.9555,8749.5214,8749.0137,647,521
121030250111,Pinellas,8735.8393,7558.9313,7555.0261,812,791
