GEOID20,county,mep_published,mep_harm_lo,mep_harm_hi,rank_published,rank_harm
120570110081,Hillsborough,5946.2785,5683.7507,5683.6879,1315,1250
120570110082,Hillsborough,8363.0038,7405.2547,7402.1301,894,836
120570110083,Hillsborough,8434.6275,7469.8944,7466.5349,880,814
120570110084,Hillsborough,8541.0471,7622.2596,7619.0230,860,776
120570110085,Hillsborough,8014.5305,7621.3236,7621.0884,967,777
120570110086,Hillsborough,9958.9185,8717.0064,8712.1211,505,526
120570110101,Hillsborough,9432.1052,8236.9295,8232.2517,618,639
120570110102,Hillsborough,10246.3507,8815.4857,8809.7711,454,507
120570110131,Hillsborough,6807.2843,6078.3544,6076.0682,1188,1163
120570110132,Hillsborough,6604.1921,6247.4394,6247.2012,1220,1131
120570110161,Hillsborough,8115.2661,7139.9139,7136.5800,951,918
120570110162,Hillsborough,8388.1876,7447.3335,7443.9883,888,823
120570110163,Hillsborough,8243.4601,7378.6899,7375.5909,916,840
120570110171,Hillsborough,7981.5474,7494.2043,7493.8635,975,808
120570110172,Hillsborough,7705.6049,6920.8405,6917.9493,1020,984
120570110173,Hillsborough,3998.0963,3768.9070,3768.5665,1621,1598
120570110181,Hillsborough,9125.7062,7991.1103,7986.5901,708,682
120570110182,Hillsborough,10325.8703,8908.1797,8902.5137,441,483
120570110191,Hillsborough,5529.3327,5092.0956,5090.8339,1375,1358
120570110192,Hillsborough,6650.1364,5907.4248,5905.3304,1211,1208
120570110193,Hillsborough,5054.6206,4798.9867,4798.7634,1455,1414
120570111031,Hillsborough,7270.3616,6923.4988,6923.4580,1118,983
120570111032,Hillsborough,6771.3357,6409.8188,6409.6077,1191,1097
120570111061,Hillsborough,8148.1745,7808.9710,7808.9542,939,721
120570111071,Hillsborough,8593.9012,8139.4580,8139.0195,846,654
120570111072,Hillsborough,8701.7853,8135.6631,8134.7775,822,655
120570111073,Hillsborough,8243.1727,7769.3692,7768.9221,917,729
120570111081,Hillsborough,9690.0046,9231.8423,9231.5948,561,429
120570111091,Hillsborough,7902.8900,7484.4890,7483.9343,988,809
120570111092,Hillsborough,6951.1958,6669.6500,6669.6459,1166,1048
120570112031,Hillsborough,8964.6913,8555.0629,8555.0440,757,563
120570112032,Hillsborough,10501.9395,9468.2707,9465.3067,412,382
120570112033,Hillsborough,10277.0962,9313.8536,9311.2721,445,409
120570112041,Hillsborough,9667.2270,8833.7731,8831.3360,565,502
120570112042,Hillsborough,9834.9146,9353.5614,9353.0259,527,402
120570112043,Hillsborough,10273.0464,9828.3264,9828.1926,449,330
120570112044,Hillsborough,10096.4765,9133.1367,9130.5428,480,442
120570112045,Hillsborough,11053.9667,9801.9842,9797.4439,334,334
120570112051,Hillsborough,10791.3523,9236.2211,9230.4955,366,427
120570112052,Hillsborough,11320.1994,9761.3759,9755.6762,309,340
120570112053,Hillsborough,10569.6634,9293.3208,9288.9651,401,418
120570112061,Hillsborough,11706.0113,10116.2984,10110.3510,277,283
120570112062,Hillsborough,12124.8928,10281.7916,10274.6777,240,268
120570112063,Hillsborough,12022.4936,10222.7929,10215.9334,249,272
120570113011,Hillsborough,9995.4304,9306.5387,9305.7745,496,411
120570113012,Hillsborough,9248.7291,8768.1056,8768.0318,668,518
120570113031,Hillsborough,10510.9040,9486.0026,9483.0619,411,381
120570113032,Hillsborough,9890.8029,9264.2520,9263.7668,514,423
120570113041,Hillsborough,9759.5431,9054.6952,9053.4553,547,457
120570113042,Hillsborough,10495.0039,9249.7622,9245.5686,414,426
120570113043,Hillsborough,10582.1567,9940.5059,9940.1016,400,314
120570114071,Hillsborough,9673.1233,8895.0228,8893.4771,564,490
120570114072,Hillsborough,9393.8991,8606.6158,8604.7900,625,552
120570114081,Hillsborough,9182.8278,8747.3248,8747.3201,688,522
120570114082,Hillsborough,9684.9513,9081.6079,9080.7587,562,452
120570114083,Hillsborough,10745.2912,10046.2053,10045.2470,373,294
120570114091,Hillsborough,9397.2157,8833.7462,8833.0602,624,503
120570114092,Hillsborough,10930.0196,10020.6956,10018.9822,350,299
120570114101,Hillsborough,6493.4492,6241.6840,6241.6434,1231,1132
120570114102,Hillsborough,7704.6911,7162.6268,7161.2583,1021,911
120570114103,Hillsborough,7912.6762,7270.1642,7268.1375,986,872
120570114111,Hillsborough,8667.5364,8260.4434,8260.2162,828,632
120570114121,Hillsborough,9811.7092,8972.0516,8969.8343,533,472
120570114122,Hillsborough,9633.5625,8604.1585,8601.2523,573,553
120570114131,Hillsborough,9231.7643,8669.2909,8668.1911,673,539
120570114132,Hillsborough,9158.1121,8548.8967,8547.4281,696,566
120570114133,Hillsborough,9292.5822,8576.1231,8574.8394,653,556
120570114134,Hillsborough,9263.1628,8713.1837,8712.6621,664,527
120570114141,Hillsborough,8919.8224,8379.2683,8378.6927,766,604
120570114142,Hillsborough,9119.3666,8607.6691,8607.1359,710,551
120570114143,Hillsborough,9466.0998,8973.3562,8973.1794,612,471
120570114151,Hillsborough,9356.5893,8884.9657,8884.7997,634,493
120570114152,Hillsborough,9318.1739,8801.0950,8801.0176,646,511
120570114153,Hillsborough,10996.2016,10343.1507,10342.8279,343,260
120570114161,Hillsborough,10107.4662,9442.7304,9441.9530,478,386
120570114162,Hillsborough,9612.5968,9121.2936,9121.2592,580,444
120570114163,Hillsborough,9817.0107,9297.9389,9297.9257,529,417
120570114164,Hillsborough,10655.5967,9987.9890,9987.6194,388,306
120570114171,Hillsborough,8777.5579,8121.4969,8120.1232,801,660
120570114172,Hillsborough,9496.9676,9049.4175,9049.4139,605,459
120570114173,Hillsborough,9515.3210,9053.8714,9053.8633,601,458
120570114181,Hillsborough,9016.6609,8409.9061,8408.4498,743,596
120570114182,Hillsborough,9115.9362,8391.0676,8389.3298,714,603
120570114183,Hillsborough,8926.1713,8277.2987,8275.9270,765,628
120570115041,Hillsborough,3748.8026,3592.0556,3591.9733,1652,1629
120570115042,Hillsborough,5186.1135,4970.1375,4970.0884,1435,1382
120570115061,Hillsborough,7012.1088,6554.2813,6553.1507,1157,1073
120570115062,Hillsborough,7193.9409,6695.0971,6693.6822,1128,1043
120570115063,Hillsborough,8072.1309,7175.7267,7173.3957,959,906
120570115064,Hillsborough,6103.3635,5739.5302,5738.6463,1284,1237
120570115091,Hillsborough,5708.7577,5461.5985,5461.3629,1348,1288
120570115092,Hillsborough,5667.9035,5404.4283,5404.1861,1357,1298
120570115093,Hillsborough,5429.2356,5209.3940,5209.3754,1389,1338
120570115094,Hillsborough,30.9788,10.0080,9.9217,2163,2162
120570115101,Hillsborough,6133.3383,5788.9643,5788.6512,1277,1229
120570115102,Hillsborough,5919.0543,5643.8840,5643.7582,1321,1258
120570115121,Hillsborough,6439.5498,6191.2536,6191.2102,1235,1141
120570115122,Hillsborough,5428.4219,5217.1863,5217.1619,1390,1335
120570115123,Hillsborough,6916.9916,6690.3567,6690.3158,1169,1044
120570115141,Hillsborough,8101.4156,7589.1765,7588.0254,954,786
120570115142,Hillsborough,8199.8776,7757.7063,7756.7286,929,733
120570115143,Hillsborough,7996.7780,7688.9523,7688.9062,972,756
120570115144,Hillsborough,8471.4530,7928.6599,7927.2878,874,698
120570115151,Hillsborough,8744.2383,8111.2348,8109.7221,808,663
120570115152,Hillsborough,8665.9842,8317.6128,8317.6058,829,615
120570115161,Hillsborough,9107.7706,8516.9379,8516.1223,716,574
120570115162,Hillsborough,9580.5106,8965.7139,8964.8982,590,473
120570115181,Hillsborough,5075.1062,4884.3147,4884.2939,1453,1397
120570115182,Hillsborough,5404.1028,5199.2871,5199.2608,1396,1339
120570115183,Hillsborough,7034.4216,6768.5800,6768.5009,1154,1026
120570115191,Hillsborough,6857.8888,6574.9279,6574.8748,1177,1069
120570115192,Hillsborough,7741.7576,7137.8420,7136.4468,1013,920
120570115201,Hillsborough,7591.6259,6997.6911,6996.2142,1049,960
120570115202,Hillsborough,9896.4613,9103.7562,9101.6378,512,449
120570115211,Hillsborough,5116.5173,4903.2775,4903.0419,1447,1394
120570115212,Hillsborough,6795.2437,6548.6482,6548.5330,1190,1075
120570115213,Hillsborough,5383.7857,5176.1748,5176.1321,1402,1343
120570115221,Hillsborough,6204.2338,5782.1103,5781.5339,1263,1231
120570115222,Hillsborough,7058.2969,6773.5067,6773.4771,1152,1025
120570115223,Hillsborough,7262.6430,6823.7972,6823.2577,1119,1009
120570115231,Hillsborough,6293.3211,6032.2098,6032.1167,1256,1174
120570115241,Hillsborough,8460.4475,8095.1282,8095.0443,876,666
120570115242,Hillsborough,7345.7156,6822.3150,6821.3368,1102,1010
120570115243,Hillsborough,8114.2479,7761.8304,7761.7449,952,731
120570115244,Hillsborough,8895.5879,8364.1411,8363.1417,772,607
120570115251,Hillsborough,8217.9575,7623.9407,7622.4434,924,775
120570115252,Hillsborough,8790.3684,8421.9682,8421.9430,794,591
120570115253,Hillsborough,7786.7259,7461.0738,7461.0109,1007,817
120570115261,Hillsborough,8161.0846,7455.7725,7453.6002,937,820
120570115262,Hillsborough,9832.3604,8873.3903,8870.5688,528,496
120570115271,Hillsborough,5197.9902,5024.7504,5024.7077,1429,1374
120570115272,Hillsborough,5850.0349,5627.3484,5627.3380,1326,1261
120570115281,Hillsborough,6955.2308,6493.9659,6493.2757,1164,1089
120570115282,Hillsborough,6118.2101,5916.5827,5916.5825,1280,1205
120570115283,Hillsborough,7359.1732,6774.1391,6772.2935,1097,1024
120570116031,Hillsborough,10548.2088,9775.2807,9773.6689,404,337
120570116032,Hillsborough,10319.1333,9654.9427,9653.8217,442,358
120570116033,Hillsborough,10756.0198,10111.1008,10110.0993,372,285
120570116051,Hillsborough,10328.0098,9593.3251,9591.8713,439,362
120570116052,Hillsborough,10985.5193,10264.3466,10263.0043,347,270
120570116053,Hillsborough,11636.1507,10564.3546,10561.9879,284,247
120570116054,Hillsborough,11348.2268,10612.0690,10610.6618,307,241
120570116055,Hillsborough,11118.6575,10378.2634,10376.9450,325,256
120570116101,Hillsborough,9387.4244,8663.3048,8661.5537,628,543
120570116102,Hillsborough,9725.1233,8926.2356,8923.9543,553,482
120570116103,Hillsborough,10085.7421,9263.0614,9260.8758,484,424
120570116104,Hillsborough,8966.4541,8377.0257,8375.9285,756,605
120570116111,Hillsborough,11048.2916,10023.5042,10022.0401,335,298
120570116112,Hillsborough,10266.4567,9789.3446,9789.2578,451,336
120570116113,Hillsborough,10596.5368,9737.6469,9735.5639,396,345
120570116121,Hillsborough,8791.4625,8206.4197,8205.4609,793,644
120570116122,Hillsborough,9337.6742,8712.2146,8711.1240,640,528
120570116123,Hillsborough,10113.9123,9391.6866,9390.2599,475,396
120570116124,Hillsborough,9973.3119,9267.6508,9266.1863,500,422
120570116131,Hillsborough,10088.8485,9392.9999,9391.6763,482,395
120570116132,Hillsborough,9780.0191,9156.7379,9155.7762,542,437
120570116133,Hillsborough,9742.2171,9279.7694,9279.7156,549,420
120570116134,Hillsborough,10827.9284,10056.2477,10054.6978,358,293
120570116141,Hillsborough,8910.4540,8439.2746,8439.0026,768,590
120570116142,Hillsborough,8968.9449,8488.4972,8488.0253,755,582
120570116143,Hillsborough,8198.8768,7724.3364,7723.7012,930,747
120570116144,Hillsborough,8933.6689,8537.0081,8537.0053,763,569
120570116151,Hillsborough,8303.2296,7810.6357,7809.9249,905,720
120570116152,Hillsborough,10673.3863,10032.3268,10031.3579,384,296
120570116153,Hillsborough,9364.0773,8818.9619,8818.2831,631,506
120570116154,Hillsborough,9412.2680,8824.8044,8823.7966,622,505
120570116161,Hillsborough,7316.7018,6988.4951,6988.4880,1109,962
120570116162,Hillsborough,8368.1285,7725.0825,7723.6239,892,746
120570116163,Hillsborough,9615.0062,8815.1328,8812.7765,579,508
120570116164,Hillsborough,7506.6399,6976.3829,6975.2198,1067,967
120570116165,Hillsborough,8790.3278,8077.8396,8076.0605,795,668
120570116171,Hillsborough,9146.8451,8507.3124,8506.1365,698,576
120570116172,Hillsborough,9129.7163,8533.5978,8532.4753,702,570
120570116173,Hillsborough,9537.8840,8931.9017,8931.0457,596,480
120570117081,Hillsborough,11432.0724,10833.4379,10832.9227,299,226
120570117082,Hillsborough,13390.6045,11975.0487,11970.6750,189,129
120570117083,Hillsborough,10221.5403,9674.7356,9674.2281,457,354
120570117121,Hillsborough,10854.0730,10102.9581,10101.6204,354,287
120570117122,Hillsborough,9573.8970,9033.7842,9032.9805,592,463
120570117123,Hillsborough,10531.1545,9845.9388,9844.7047,407,326
120570117124,Hillsborough,9589.5262,9060.8258,9060.0864,586,455
120570117131,Hillsborough,8662.8227,8197.4830,8196.9655,831,646
120570117132,Hillsborough,8900.5619,8350.0225,8349.1382,770,610
120570117133,Hillsborough,8888.8400,8463.5048,8463.3535,773,586
120570117134,Hillsborough,8781.6109,8321.2092,8320.7459,800,613
120570117141,Hillsborough,9106.0444,8524.5251,8523.6640,718,572
120570117151,Hillsborough,10674.4833,9980.5352,9979.3946,382,308
120570117152,Hillsborough,10800.8368,10209.6781,10209.0791,364,275
120570117161,Hillsborough,10632.0042,9994.7756,9993.7399,389,304
120570117162,Hillsborough,11894.2097,11223.6750,11222.8212,259,192
120570117163,Hillsborough,11783.0442,11169.7488,11169.1254,271,199
120570118021,Hillsborough,14348.0809,12282.3407,12275.0360,152,101
120570118022,Hillsborough,13482.1411,11318.9791,11310.4848,183,188
120570118023,Hillsborough,12047.6839,10564.2947,10559.5576,247,248
120570118024,Hillsborough,12116.4518,10649.8787,10645.5040,241,236
120570118041,Hillsborough,11805.2271,10323.7682,10318.8930,269,263
120570118042,Hillsborough,12863.1209,10817.6268,10809.6706,214,228
120570118043,Hillsborough,13566.7117,11514.1807,11506.1627,180,169
120570118044,Hillsborough,10567.7849,9803.1140,9802.4943,402,332
120570118051,Hillsborough,10796.2755,9579.6144,9575.8570,365,370
120570118052,Hillsborough,10721.8407,10030.1470,10029.5844,374,297
120570118053,Hillsborough,11659.8475,10217.7397,10213.0580,281,273
120570118061,Hillsborough,12073.4618,10699.1596,10694.9594,244,233
120570118062,Hillsborough,11616.2245,10298.5403,10294.4098,285,264
120570118063,Hillsborough,12282.6318,10839.8076,10835.1450,233,224
120570119051,Hillsborough,14577.9280,12209.6043,12200.2267,145,106
120570119071,Hillsborough,11822.8248,10452.7875,10448.5603,268,254
120570119072,Hillsborough,11319.3644,10010.8692,10007.4915,310,301
120570119081,Hillsborough,11925.8141,10567.8931,10564.2781,256,246
120570119082,Hillsborough,12734.1610,11166.6133,11162.0548,218,200
120570119091,Hillsborough,11881.7133,10510.9035,10506.9716,261,251
120570119092,Hillsborough,12232.5822,10388.4687,10381.7761,234,255
120570119093,Hillsborough,13443.0155,11186.1613,11178.3381,185,197
120570119101,Hillsborough,14096.8191,11851.9860,11843.3110,158,139
120570119102,Hillsborough,11879.9757,10114.6920,10108.3040,262,284
120570119103,Hillsborough,12381.5056,10837.1078,10832.2691,231,225
120570119111,Hillsborough,14582.7534,11896.9835,11885.9486,144,134
120570119112,Hillsborough,13540.8536,11073.5725,11064.6399,181,210
120570119113,Hillsborough,15584.7208,12627.0983,12614.8646,116,50
120570120011,Hillsborough,11366.9215,10213.5067,10211.9516,304,274
120570120012,Hillsborough,12444.5702,10901.9763,10899.0487,229,217
120570120021,Hillsborough,11107.7052,10173.1801,10172.5882,327,282
120570120022,Hillsborough,10699.9782,9739.8772,9739.3272,377,343
120570120023,Hillsborough,11332.2398,10377.8742,10377.3155,308,257
120570121031,Hillsborough,10463.1738,9420.5920,9419.4526,420,388
120570121032,Hillsborough,11088.2711,10188.5809,10188.0225,329,280
120570121033,Hillsborough,12191.9344,9454.5601,9447.6599,235,384
120570121061,Hillsborough,7462.6698,6810.6696,6810.4487,1071,1013
120570121062,Hillsborough,7363.2855,6764.4917,6764.4190,1096,1028
120570121063,Hillsborough,6139.0500,5660.9728,5660.7517,1274,1256
120570121071,Hillsborough,9205.0097,8512.0409,8511.9211,682,575
120570121072,Hillsborough,8595.7314,7849.9953,7849.2753,845,708
120570121073,Hillsborough,9340.5466,8541.4784,8540.7706,638,568
120570121081,Hillsborough,7637.6156,7047.9532,7047.4590,1036,947
120570121082,Hillsborough,7942.4561,7346.3189,7346.3001,982,849
120570121091,Hillsborough,9882.2971,8790.1227,8789.0238,516,513
120570121092,Hillsborough,9841.8140,9095.2413,9094.8955,525,451
120570121101,Hillsborough,9145.4415,8452.3117,8452.0183,699,589
120570121102,Hillsborough,9662.9154,8953.1045,8952.9372,566,477
120570122061,Hillsborough,9063.9746,8421.1258,8421.1212,728,592
120570122062,Hillsborough,8309.8447,7515.9182,7514.8818,903,800
120570122063,Hillsborough,7836.1832,7015.8069,7014.5358,1001,956
120570122064,Hillsborough,7890.1744,7359.9881,7359.9800,993,844
120570122071,Hillsborough,7856.1375,7247.0307,7246.6833,999,881
120570122072,Hillsborough,7009.3492,6489.1964,6488.8246,1158,1090
120570122073,Hillsborough,7187.8243,6607.7668,6607.4966,1130,1059
120570122074,Hillsborough,7326.9232,6810.3458,6810.0917,1108,1014
120570122075,Hillsborough,7145.9720,6602.5791,6602.3329,1141,1061
120570122081,Hillsborough,5768.9630,5422.9595,5422.9459,1333,1295
120570122082,Hillsborough,6601.7116,6074.1139,6074.0504,1222,1165
120570122083,Hillsborough,6053.6180,5574.8081,5574.7890,1297,1272
120570122091,Hillsborough,5710.7588,5323.1657,5323.1220,1347,1314
120570122092,Hillsborough,4275.2957,4012.2644,4012.1299,1581,1552
120570122101,Hillsborough,6198.3981,5710.8202,5710.2619,1266,1244
120570122102,Hillsborough,6237.3465,5840.1256,5840.0864,1260,1221
120570122111,Hillsborough,9524.1955,8495.8536,8493.8228,598,580
120570122121,Hillsborough,10059.6733,8642.5665,8638.2724,491,545
120570122122,Hillsborough,9728.9263,8365.7523,8361.4031,552,606
120570122131,Hillsborough,9327.3806,8668.0875,8667.9893,643,540
120570122132,Hillsborough,8242.9580,7651.5190,7651.4278,918,767
120570123011,Hillsborough,8721.7974,7518.3645,7516.2256,816,799
120570123012,Hillsborough,7444.5721,6584.2557,6582.5153,1078,1066
120570123013,Hillsborough,8973.1955,7720.7265,7717.8938,753,748
120570123014,Hillsborough,9793.9641,8401.9314,8398.2513,540,599
120570123031,Hillsborough,7547.4724,6918.3890,6918.1887,1059,985
120570123032,Hillsborough,7803.8124,7195.6900,7195.6819,1006,900
120570123033,Hillsborough,8254.3496,7176.1529,7173.5877,914,905
120570123041,Hillsborough,6958.6614,6431.8531,6431.8496,1162,1095
120570123042,Hillsborough,7164.9381,6367.9233,6367.0541,1133,1105
120570123043,Hillsborough,6899.6685,6282.9783,6282.2386,1173,1124
120570124011,Hillsborough,5778.1677,5314.8150,5314.7648,1330,1315
120570124012,Hillsborough,5681.8381,5277.4772,5277.4577,1355,1322
120570124013,Hillsborough,4738.2738,4415.8899,4415.8366,1493,1473
120570124014,Hillsborough,5599.7949,5185.5886,5185.5262,1364,1342
120570124021,Hillsborough,5426.5306,5051.6294,5051.6029,1391,1367
120570124022,Hillsborough,4461.6039,4133.9740,4133.9393,1551,1532
120570124031,Hillsborough,4511.7407,4241.9512,4241.9430,1538,1510
120570124032,Hillsborough,3582.1124,3370.8929,3370.8596,1677,1658
120570124033,Hillsborough,3547.4249,3340.4038,3340.3820,1679,1662
120570125011,Hillsborough,5171.3146,4856.4778,4856.4176,1438,1403
120570125012,Hillsborough,3466.2876,3234.4231,3234.4176,1685,1675
120570125013,Hillsborough,4558.2380,4175.1255,4174.8463,1530,1523
120570125031,Hillsborough,3239.6583,2895.2632,2894.5445,1703,1706
120570125032,Hillsborough,4193.0437,3775.1275,3774.1584,1595,1594
120570125033,Hillsborough,3379.7303,3007.5109,3006.4543,1693,1694
120570125041,Hillsborough,3638.7745,3291.6401,3290.9892,1670,1669
120570126001,Hillsborough,4195.2136,3781.8319,3780.8745,1594,1593
120570126002,Hillsborough,4488.3226,4061.7354,4060.8417,1544,1549
120570126003,Hillsborough,4242.2762,3766.9056,3765.6863,1586,1600
120570126004,Hillsborough,3787.5659,3540.7762,3540.6492,1648,1636
120570127011,Hillsborough,5224.4099,4674.0034,4672.8934,1424,1436
120570127012,Hillsborough,4898.7721,4502.1091,4501.6722,1472,1459
120570127013,Hillsborough,4561.3051,4199.1013,4199.0512,1529,1518
120570127014,Hillsborough,4699.7174,4261.9541,4261.5423,1497,1504
120570127021,Hillsborough,4575.6237,4098.8785,4097.8309,1521,1540
120570127022,Hillsborough,4359.0800,3892.6501,3891.6360,1571,1570
120570127023,Hillsborough,4645.7149,4197.8015,4196.8386,1504,1519
120570128001,Hillsborough,4083.2979,3745.1940,3744.5848,1608,1604
120570128002,Hillsborough,4115.2352,3680.5053,3679.5273,1603,1613
120570129001,Hillsborough,4021.0514,3608.0933,3607.1822,1619,1626
120570129002,Hillsborough,2925.3255,2713.2107,2713.0038,1748,1733
120570130011,Hillsborough,1795.0824,1614.5798,1614.0576,1881,1879
120570130021,Hillsborough,2804.6231,2644.8716,2644.8200,1776,1745
120570130022,Hillsborough,2550.7937,2413.3432,2413.3121,1805,1777
120570130023,Hillsborough,3217.4951,2809.4383,2808.4652,1707,1720
120570130031,Hillsborough,3377.7366,2947.7199,2946.6280,1694,1700
120570130032,Hillsborough,3322.6705,3109.2257,3109.1971,1697,1691
120570130041,Hillsborough,2665.2853,2467.1444,2467.1308,1792,1771
120570130042,Hillsborough,2266.7647,2126.0731,2126.0683,1841,1819
120570130043,Hillsborough,2375.0211,2217.1454,2217.1211,1827,1804
120570131001,Hillsborough,1851.8490,1731.3413,1731.3284,1878,1868
120570131002,Hillsborough,1036.5479,962.1308,962.1051,2009,1991
120570132031,Hillsborough,6508.5135,6019.1138,6018.6282,1230,1177
120570132032,Hillsborough,5997.1673,5596.2737,5596.1276,1308,1267
120570132041,Hillsborough,5943.1942,5573.4606,5573.4056,1316,1273
120570132051,Hillsborough,6094.1093,5703.3647,5703.3510,1287,1247
120570132052,Hillsborough,5490.2466,5142.0326,5142.0217,1379,1351
120570132053,Hillsborough,5468.4373,5130.5572,5130.5523,1384,1353
120570132054,Hillsborough,4489.9401,4242.3663,4242.3498,1543,1509
120570132061,Hillsborough,15.3715,4.9576,4.9233,2165,2164
120570132062,Hillsborough,4620.7962,4360.1465,4360.1397,1511,1483
120570132063,Hillsborough,4672.9727,4405.3020,4405.2754,1499,1477
120570132064,Hillsborough,109.8382,35.4252,35.1796,2155,2159
120570132071,Hillsborough,3510.1639,3314.1522,3314.1272,1681,1666
120570132072,Hillsborough,3726.3181,3525.9371,3525.9190,1655,1640
120570132081,Hillsborough,4778.9633,4358.6709,4358.0063,1487,1484
120570132082,Hillsborough,3713.3368,3458.5627,3458.4239,1658,1648
120570133051,Hillsborough,6734.0345,6304.6405,6304.5947,1195,1117
120570133052,Hillsborough,6192.1360,5535.6771,5534.6462,1268,1276
120570133071,Hillsborough,9463.2542,8710.0717,8709.7291,613,529
120570133072,Hillsborough,8570.2670,6095.1299,6092.0917,852,1159
120570133073,Hillsborough,9326.4656,7848.3873,7843.9049,644,709
120570133101,Hillsborough,7286.2682,6906.2264,6906.2200,1115,988
120570133102,Hillsborough,7910.4118,7442.5685,7442.4666,987,825
120570133111,Hillsborough,8665.7148,7026.3479,7023.0412,830,953
120570133112,Hillsborough,7288.3697,6774.2769,6774.1595,1112,1023
120570133113,Hillsborough,7687.3931,6768.0760,6765.7128,1024,1027
120570133121,Hillsborough,7026.1230,6281.0943,6279.5467,1155,1126
120570133122,Hillsborough,6380.0649,5852.4263,5851.9102,1245,1220
120570133123,Hillsborough,6754.8306,6220.6857,6220.1869,1193,1137
120570133131,Hillsborough,7153.5878,6254.2208,6254.1987,1137,1130
120570133132,Hillsborough,7804.8585,4970.7339,4969.0613,1005,1381
120570133133,Hillsborough,6936.4797,6145.0629,6145.0419,1168,1151
120570133141,Hillsborough,6825.9354,5957.5312,5957.5051,1182,1189
120570133142,Hillsborough,6138.8240,5722.9085,5722.7511,1275,1240
120570133151,Hillsborough,11432.8500,10072.0465,10068.8725,298,291
120570133152,Hillsborough,11714.0791,10349.6450,10347.5680,276,259
120570133161,Hillsborough,10834.5140,9033.8823,9028.5691,355,462
120570133162,Hillsborough,11031.1616,9113.8474,9108.1725,337,447
120570133171,Hillsborough,10819.7092,9965.6799,9964.1286,360,312
120570133172,Hillsborough,11145.6015,10291.6814,10290.1554,323,266
120570133191,Hillsborough,8130.1496,7673.8282,7673.6192,944,761
120570133192,Hillsborough,171.3076,79.5549,79.2009,2147,2154
120570133193,Hillsborough,8515.2539,7971.9895,7971.4190,862,686
120570133201,Hillsborough,7869.6190,7277.7660,7277.1033,998,869
120570133221,Hillsborough,7689.3599,7225.8606,7225.5657,1022,889
120570133222,Hillsborough,7284.3614,4428.3926,4427.4879,1116,1471
120570133223,Hillsborough,7282.4314,6350.7204,6350.4703,1117,1108
120570133224,Hillsborough,6616.3624,3853.5123,3853.3862,1215,1579
120570133231,Hillsborough,9272.1124,8395.1555,8394.6925,660,601
120570133232,Hillsborough,8612.6953,7843.3561,7842.3961,842,712
120570133233,Hillsborough,7785.9363,5231.7006,5229.6631,1008,1332
120570133234,Hillsborough,10238.3447,8984.4163,8980.8176,455,470
120570133235,Hillsborough,7601.0840,7043.0734,7042.9769,1046,948
120570134061,Hillsborough,6543.6103,4515.8234,4515.6713,1226,1455
120570134071,Hillsborough,6245.7442,4314.2545,4314.0621,1259,1490
120570134072,Hillsborough,6351.8943,5134.5886,5133.8059,1248,1352
120570134073,Hillsborough,5605.0654,4727.2293,4727.2126,1363,1427
120570134074,Hillsborough,5038.9881,4270.0734,4270.0080,1457,1498
120570134091,Hillsborough,5510.1006,5104.0280,5103.8380,1378,1357
120570134092,Hillsborough,5318.8977,4945.9644,4945.6225,1411,1384
120570134093,Hillsborough,4384.7849,4112.0162,4111.9854,1563,1536
120570134101,Hillsborough,7822.8505,7221.3259,7220.5073,1003,893
120570134102,Hillsborough,8402.6873,7828.2875,7827.7690,885,716
120570134111,Hillsborough,7096.3889,6505.9257,6505.2449,1146,1085
120570134121,Hillsborough,4831.5996,4528.3542,4528.1516,1480,1453
120570134122,Hillsborough,6339.8217,5818.7678,5817.9910,1249,1224
120570134131,Hillsborough,5361.7771,5010.1564,5009.8601,1403,1376
120570134141,Hillsborough,5872.3019,5054.4039,5054.3478,1325,1363
120570134142,Hillsborough,5961.7926,4943.6330,4942.5731,1311,1385
120570134143,Hillsborough,4592.5201,4256.4542,4256.3089,1516,1506
120570134144,Hillsborough,5637.6091,4883.2678,4883.2640,1360,1398
120570134151,Hillsborough,3861.8469,3361.6557,3361.5765,1640,1660
120570134152,Hillsborough,4630.1341,4020.4608,4020.3925,1509,1551
120570135011,Hillsborough,11019.2561,10338.4430,10338.2886,340,261
120570135012,Hillsborough,10664.9826,9919.7062,9919.4085,387,316
120570135031,Hillsborough,10666.8195,9607.5664,9607.5328,386,361
120570135032,Hillsborough,10976.9217,10257.7369,10257.6196,348,271
120570135033,Hillsborough,10673.7335,9532.8481,9532.5432,383,377
120570135041,Hillsborough,10082.4516,9196.8295,9196.5273,486,435
120570135042,Hillsborough,10085.0079,9302.8940,9302.5964,485,416
120570135043,Hillsborough,10338.9042,9592.0885,9591.7993,436,364
120570135051,Hillsborough,11490.0257,10851.1030,10850.5341,294,223
120570135052,Hillsborough,10627.0587,9800.2982,9799.7715,393,335
120570135053,Hillsborough,10594.9086,9725.8902,9725.3312,397,347
120570136021,Hillsborough,9467.3195,8875.1095,8874.9183,611,495
120570136022,Hillsborough,8015.2864,7455.6140,7455.2733,966,821
120570136041,Hillsborough,9052.1911,8464.7245,8464.4458,731,585
120570137021,Hillsborough,7571.4082,7081.9774,7081.9573,1053,938
120570137022,Hillsborough,7829.9565,7350.5499,7350.5462,1002,847
120570137023,Hillsborough,6858.9743,6384.3206,6383.6843,1176,1103
