GEOID20,county,r_drive_local,segments_reachable
121030268111,Pinellas,0.097873,1991
121030268112,Pinellas,0.096168,1980
121030268113,Pinellas,0.096386,1984
121030268114,Pinellas,0.096873,1969
121030268121,Pinellas,0.096590,1963
121030268122,Pinellas,0.095080,2003
121030268123,Pinellas,0.094629,2009
121030268124,Pinellas,0.096949,1975
121030268131,Pinellas,0.094248,1916
121030268132,Pinellas,0.094806,1969
121030268141,Pinellas,0.093679,2036
121030268142,Pinellas,0.095599,2005
121030268151,Pinellas,0.094035,2035
121030268152,Pinellas,0.094049,1973
121030268153,Pinellas,0.093585,2028
121030268161,Pinellas,0.092505,1979
121030268162,Pinellas,0.092663,1975
121030268163,Pinellas,0.093207,1985
121030268164,Pinellas,0.092755,1976
121030268171,Pinellas,0.093936,1951
121030268172,Pinellas,0.093010,1978
121030268173,Pinellas,0.092707,1984
121030268181,Pinellas,0.093284,1952
121030268182,Pinellas,0.094568,1969
121030268183,Pinellas,0.091978,2016
121030268191,Pinellas,0.092361,2016
121030268192,Pinellas,0.093935,1996
121030268201,Pinellas,0.097993,1965
121030268202,Pinellas,0.099384,1923
121030268203,Pinellas,0.099369,1947
121030268204,Pinellas,0.100396,1933
121030268211,Pinellas,0.097642,2005
121030268212,Pinellas,0.099481,1963
121030269041,Pinellas,0.099071,1902
121030269042,Pinellas,0.097863,1949
121030269043,Pinellas,0.099170,1909
121030269081,Pinellas,0.099766,1917
121030269082,Pinellas,0.099914,1813
121030269083,Pinellas,0.099178,1760
121030269084,Pinellas,0.098781,1828
121030269091,Pinellas,0.099128,1822
121030269092,Pinellas,0.098070,1901
121030269093,Pinellas,0.097962,1890
121030269111,Pinellas,0.097976,1813
121030269112,Pinellas,0.096810,1916
121030269113,Pinellas,0.097581,1861
121030269121,Pinellas,0.096362,1921
121030269122,Pinellas,0.096822,1925
121030269123,Pinellas,0.096363,1915
121030269131,Pinellas,0.097073,1919
121030269132,Pinellas,0.096704,1960
121030269133,Pinellas,0.096862,1925
121030269141,Pinellas,0.098617,1783
121030269142,Pinellas,0.098746,1844
121030269151,Pinellas,0.098157,1836
121030269152,Pinellas,0.098160,1797
121030269161,Pinellas,0.097851,1868
121030269162,Pinellas,0.097609,1933
121030269163,Pinellas,0.098174,1880
121030269164,Pinellas,0.097955,1869
121030269171,Pinellas,0.096986,1927
121030270001,Pinellas,0.098872,1773
121030270002,Pinellas,0.098465,1775
121030270003,Pinellas,0.098817,1736
121030271051,Pinellas,0.099223,1753
121030271052,Pinellas,0.099126,1763
121030271061,Pinellas,0.077225,4
121030271062,Pinellas,0.099772,1768
121030271063,Pinellas,,0
121030271071,Pinellas,0.098373,1781
121030271081,Pinellas,0.098420,1785
121030271082,Pinellas,0.098435,1756
121030272021,Pinellas,0.106690,1696
121030272022,Pinellas,0.101482,1729
121030272023,Pinellas,0.109551,1716
121030272024,Pinellas,0.102963,1811
121030272025,Pinellas,0.105426,1706
121030272041,Pinellas,0.107299,1814
121030272042,Pinellas,0.108642,1893
121030272043,Pinellas,0.107108,1848
121030272061,Pinellas,0.103921,1799
121030272062,Pinellas,0.103796,1921
121030272063,Pinellas,0.104334,1849
121030272071,Pinellas,0.102772,1914
121030272072,Pinellas,0.102879,1844
121030272073,Pinellas,0.101346,1855
121030272074,Pinellas,0.101321,1894
121030272075,Pinellas,0.101801,1938
121030272081,Pinellas,0.100983,1873
121030272082,Pinellas,0.100226,1897
121030272083,Pinellas,0.100803,1833
121030272084,Pinellas,0.101096,1930
121030272091,Pinellas,0.099697,1777
121030272101,Pinellas,0.101532,1818
121030272102,Pinellas,0.100368,1839
121030272103,Pinellas,0.099826,1826
121030272104,Pinellas,0.099721,1889
121030272111,Pinellas,0.106174,1879
121030272112,Pinellas,0.105175,1818
121030272113,Pinellas,0.107444,1773
121030272121,Pinellas,0.107390,1896
121030272122,Pinellas,0.108342,1891
121030273081,Pinellas,0.117426,1827
121030273082,Pinellas,0.120144,1590
121030273091,Pinellas,0.110382,1796
121030273092,Pinellas,0.105484,1877
121030273141,Pinellas,0.097849,2008
121030273142,Pinellas,0.100052,1917
121030273161,Pinellas,0.102836,1959
121030273162,Pinellas,0.103699,1854
121030273163,Pinellas,0.104210,1918
121030273171,Pinellas,0.099955,1997
121030273172,Pinellas,0.097607,2014
121030273173,Pinellas,0.101028,1943
121030273181,Pinellas,0.100713,1918
121030273182,Pinellas,0.097131,2002
121030273191,Pinellas,0.094812,2046
121030273192,Pinellas,0.095368,2025
121030273193,Pinellas,0.093648,2090
121030273194,Pinellas,0.094483,2060
121030273201,Pinellas,0.092607,2100
121030273202,Pinellas,0.092160,2005
121030273203,Pinellas,0.093412,2062
121030273211,Pinellas,0.106393,1916
121030273231,Pinellas,0.098117,2019
121030273232,Pinellas,0.097514,2000
121030273241,Pinellas,0.099649,1862
121030273242,Pinellas,0.100667,1911
121030273251,Pinellas,0.096954,1936
121030273252,Pinellas,0.097190,1991
121030273261,Pinellas,0.096192,2037
121030273262,Pinellas,0.096375,2030
121030273271,Pinellas,0.093508,2043
121030273272,Pinellas,0.092393,2114
121030273281,Pinellas,0.100894,1953
121030273282,Pinellas,0.105100,1830
121030273291,Pinellas,0.100533,1961
121030273292,Pinellas,0.102449,1864
121030273301,Pinellas,0.102742,1965
121030273302,Pinellas,0.101542,1960
121030273311,Pinellas,0.100036,1979
121030273312,Pinellas,0.098801,1945
121030273321,Pinellas,0.105814,1066
121030273331,Pinellas,0.101288,1971
121030273332,Pinellas,0.104287,1957
121030274011,Pinellas,0.113913,1819
121030274012,Pinellas,0.112646,1846
121030274041,Pinellas,0.111552,1802
121030274042,Pinellas,0.109887,1868
121030274043,Pinellas,0.110987,1848
121030274044,Pinellas,0.111688,1867
121030274045,Pinellas,0.111945,1822
121030274046,Pinellas,0.109651,1776
121030275011,Pinellas,0.118927,854
121030275012,Pinellas,0.115638,1314
121030275013,Pinellas,0.114743,1750
121030275031,Pinellas,0.111798,1730
121030275032,Pinellas,0.110769,1698
121030275033,Pinellas,0.114553,1454
121030275041,Pinellas,0.109499,1751
121030275042,Pinellas,0.111533,1720
121030276031,Pinellas,0.094428,1405
121030276032,Pinellas,0.094521,1334
121030276041,Pinellas,0.095202,1395
121030276042,Pinellas,0.095326,1357
121030276043,Pinellas,0.095011,1352
121030276051,Pinellas,0.094637,1404
121030276052,Pinellas,0.094323,1314
121030276061,Pinellas,0.093631,1513
121030276062,Pinellas,0.094264,1433
121030277011,Pinellas,0.098090,1312
121030277012,Pinellas,0.098161,1197
121030277013,Pinellas,0.098124,1268
121030277031,Pinellas,0.095751,1318
121030277032,Pinellas,0.095630,1363
121030277041,Pinellas,0.097446,1251
121030277042,Pinellas,0.096457,1308
121030277043,Pinellas,0.095877,1332
121030278011,Pinellas,0.098742,1415
121030278012,Pinellas,0.098794,1415
121030278021,Pinellas,0.098929,1317
121030278022,Pinellas,0.098361,1225
121030279011,Pinellas,0.099267,1366
121030279012,Pinellas,0.099477,1400
121030279013,Pinellas,0.099022,1207
121030279051,Pinellas,0.099368,1269
121030279052,Pinellas,0.099355,1239
121030279053,Pinellas,0.099657,1198
121030279054,Pinellas,0.100020,1444
121030280021,Pinellas,0.096923,1311
121030280022,Pinellas,0.096202,1460
121030280023,Pinellas,0.095332,1256
121030280024,Pinellas,0.095001,1112
121030280041,Pinellas,0.099591,1387
121030280042,Pinellas,0.099326,1341
121030280051,Pinellas,0.098094,1309
121030280052,Pinellas,0.099010,1290
121030280061,Pinellas,0.099274,1343
121030280062,Pinellas,0.099050,1359
121030281021,Pinellas,0.100090,1537
121030281022,Pinellas,0.098187,1569
121030281023,Pinellas,0.100242,1466
121030281031,Pinellas,0.099981,1479
121030281032,Pinellas,0.100077,1507
121030281041,Pinellas,0.099778,1522
121030281042,Pinellas,0.099769,1435
121030281043,Pinellas,0.099838,1566
121030282001,Pinellas,0.099956,1649
121030282002,Pinellas,0.099955,1612
121030282003,Pinellas,0.099334,1650
121030283001,Pinellas,0.099189,1680
121030283002,Pinellas,0.099173,1686
121030283003,Pinellas,0.098245,1720
121030283004,Pinellas,0.099829,1663
121030284031,Pinellas,0.098254,1556
121030284032,Pinellas,0.098425,1633
121030284033,Pinellas,0.098246,1648
121030285001,Pinellas,0.097971,1664
121030285002,Pinellas,0.097317,1674
121030286011,Pinellas,0.095294,1807
121030286012,Pinellas,0.095212,1790
121030286021,Pinellas,0.095243,1748
121030286022,Pinellas,0.094870,1752
121030287001,Pinellas,0.095477,1791
121030287002,Pinellas,0.095489,1812
121030287003,Pinellas,0.095493,1816
121039900000,Pinellas,0.094491,1420
121039901000,Pinellas,0.095068,1531
121010301011,Pasco,0.186295,651
121010301012,Pasco,0.188697,619
121010301021,Pasco,0.187604,644
121010301022,Pasco,0.176850,778
121010301023,Pasco,0.177192,792
121010302021,Pasco,0.169236,866
121010302022,Pasco,0.176242,773
121010302023,Pasco,0.175845,777
121010302031,Pasco,0.163959,928
121010302032,Pasco,0.164476,953
121010302033,Pasco,0.166015,923
121010302041,Pasco,0.160311,920
121010302051,Pasco,0.148007,1194
121010302052,Pasco,0.153246,988
121010303031,Pasco,0.134248,1211
121010303032,Pasco,0.133157,1221
121010303041,Pasco,0.134289,1237
121010303042,Pasco,0.142315,1116
121010303043,Pasco,0.140164,1154
121010304041,Pasco,0.117758,1052
121010304042,Pasco,0.125736,935
121010304051,Pasco,0.129488,1401
121010304052,Pasco,0.128621,1362
121010304061,Pasco,0.130414,1480
121010304062,Pasco,0.130328,1376
121010304063,Pasco,0.127940,1592
121010304071,Pasco,0.128234,1361
121010304072,Pasco,0.127305,1591
121010304081,Pasco,0.127159,1411
121010304082,Pasco,0.125556,1684
121010304091,Pasco,0.126807,1393
121010304092,Pasco,0.123881,1622
121010304101,Pasco,0.124306,1698
121010304102,Pasco,0.122152,1740
121010304111,Pasco,0.121181,1592
121010304112,Pasco,0.121008,1657
121010304113,Pasco,0.121655,1540
121010304121,Pasco,0.120933,1657
121010304122,Pasco,0.120487,1788
121010305011,Pasco,0.123242,1724
121010305012,Pasco,0.121798,1720
121010305021,Pasco,0.120492,1802
121010305022,Pasco,0.120211,1744
121010305023,Pasco,0.123528,1603
121010306011,Pasco,0.128052,1467
121010306012,Pasco,0.127646,1499
121010306021,Pasco,0.125399,1696
121010306022,Pasco,0.124783,1675
121010307001,Pasco,0.128796,1540
121010307002,Pasco,0.128192,1553
121010308001,Pasco,0.135949,1316
121010308002,Pasco,0.132650,1435
121010309011,Pasco,0.142781,1223
121010309012,Pasco,0.145493,1147
121010309051,Pasco,0.137921,1240
121010309052,Pasco,0.138083,1274
121010309061,Pasco,0.145125,1225
121010309062,Pasco,0.141494,1298
121010310031,Pasco,0.163512,902
121010310032,Pasco,0.161810,978
121010310033,Pasco,0.157574,1009
121010310051,Pasco,0.152280,1118
121010310052,Pasco,0.151377,1142
121010310061,Pasco,0.148599,1178
121010310071,Pasco,0.151162,1151
121010310072,Pasco,0.145153,1218
121010310073,Pasco,0.149555,1146
121010310081,Pasco,0.154533,1084
121010310082,Pasco,0.152100,1114
121010310091,Pasco,0.163060,1026
121010310092,Pasco,0.162420,1006
121010310101,Pasco,0.162678,1013
121010310102,Pasco,0.160103,1021
121010310111,Pasco,0.157478,1045
121010310112,Pasco,0.159819,965
121010310121,Pasco,0.159095,989
121010310122,Pasco,0.155179,1001
121010310123,Pasco,0.150058,1124
121010310131,Pasco,0.159058,1056
121010310132,Pasco,0.155107,1052
121010310141,Pasco,0.154239,1106
121010310142,Pasco,0.152953,1093
121010311011,Pasco,0.172925,852
121010311012,Pasco,0.168550,940
121010311031,Pasco,0.163204,1009
121010311041,Pasco,0.164957,971
121010311042,Pasco,0.167010,907
121010311043,Pasco,0.167752,942
121010312031,Pasco,0.178595,748
121010312032,Pasco,0.174955,813
121010312041,Pasco,0.167958,916
121010312042,Pasco,0.171056,887
121010312051,Pasco,0.170147,805
121010312052,Pasco,0.164908,923
121010312053,Pasco,0.155320,1096
121010312061,Pasco,0.163659,889
121010312062,Pasco,0.147000,1113
121010312071,Pasco,0.154453,777
121010312072,Pasco,0.143432,1108
121010312081,Pasco,0.141629,987
121010312082,Pasco,0.133727,1393
121010313011,Pasco,0.149762,1115
121010313012,Pasco,0.144169,1145
121010313013,Pasco,0.144556,1068
121010313021,Pasco,0.146177,1036
121010313022,Pasco,0.151657,921
121010313023,Pasco,0.133169,1154
121010313024,Pasco,0.135380,1071
121010314011,Pasco,0.136250,1354
121010314012,Pasco,0.135568,1323
121010314013,Pasco,0.137907,1326
121010314014,Pasco,0.138893,1344
121010314041,Pasco,0.130097,1495
121010314042,Pasco,0.128083,1548
121010314061,Pasco,0.134703,1332
121010314062,Pasco,0.136218,1359
121010314071,Pasco,0.137939,1297
121010314072,Pasco,0.133146,1301
121010314101,Pasco,0.129652,1572
121010314102,Pasco,0.125668,1656
121010314111,Pasco,0.125596,1693
121010314121,Pasco,0.132494,1431
121010314122,Pasco,0.131984,1395
121010315031,Pasco,0.127262,1561
121010315032,Pasco,0.127667,1495
121010315041,Pasco,0.120418,1579
121010315051,Pasco,0.124084,1597
121010315052,Pasco,0.119774,1816
121010315061,Pasco,0.120686,1772
121010315062,Pasco,0.123857,1721
121010315063,Pasco,0.120563,1862
121010315071,Pasco,0.118392,1886
121010315072,Pasco,0.114491,1788
121010315073,Pasco,0.117307,1705
121010315081,Pasco,0.113502,1908
121010315082,Pasco,0.114587,1923
121010316011,Pasco,0.111567,1924
121010316012,Pasco,0.108325,2037
121010316021,Pasco,0.106097,1995
121010316022,Pasco,0.104770,2204
121010316023,Pasco,0.102710,2128
121010316031,Pasco,0.101036,2171
121010316032,Pasco,0.101933,2091
121010316033,Pasco,0.102639,2262
121010316041,Pasco,0.099960,1968
121010316042,Pasco,0.100433,2199
121010316043,Pasco,0.098825,2167
121010316044,Pasco,0.100095,2149
121010316051,Pasco,0.101996,2199
121010316052,Pasco,0.099761,2101
121010317011,Pasco,0.100503,2043
121010317031,Pasco,0.139766,1141
121010317032,Pasco,0.139926,1070
121010317033,Pasco,0.135619,1060
121010317041,Pasco,0.129335,1317
121010317042,Pasco,0.139218,1160
121010317051,Pasco,0.126999,1687
121010317052,Pasco,0.125289,1716
121010317061,Pasco,0.119167,1866
121010317062,Pasco,0.116885,1758
121010317071,Pasco,0.134515,1083
121010317072,Pasco,0.126585,1356
121010317081,Pasco,0.126293,1637
121010317082,Pasco,0.122810,1677
121010317083,Pasco,0.124670,1703
121010318041,Pasco,0.192731,529
121010318042,Pasco,0.182893,613
121010318043,Pasco,0.181552,598
121010318044,Pasco,0.174208,614
121010318051,Pasco,0.177438,557
121010318052,Pasco,0.156377,776
121010318061,Pasco,0.151727,824
121010318062,Pasco,0.144923,767
121010318071,Pasco,0.190182,477
121010318072,Pasco,0.177406,755
121010318073,Pasco,0.175305,663
121010318081,Pasco,0.144848,975
121010318082,Pasco,0.130626,1147
121010318091,Pasco,0.141797,608
121010318092,Pasco,0.130771,1078
121010319011,Pasco,0.403297,11
121010319021,Pasco,0.110313,1549
121010319022,Pasco,0.110653,1635
121010319023,Pasco,0.107759,1842
121010319031,Pasco,0.116971,1714
121010319032,Pasco,0.108356,1789
121010319033,Pasco,0.111552,1752
121010320011,Pasco,0.102830,2010
121010320012,Pasco,0.105463,1722
121010320013,Pasco,0.102587,1997
121010320014,Pasco,0.103187,1899
121010320051,Pasco,0.097295,1501
121010320052,Pasco,0.105922,1690
121010320053,Pasco,0.107122,1755
121010320061,Pasco,0.097530,1689
121010320062,Pasco,0.097119,1760
121010320063,Pasco,0.097996,1809
121010320071,Pasco,0.101318,2013
121010320072,Pasco,0.100405,1957
121010320081,Pasco,0.100393,2087
121010320082,Pasco,0.098535,2088
121010320091,Pasco,0.101172,1916
121010320092,Pasco,0.101133,1897
121010320093,Pasco,0.099097,1993
121010320094,Pasco,0.097830,2105
121010320101,Pasco,0.096454,2017
121010320111,Pasco,0.097466,1910
121010320112,Pasco,0.097942,1891
121010320121,Pasco,0.098677,1940
121010320122,Pasco,0.096815,1990
121010320131,Pasco,0.098362,2210
121010320132,Pasco,0.098092,2224
121010320133,Pasco,0.098480,2160
121010320141,Pasco,0.097128,2110
121010320142,Pasco,0.096142,2068
121010320143,Pasco,0.095851,2081
121010321031,Pasco,0.106396,1654
121010321032,Pasco,0.100618,1810
121010321033,Pasco,0.103057,1764
121010321041,Pasco,0.101890,1834
121010321051,Pasco,0.104868,1630
121010321052,Pasco,0.107513,1613
121010321053,Pasco,0.104434,1717
121010321061,Pasco,0.096134,1959
121010321062,Pasco,0.097085,1883
121010321071,Pasco,0.101691,1695
121010321072,Pasco,0.098833,1890
121010321073,Pasco,0.099809,1795
121010321074,Pasco,0.098582,1855
121010321081,Pasco,0.108165,1611
121010321082,Pasco,0.104438,1624
121010321083,Pasco,0.103706,1638
121010321091,Pasco,0.096017,2004
121010321101,Pasco,0.095321,1886
121010321111,Pasco,0.097583,1751
121010321112,Pasco,0.099824,1714
121010321121,Pasco,0.095183,1837
121010321131,Pasco,0.095981,1769
121010321132,Pasco,0.095650,1661
121010322001,Pasco,0.116436,1297
121010322002,Pasco,0.111142,1116
121010322003,Pasco,0.113045,1643
121010323001,Pasco,0.117353,1272
121010324011,Pasco,0.143805,542
121010324012,Pasco,0.135132,696
121010324021,Pasco,0.166417,516
121010324022,Pasco,0.169617,459
121010324023,Pasco,0.188659,185
121010325001,Pasco,0.141752,835
121010325002,Pasco,0.135511,912
121010325003,Pasco,0.132788,880
121010325004,Pasco,0.119877,1434
121010326011,Pasco,0.130895,1066
121010326012,Pasco,0.135446,963
121010326021,Pasco,0.132673,988
121010326022,Pasco,0.133866,983
121010327001,Pasco,0.137952,830
121010327002,Pasco,0.142750,550
121010327003,Pasco,0.136361,843
121010328021,Pasco,0.139779,693
121010328022,Pasco,0.130611,948
121010328041,Pasco,0.121665,1319
121010328042,Pasco,0.122148,1345
121010328051,Pasco,0.128201,862
121010328052,Pasco,0.126924,1233
121010329011,Pasco,0.111506,1432
121010329012,Pasco,0.116751,1381
121010329013,Pasco,0.115992,1247
121010329021,Pasco,0.111451,1501
121010329022,Pasco,0.110934,1547
121010329051,Pasco,0.113607,1463
121010329052,Pasco,0.108877,1575
121010329053,Pasco,0.109099,1498
121010329054,Pasco,0.107080,1618
121010330051,Pasco,0.126522,1209
121010330052,Pasco,0.123648,1295
121010330053,Pasco,0.126149,1177
121010330061,Pasco,0.119928,1319
121010330062,Pasco,0.119803,1428
121010330071,Pasco,0.116802,1380
121010330072,Pasco,0.115043,1444
121010330081,Pasco,0.117112,1512
121010330082,Pasco,0.115943,1430
121010330091,Pasco,0.121034,1359
121010330092,Pasco,0.118013,1480
121010330093,Pasco,0.119488,1431
121010330101,Pasco,0.120878,1308
121010330102,Pasco,0.118410,1432
121010330111,Pasco,0.114102,1395
121010330112,Pasco,0.115959,1437
121010330121,Pasco,0.114623,1489
121010330122,Pasco,0.113887,1546
121010330131,Pasco,0.115791,1499
121010330132,Pasco,0.116140,1517
121010330133,Pasco,0.113910,1546
121010330141,Pasco,0.111062,1523
121010330142,Pasco,0.111672,1556
121010330143,Pasco,0.111463,1547
121010330144,Pasco,0.111629,1552
121010331011,Pasco,0.150591,501
121010331012,Pasco,0.120269,916
121010331021,Pasco,0.113814,1285
121019900000,Pasco,,0
120530401011,Hernando,0.171149,332
120530401012,Hernando,0.154437,615
120530401013,Hernando,0.161611,498
120530401021,Hernando,0.141303,688
120530401022,Hernando,0.163705,520
120530402011,Hernando,0.171928,289
120530402012,Hernando,0.174307,375
120530402021,Hernando,0.145867,514
120530402022,Hernando,0.150067,773
120530402023,Hernando,0.143440,357
120530403011,Hernando,0.124031,935
120530403021,Hernando,0.156359,607
120530403022,Hernando,0.131312,871
120530403023,Hernando,0.145200,740
120530403031,Hernando,0.142211,716
120530403032,Hernando,0.154450,608
120530404001,Hernando,0.162270,657
120530404002,Hernando,0.160443,741
120530404003,Hernando,0.161569,714
120530405011,Hernando,0.161206,756
120530405012,Hernando,0.159932,778
120530405021,Hernando,0.167381,638
120530405022,Hernando,0.166106,663
120530406011,Hernando,0.171110,334
120530406012,Hernando,0.167227,508
120530406021,Hernando,0.169086,581
120530406022,Hernando,0.174787,482
120530407011,Hernando,0.193608,331
120530407012,Hernando,0.182779,451
120530407013,Hernando,0.180834,441
120530407021,Hernando,0.179214,506
120530407022,Hernando,0.186809,582
120530408011,Hernando,0.175438,630
120530408012,Hernando,0.177220,621
120530408013,Hernando,0.183347,557
120530408021,Hernando,0.168901,696
120530408022,Hernando,0.170951,585
120530408023,Hernando,0.170816,593
120530409011,Hernando,0.159486,824
120530409012,Hernando,0.166432,751
120530409013,Hernando,0.172561,713
120530409014,Hernando,0.168034,770
120530409061,Hernando,0.158762,790
120530409062,Hernando,0.154868,873
120530409063,Hernando,0.156498,808
120530409064,Hernando,0.146456,958
120530409071,Hernando,0.168914,706
120530409072,Hernando,0.163852,757
120530409081,Hernando,0.157234,828
120530409082,Hernando,0.158877,737
120530409083,Hernando,0.168014,605
120530409091,Hernando,0.164700,712
120530409092,Hernando,0.165759,667
120530409101,Hernando,0.164402,667
120530409102,Hernando,0.162451,633
120530409111,Hernando,0.144936,954
120530409112,Hernando,0.156169,801
120530409113,Hernando,0.157767,749
120530409121,Hernando,0.162252,737
120530409122,Hernando,0.168712,711
120530409131,Hernando,0.159933,822
120530409132,Hernando,0.160493,736
120530410031,Hernando,0.175168,646
120530410032,Hernando,0.185261,524
120530410041,Hernando,0.176752,642
120530410042,Hernando,0.183198,587
120530410043,Hernando,0.183454,596
120530410051,Hernando,0.172461,668
120530410052,Hernando,0.174601,675
120530410061,Hernando,0.175360,642
120530410062,Hernando,0.179302,613
120530410063,Hernando,0.174375,662
120530411031,Hernando,0.192384,535
120530411032,Hernando,0.189291,568
120530411041,Hernando,0.182068,605
120530411042,Hernando,0.182874,581
120530411051,Hernando,0.176924,652
120530411052,Hernando,0.177198,632
120530411053,Hernando,0.175428,693
120530411061,Hernando,0.172253,715
120530411062,Hernando,0.172199,698
120530412011,Hernando,0.190399,571
120530412012,Hernando,0.189209,554
120530412013,Hernando,0.186709,601
120530412031,Hernando,0.196991,530
120530412032,Hernando,0.191002,555
120530412041,Hernando,0.196889,530
120530412042,Hernando,0.197584,518
120530412043,Hernando,0.197403,527
120530413021,Hernando,0.191143,601
120530413022,Hernando,0.186732,590
120530413031,Hernando,0.196467,530
120530413032,Hernando,0.196807,511
120530413033,Hernando,0.193910,513
120530413041,Hernando,0.196566,537
120530413042,Hernando,0.193724,518
120530413051,Hernando,0.197882,491
120530414011,Hernando,0.189865,609
120530414012,Hernando,0.178365,646
120530414013,Hernando,0.181648,638
120530414021,Hernando,0.177422,612
120530414022,Hernando,0.181997,601
120530414023,Hernando,0.170103,685
120530415011,Hernando,0.200664,453
120530415012,Hernando,0.208815,318
120530415021,Hernando,0.207614,322
120530415022,Hernando,0.195345,520
120530416011,Hernando,0.193143,446
120530416012,Hernando,0.192252,49
120530416013,Hernando,0.195203,503
120530416021,Hernando,0.192965,478
120530416022,Hernando,0.197489,334
120530416023,Hernando,0.193627,467
120539900000,Hernando,0.200584,254
120174501031,Citrus,0.142092,166
120174501032,Citrus,0.143771,256
120174501041,Citrus,0.146291,217
120174501042,Citrus,0.142847,198
120174501051,Citrus,0.147703,217
120174501052,Citrus,0.149413,182
120174501061,Citrus,0.147198,146
120174501062,Citrus,0.150839,146
120174502011,Citrus,0.143759,251
120174502012,Citrus,0.145719,262
120174502013,Citrus,0.145341,260
120174502021,Citrus,0.143241,250
120174502022,Citrus,0.144415,253
120174502023,Citrus,0.144050,240
120174502024,Citrus,0.145256,260
120174503051,Citrus,0.159754,284
120174503052,Citrus,0.165534,192
120174503061,Citrus,0.154223,301
120174503062,Citrus,0.153135,282
120174503071,Citrus,0.143898,186
120174503072,Citrus,0.144071,212
120174503073,Citrus,0.144477,247
120174503074,Citrus,0.145017,246
120174503081,Citrus,0.151024,147
120174503082,Citrus,0.146689,257
120174503083,Citrus,0.147645,242
120174503091,Citrus,0.144553,156
120174503092,Citrus,0.144985,155
120174503093,Citrus,0.144405,163
120174503101,Citrus,0.145877,151
120174503102,Citrus,0.147451,161
120174504011,Citrus,0.151200,139
120174504012,Citrus,0.158303,147
120174504021,Citrus,0.147854,144
120174504022,Citrus,0.153480,142
120174504023,Citrus,0.130448,47
120174505011,Citrus,,0
120174505012,Citrus,0.161137,282
120174505021,Citrus,0.157515,134
120174505022,Citrus,0.167873,156
120174506011,Citrus,0.155579,282
120174506012,Citrus,0.155457,286
120174506013,Citrus,0.166411,318
120174506021,Citrus,0.160499,286
120174506022,Citrus,0.162480,275
120174506023,Citrus,0.152777,310
120174506024,Citrus,0.154879,294
120174507031,Citrus,0.143077,252
120174507032,Citrus,0.143554,264
120174507033,Citrus,0.142758,256
120174507041,Citrus,0.147989,280
120174507042,Citrus,0.147039,280
120174507051,Citrus,0.145578,247
120174507052,Citrus,0.144273,236
120174507053,Citrus,0.144277,253
120174507061,Citrus,0.147829,271
120174507062,Citrus,0.147531,263
120174508001,Citrus,0.153308,144
120174508002,Citrus,0.145572,161
120174508003,Citrus,0.146517,222
120174508004,Citrus,0.146968,232
120174509011,Citrus,0.152715,218
120174509021,Citrus,0.149249,256
120174509022,Citrus,0.151333,236
120174510011,Citrus,0.150030,267
120174510012,Citrus,0.150255,280
120174510021,Citrus,0.151164,147
120174510022,Citrus,0.155778,240
120174510023,Citrus,0.152152,286
120174511011,Citrus,0.164783,296
120174511031,Citrus,0.150865,282
120174511032,Citrus,0.152083,293
120174511041,Citrus,0.160859,311
120174511042,Citrus,0.152756,299
120174512001,Citrus,0.160829,219
120174512002,Citrus,0.156645,294
120174512003,Citrus,0.160789,310
120174513001,Citrus,0.168684,380
120174513002,Citrus,0.166905,309
120174514001,Citrus,0.151076,267
120174514002,Citrus,0.161891,205
120174514003,Citrus,0.147511,263
120174514004,Citrus,0.142490,146
120174515011,Citrus,0.150073,292
120174515012,Citrus,0.153793,309
120174515021,Citrus,0.167077,336
120174515022,Citrus,0.158913,300
120174515023,Citrus,0.165619,332
120174516031,Citrus,0.170251,365
120174516032,Citrus,0.167625,323
120174516041,Citrus,0.165651,463
120174516042,Citrus,0.177218,426
120174516043,Citrus,0.170115,412
120174516051,Citrus,0.166511,373
120174516061,Citrus,0.171063,361
120174516062,Citrus,0.171298,368
120174516063,Citrus,0.171865,391
120174517011,Citrus,0.165604,276
120174517012,Citrus,0.167054,308
120174517021,Citrus,0.165351,282
120174517022,Citrus,0.163157,235
120179900000,Citrus,,0
