roadway,county,begin_post,end_post,length_mi,aadt,description,crashes,deaths,serious,ped_deaths,occ_deaths,occ_serious,vmt_period,deaths_per_100M_vmt,crashes_per_100M_vmt
10030000,Hillsborough,4.057,4.772,0.715,40500,N/A,305,4,11,3,1,9,72929464,5.485,418.2
14050000,Pasco,5.834,6.354,0.52,28000,NORTH AVE,315,2,7,0,2,4,36669360,5.454,859.0
10000102,Hillsborough,0.0,4.05,4.05,7200,US-41/SR-599/S 50 ST,388,4,24,1,2,20,73439460,5.447,528.3
10000017,Hillsborough,0.0,4.058,4.058,3600,TURKEY CREEK RD,52,2,0,0,1,0,36792263,5.436,141.3
15000023,Pinellas,0.0,1.462,1.462,5000,BAYSHORE BLVD,19,1,0,0,0,0,18410235,5.432,103.2
10040000,Hillsborough,2.155,3.165,1.01,14500,SR-574/E MLK JR BLVD,342,2,6,2,0,4,36883433,5.422,927.2
08000021,Hernando,0.0,3.866,3.866,1900,N END BRG 140059,58,1,10,0,1,6,18499390,5.406,313.5
15010000,Pinellas,15.544,16.559,1.015,43500,SR-688/ULMERTON RD,413,6,9,5,0,5,111198071,5.396,371.4
08010000,Hernando,11.328,12.089,0.761,9700,CR-480/CROOM RD,47,1,14,0,1,9,18590811,5.379,252.8
15530500,Pinellas,0.0,2.195,2.195,30500,38 AVE N,993,9,50,2,5,38,168607279,5.338,588.9
10030000,Hillsborough,9.284,12.827,3.543,12700,N/A,420,6,19,1,1,17,113322678,5.295,370.6
15020001,Pinellas,0.0,1.002,1.002,15000,S PINELLAS AVE,221,2,3,0,0,2,37853055,5.284,583.8
10000014,Hillsborough,1.542,2.126,0.584,13000,N PARK RD,56,1,0,0,0,0,19120452,5.23,292.9
02620000,Citrus,0.0,9.187,9.187,5800,E END OF ROUNDABOUT,147,7,11,1,6,8,134197265,5.216,109.5
14091000,Pasco,7.493,10.613,3.12,22000,MEADOW POINTE BLVD,209,9,22,1,5,18,172869840,5.206,120.9
14000018,Pasco,0.0,3.37,3.37,6800,MOOG RD,351,3,9,0,3,8,57713946,5.198,608.2
10150000,Hillsborough,6.019,7.028,1.009,53000,HANLEY RD,706,7,16,6,0,8,134681824,5.197,524.2
10650000,Hillsborough,0.0,1.132,1.132,6800,W COUNTRY CLUB DR,28,1,0,1,0,0,19386406,5.158,144.4
08010000,Hernando,14.304,16.581,2.277,6800,CR-581/SNOW MEM HWY,67,2,11,0,1,9,38995447,5.129,171.8
10020000,Hillsborough,7.378,8.388,1.01,23000,SR-582/E FOWLER AVE,244,3,7,3,0,1,58504755,5.128,417.1
15150000,Pinellas,5.876,7.897,2.021,46000,22 AVE N,1347,12,48,6,3,26,234134871,5.125,575.3
08010000,Hernando,0.0,1.386,1.386,11200,CR578/COUNTY LINE RD,115,2,18,0,1,17,39095179,5.116,294.2
10010000,Hillsborough,21.096,21.905,0.809,38500,10002339 EB ON,246,4,21,0,3,19,78442460,5.099,313.6
02510000,Citrus,0.052,5.42,5.368,4400,COURTHOUSE SQUARE,86,3,5,0,2,2,59484955,5.043,144.6
14050000,Pasco,4.936,5.74,0.804,19600,5 AVE,340,2,8,1,0,3,39687530,5.039,856.7
15020000,Pinellas,2.59,3.206,0.616,12800,N/A,51,1,1,1,0,0,19857869,5.036,256.8
14010000,Pasco,0.012,1.427,1.415,33500,WILLOW BEND PKWY,436,6,30,0,5,27,119383196,5.026,365.2
14090000,Pasco,16.075,18.817,2.742,17300,CR-579/MORRIS BRG RD,406,6,38,2,0,29,119469077,5.022,339.8
15600000,Pinellas,0.0,1.084,1.084,7300,FT HARRISON AVE,125,1,1,0,0,1,19929394,5.018,627.2
10000210,Hillsborough,0.0,4.81,4.81,1650,HOLLY TREE LN,253,1,4,0,0,4,19988075,5.003,1265.8
15150000,Pinellas,7.897,8.843,0.946,50500,N/A,804,6,36,5,0,23,120316300,4.987,668.2
15540500,Pinellas,0.0,4.273,4.273,16800,US-19A/TYRONE BLVD,1000,9,41,3,3,27,180794048,4.978,553.1
10000082,Hillsborough,0.0,0.949,0.949,8500,SR 60/CHANNELSIDE D,285,1,2,1,0,0,20315480,4.922,1402.9
15150000,Pinellas,2.879,4.874,1.995,44500,22 AVE S,1311,11,48,6,1,28,223586134,4.92,586.4
02010005,Citrus,0.0,0.207,0.207,39000,US-41/SR-45/SR-44/W,68,1,10,0,0,9,20331850,4.918,334.5
10030000,Hillsborough,12.827,14.641,1.814,13400,MCINTOSH RD,173,3,5,1,2,5,61218691,4.9,282.6
10020000,Hillsborough,6.365,7.378,1.013,24000,E LINEBAUGH AVE,237,3,6,3,0,3,61229772,4.9,387.1
10110000,Hillsborough,1.2,2.101,0.901,36000,SR-569/N 39 ST,170,4,5,1,3,3,81690066,4.897,208.1
10270000,Hillsborough,2.874,3.381,0.507,32000,S STERLING AVE,162,2,1,0,1,1,40860144,4.895,396.5
08030000,Hernando,0.0,2.082,2.082,7800,PASCO CO LINE,37,2,3,0,1,3,40899433,4.89,90.5
14050000,Pasco,11.637,13.476,1.839,26500,CR-52A/CLINTON AVE,395,6,22,2,4,17,122735320,4.889,321.8
08010000,Hernando,3.642,4.498,0.856,19000,HIGHBURY BLVD,88,2,8,0,1,8,40960884,4.883,214.8
15030018,Pinellas,0.0,0.583,0.583,14000,15030055 EB OFF,32,1,0,0,0,0,20555997,4.865,155.7
10270118,Hillsborough,0.0,0.265,0.265,31000,SR-60 WB TO TIA RAMP,48,1,1,0,0,0,20689478,4.833,232.0
14620000,Pasco,0.67,4.059,3.389,9700,DAVIS LN,477,4,39,2,1,32,82791406,4.831,576.1
14520000,Pasco,2.366,9.674,7.308,4500,Bridge No-140940,114,4,11,0,3,11,82823391,4.83,137.6
15000141,Pinellas,0.0,2.569,2.569,6400,62 AVE S,296,2,23,1,1,19,41408170,4.83,714.8
14680000,Pasco,0.0,0.794,0.794,10500,CR-579,43,1,9,0,1,9,20996734,4.763,204.8
10000368,Hillsborough,0.025,1.393,1.368,6100,40 ST,79,1,1,0,1,1,21016379,4.758,375.9
10823000,Hillsborough,0.0,4.063,4.063,18500,US-41/S 50TH ST,508,9,22,3,2,15,189304312,4.754,268.4
10000644,Hillsborough,0.0,3.642,3.642,2300,N FLORIDA AVE,329,1,4,0,0,1,21096467,4.74,1559.5
08000035,Hernando,0.0,4.224,4.224,13900,SR-50/CORTEZ BLVD,248,7,23,2,4,22,147870202,4.734,167.7
14000044,Pasco,0.0,2.512,2.512,6700,CHANCEY RD,191,2,6,0,1,3,42387362,4.718,450.6
02050000,Citrus,21.762,24.33,2.568,16400,S SHAD TER,51,5,10,0,3,7,106067131,4.714,48.1
02010000,Citrus,13.177,14.041,0.864,19500,US-41,217,2,9,0,2,6,42431688,4.713,511.4
15120000,Pinellas,9.851,10.169,0.318,53000,CR-611/49 ST N,162,2,4,1,0,3,42446799,4.712,381.7
10505000,Hillsborough,0.0,1.353,1.353,25000,N DALE MABRY HWY,426,4,17,1,3,13,85188262,4.695,500.1
15060000,Pinellas,2.073,4.873,2.8,12100,38 AVE N,286,4,18,1,1,12,85326780,4.688,335.2
10310000,Hillsborough,2.817,2.998,0.181,47000,N/A,355,1,3,1,0,3,21424880,4.667,1657.0
10000054,Hillsborough,0.0,0.217,0.217,78500,E BROREIN ST,40,2,0,2,0,0,42901388,4.662,93.2
10000078,Hillsborough,0.0,1.707,1.707,5000,SUN CITYCENTER BLVD,109,1,5,1,0,4,21495398,4.652,507.1
14712000,Pasco,0.0,2.755,2.755,28000,US-19/SR-55,881,9,82,4,2,65,194277090,4.633,453.5
15000299,Pinellas,0.0,1.917,1.917,4500,EAST LAKE RD,19,1,0,0,1,0,21725840,4.603,87.5
10010000,Hillsborough,0.0,5.691,5.691,13700,MANATEE CO LINE,398,9,44,1,7,39,196359134,4.583,202.7
10720500,Hillsborough,0.0,0.694,0.694,25000,SR-583/N 56 ST,117,2,4,2,0,3,43695975,4.577,267.8
15010000,Pinellas,1.1,1.755,0.655,26500,N/A,321,2,6,2,0,5,43714864,4.575,734.3
10160000,Hillsborough,1.035,2.045,1.01,69000,W SLIGH AVE,513,8,16,2,1,9,175514265,4.558,292.3
10010000,Hillsborough,5.691,11.171,5.48,22500,SR-674/SUN CITY CENT,1021,14,82,1,10,75,310531050,4.508,328.8
14570000,Pasco,10.444,11.345,0.901,9800,VANDERBILT RD,3,1,0,0,0,0,22237851,4.497,13.5
14000037,Pasco,0.0,1.472,1.472,6000,C AVE,64,1,3,0,1,3,22243392,4.496,287.7
10110000,Hillsborough,2.101,4.099,1.998,30953,US-41/SR-599,459,7,13,2,3,12,155754351,4.494,294.7
10270000,Hillsborough,1.608,2.234,0.626,42500,S WEST SHORE BLVD,321,3,7,3,0,6,67004692,4.477,479.1
02010000,Citrus,12.215,12.502,0.287,31000,N/A,138,1,6,0,1,2,22407095,4.463,615.9
10090000,Hillsborough,11.362,12.409,1.047,17000,S FORBES RD,86,2,3,0,1,2,44826782,4.462,191.8
14030000,Pasco,4.176,4.658,0.482,55482,N/A,414,3,17,1,1,13,67350543,4.454,614.7
15090000,Pinellas,0.0,0.895,0.895,10000,DALI BLVD S/5 AVE S,405,1,6,1,0,4,22540575,4.436,1796.8
10000031,Hillsborough,0.0,11.188,11.188,2400,INTERBAY BLVD,1635,3,31,1,2,23,67624747,4.436,2417.8
14050000,Pasco,6.862,9.103,2.241,24000,DAUGHTERY RD,594,6,32,0,2,23,135455004,4.43,438.5
14570000,Pasco,3.344,4.344,1.0,9000,N/A,31,1,1,1,0,1,22666500,4.412,136.8
15000099,Pinellas,0.0,2.501,2.501,3600,OAKHURST RD,101,1,2,0,0,0,22675567,4.41,445.4
15000120,Pinellas,0.0,6.674,6.674,2700,PARK ST N,723,2,19,0,1,11,45382866,4.407,1593.1
10060000,Hillsborough,17.212,19.267,2.055,39500,SYMMES RD,550,9,38,4,3,27,204432941,4.402,269.0
10020000,Hillsborough,0.0,0.385,0.385,23500,E KENNEDY BLVD,201,1,5,0,0,4,22786129,4.389,882.1
15020000,Pinellas,5.465,5.909,0.444,20600,DUCHESS BLVD,52,1,5,0,0,3,23035208,4.341,225.7
14030000,Pasco,4.658,7.71,3.052,57000,GULF DR,1512,19,44,10,3,24,438128334,4.337,345.1
10075325,Hillsborough,0.0,0.511,0.511,18000,SR-93A / I-75,8,1,1,0,1,1,23165163,4.317,34.5
10030000,Hillsborough,2.267,3.522,1.255,44000,US-41/SR-599/N 40 ST,680,6,13,2,3,10,139071570,4.314,489.0
10000273,Hillsborough,0.0,0.505,0.505,36500,N ARMENIA AVE,40,2,4,0,1,3,46422251,4.308,86.2
08540000,Hernando,1.783,3.931,2.148,4300,CR-476/LK LINDSEY RD,28,1,1,0,1,1,23261873,4.299,120.4
10040000,Hillsborough,8.207,8.979,0.772,24000,FLETCHER AVE,216,2,12,2,0,7,46662768,4.286,462.9
10506000,Hillsborough,0.0,3.03,3.03,21400,SR-60/E BRANDON BLVD,509,7,13,0,4,10,163304577,4.286,311.7
14000161,Pasco,0.0,1.525,1.525,6100,MARINE PKWY,17,1,1,0,0,0,23428346,4.268,72.6
10160000,Hillsborough,2.045,2.969,0.924,60500,W WATERS AVE,528,6,7,2,4,3,140789187,4.262,375.0
15061000,Pinellas,4.95,5.947,0.997,37500,N/A,352,4,12,1,1,6,94160419,4.248,373.8
10250000,Hillsborough,0.0,1.153,1.153,32500,US-301/SR-43,322,4,9,2,0,6,94374491,4.238,341.2
08000009,Hernando,0.0,9.593,9.593,21500,US-19/COMMERCIAL WAY,1945,22,122,6,11,97,519439366,4.235,374.4
08040500,Hernando,3.132,6.529,3.397,8300,CR597/SHOAL LINE BLV,86,3,7,1,1,3,71009359,4.225,121.1
10000214,Hillsborough,0.0,0.502,0.502,37500,CR-676/CAUSEWAY BLVD,197,2,9,1,1,8,47410762,4.218,415.5
10075323,Hillsborough,2.631,3.114,0.483,19500,N/A,38,1,3,0,1,3,23720492,4.216,160.2
15040000,Pinellas,1.913,3.441,1.528,49500,CR-385/S LAKE DR,1309,8,58,6,1,41,190489266,4.2,687.2
08000028,Hernando,0.0,2.102,2.102,27000,C-578/COUNTY LINE RD,461,6,40,0,5,27,142934949,4.198,322.5
15007000,Pinellas,2.283,3.041,0.758,25000,CR-488/LAKEVIEW,341,2,8,2,0,2,47725575,4.191,714.5
15120000,Pinellas,8.114,8.495,0.381,50000,SR-693/66 ST,334,2,15,2,0,12,47977425,4.169,696.2
15120000,Pinellas,6.053,7.209,1.156,66000,CR-1/STARKEY RD,850,8,13,4,0,4,192151476,4.163,442.4
02030000,Citrus,15.09,20.742,5.652,18700,CR-495/CITRUS AVE,303,11,23,3,8,15,266186309,4.132,113.8
15000210,Pinellas,0.0,6.022,6.022,4800,PASADENA AVE,998,3,35,1,2,27,72798754,4.121,1370.9
10002000,Hillsborough,0.085,0.302,0.217,44500,BEG OF BR 100305 R,19,1,0,0,1,0,24319895,4.112,78.1
15100000,Pinellas,1.763,2.202,0.439,22000,N/A,88,1,0,0,0,0,24323673,4.111,361.8
10200000,Hillsborough,0.0,1.242,1.242,7800,W REYNOLDS ST,141,1,1,0,0,1,24398221,4.099,577.9
15230000,Pinellas,3.26,5.392,2.132,45500,40 AV N,1048,10,46,5,2,28,244309611,4.093,429.0
10000220,Hillsborough,0.0,5.973,5.973,6500,E BROADWAY AVE,414,4,14,3,0,6,97779503,4.091,423.4
15502000,Pinellas,0.0,2.347,2.347,29000,ALT 19/TYRONE BLVD,355,7,16,3,3,11,171416666,4.084,207.1
10020000,Hillsborough,4.068,5.169,1.101,17700,E LAMBRIGHT ST,409,2,9,2,0,4,49079772,4.075,833.3
08000007,Hernando,0.0,1.95,1.95,5000,JEFFERSON ST,94,1,7,0,1,5,24555375,4.072,382.8
10000056,Hillsborough,0.366,3.618,3.252,3000,N/A,405,1,2,0,0,1,24570486,4.07,1648.3
15010000,Pinellas,9.588,9.81,0.222,44000,100 WAY,51,1,0,0,1,0,24600708,4.065,207.3
10030000,Hillsborough,14.641,16.407,1.766,11100,FRITZKE RD,168,2,14,1,0,9,49369148,4.051,340.3
14090000,Pasco,18.817,19.334,0.517,19000,ALLEN RD,77,1,9,0,1,5,24739225,4.042,311.2
02560000,Citrus,0.0,7.793,7.793,11400,SUNCOAST BLVD,293,9,36,0,7,29,223744044,4.022,131.0
08610000,Hernando,0.0,7.261,7.261,6800,CR-595/OSOWAW BLVD,232,5,24,0,4,19,124350434,4.021,186.6
15150000,Pinellas,27.662,29.68,2.018,93000,N/A,1070,19,77,8,6,61,472656969,4.02,226.4
10537000,Hillsborough,0.0,3.959,3.959,5000,SR-674,39,2,6,0,2,5,49853708,4.012,78.2
10000117,Hillsborough,0.0,1.0,1.0,9900,E HILLSBOROUGH AVE,208,1,1,1,0,1,24933150,4.011,834.2
15010000,Pinellas,14.034,15.544,1.51,33000,110 AVE N,424,5,23,3,1,13,125496855,3.984,337.9
15000209,Pinellas,0.0,1.111,1.111,9000,BELCHER RD,84,1,1,0,0,1,25182482,3.971,333.6
10080000,Hillsborough,4.613,5.238,0.625,32000,10080102 EB ON,191,2,1,1,0,1,50370000,3.971,379.2
02000020,Citrus,0.0,7.147,7.147,1400,E BUSHNELL RD,48,1,7,0,0,3,25199607,3.968,190.5
14000081,Pasco,1.875,7.418,5.543,10900,YONKERS BLVD,121,6,17,1,5,13,152164496,3.943,79.5
10060000,Hillsborough,7.603,9.184,1.581,25500,SR-674/E COLLEGE AVE,278,4,23,2,1,14,101534587,3.94,273.8
14530000,Pasco,0.0,6.726,6.726,1500,CR-41/BLANTON RD,74,1,9,0,0,4,25409146,3.936,291.2
08010000,Hernando,1.386,3.642,2.256,17900,CR-576/AYERS RD,140,4,15,2,1,12,101703074,3.933,137.7
15010000,Pinellas,10.191,11.247,1.056,38500,15010102 SB OFF,251,4,11,3,0,2,102392136,3.907,245.1
10000026,Hillsborough,0.0,1.544,1.544,6600,DANA SHORES DR,119,1,0,1,0,0,25664522,3.896,463.7
10075318,Hillsborough,0.0,0.887,0.887,11500,10075324 NB ON,6,1,1,1,0,1,25689959,3.893,23.4
10000045,Hillsborough,1.126,2.405,1.279,8000,DALE MABRY HWY,175,1,5,0,0,3,25769292,3.881,679.1
15110501,Pinellas,0.0,2.0,2.0,15400,58 ST S,458,3,16,0,1,9,77569800,3.867,590.4
10120000,Hillsborough,8.475,17.792,9.317,11031,CR-579,137,10,25,2,8,25,258840920,3.863,52.9
15120000,Pinellas,8.495,9.851,1.356,45500,US-19/SR-55,393,6,17,4,1,10,155386413,3.861,252.9
10120000,Hillsborough,6.07,8.475,2.405,21500,US-301/SR-43,380,5,16,1,1,13,130225339,3.839,291.8
15030000,Pinellas,3.557,4.534,0.977,42500,US-19/SR-55,390,4,25,2,0,16,104574416,3.825,372.9
02550000,Citrus,0.0,3.47,3.47,3000,@ TOP OF BOAT RAMP,71,1,6,0,0,6,26217585,3.814,270.8
14000073,Pasco,0.0,1.26,1.26,8300,CR-77/ROWAN RD,40,1,3,1,0,1,26338473,3.797,151.9
15010000,Pinellas,4.638,5.948,1.31,24000,5 AVE N,409,3,10,0,2,7,79181640,3.789,516.5
14050000,Pasco,0.0,3.067,3.067,24000,HILLSBOROUGH CO LINE,440,7,24,1,6,21,185381748,3.776,237.3
10020000,Hillsborough,8.388,9.682,1.294,24500,SR579/E FLETCHER AVE,177,3,2,0,0,1,79844006,3.757,221.7
15000121,Pinellas,0.0,1.922,1.922,5500,PARK ST N,117,1,2,0,0,2,26623064,3.756,439.5
15090000,Pinellas,4.403,6.857,2.454,34500,N/A,851,8,30,7,0,23,213223766,3.752,399.1
14030000,Pasco,7.71,11.474,3.764,53500,CR-524/RIDGE RD,2052,19,152,12,4,120,507160419,3.746,404.6
10060000,Hillsborough,19.267,22.033,2.766,34500,RIVERVIEW DR,257,9,19,1,5,15,240332900,3.745,106.9
15020000,Pinellas,13.207,13.839,0.632,16800,E TARPON AVE,127,1,1,0,1,1,26740426,3.74,474.9
14580000,Pasco,3.019,5.386,2.367,4500,SR-54,288,1,6,1,0,2,26825803,3.728,1073.6
14140021,Pasco,0.0,0.297,0.297,36000,SR-56,54,1,0,0,1,0,26927802,3.714,200.5
14560000,Pasco,0.0,1.02,1.02,10500,LAND O LAKES BLVD,55,1,3,0,1,3,26973135,3.707,203.9
10140105,Hillsborough,0.0,0.554,0.554,19500,O'BRIEN ST,28,1,2,0,1,0,27207356,3.675,102.9
14120000,Pasco,3.028,9.257,6.229,29500,INDIAN DR,686,17,101,6,9,80,462788227,3.673,148.2
14000117,Pasco,0.0,1.969,1.969,5500,WIRE RD,32,1,3,1,0,3,27274096,3.666,117.3
10550000,Hillsborough,0.0,6.018,6.018,12600,DR MLK JR BLVD,599,7,15,2,3,10,190969796,3.666,313.7
10003000,Hillsborough,10.065,10.766,0.701,15500,N/A,194,1,5,0,1,5,27364762,3.654,708.9
10120000,Hillsborough,0.0,1.69,1.69,19300,TAMIAMI TRL,154,3,14,0,2,12,82145914,3.652,187.5
14030000,Pasco,16.996,19.688,2.692,44500,N/A,392,11,42,1,6,37,301701189,3.646,129.9
15000181,Pinellas,0.0,2.707,2.707,16100,35 AVE N,407,4,19,0,3,14,109763030,3.644,370.8
15000152,Pinellas,0.322,1.36,1.038,10500,4 AVE N,343,1,8,1,0,5,27449132,3.643,1249.6
08060000,Hernando,2.049,6.041,3.992,8200,SR-50/CORTEZ BLVD,69,3,12,0,3,11,82441586,3.639,83.7
10340000,Hillsborough,8.871,10.752,1.881,35000,N/A,496,6,11,3,3,11,165805448,3.619,299.1
15000214,Pinellas,0.0,1.255,1.255,17500,US-19/34 ST N,188,2,11,0,1,8,55312556,3.616,339.9
10150000,Hillsborough,4.849,6.019,1.17,47000,CR-576/MEMORIAL HWY,833,5,30,1,1,18,138492315,3.61,601.5
02010000,Citrus,4.651,5.994,1.343,8200,C480/E STAGE COAC TR,68,1,5,0,0,3,27735233,3.606,245.2
10110000,Hillsborough,11.456,13.487,2.031,38000,S VALRICO RD,766,7,20,4,1,16,194372793,3.601,394.1
15010000,Pinellas,3.765,4.638,0.873,38000,CR-611/49 ST N,247,3,8,1,1,5,83548719,3.591,295.6
14030000,Pasco,0.626,2.511,1.885,82500,CONTINENTAL DR,1551,14,143,8,4,112,391658231,3.575,396.0
14000080,Pasco,0.0,3.891,3.891,20000,CR-579/HANDCART RD,480,7,40,1,5,36,195989670,3.572,244.9
15040000,Pinellas,1.661,1.913,0.252,44500,S HIGHLAND AVE,161,1,3,1,0,1,28242459,3.541,570.1
10110000,Hillsborough,19.498,23.74,4.242,26500,CR-39/JL REDMAN PKWY,237,10,22,1,9,19,283112140,3.532,83.7
10000047,Hillsborough,0.0,3.76,3.76,6000,PHY GORE @ROUNDABOUT,494,2,9,0,1,6,56817360,3.52,869.5
10290000,Hillsborough,6.184,7.829,1.645,20600,10075349 SB ON,202,3,9,0,2,9,85344409,3.515,236.7
10000276,Hillsborough,0.0,1.481,1.481,15300,WATERS AVE,318,2,4,1,0,3,57067447,3.505,557.2
14507000,Pasco,0.0,3.066,3.066,7400,SR-52,178,2,16,0,0,12,57140735,3.5,311.5
10000619,Hillsborough,0.591,1.812,1.221,9400,US-41/SR-599/50 ST,88,1,1,1,0,1,28905832,3.46,304.4
15000307,Pinellas,0.0,0.524,0.524,22000,VIRGINIA ST,70,1,3,0,1,2,29033268,3.444,241.1
10340000,Hillsborough,0.0,0.756,0.756,30500,DALE MABRY HWY,288,2,6,0,2,5,58071573,3.444,495.9
14570000,Pasco,0.0,0.875,0.875,26500,US-19/SR-55,281,2,12,2,0,10,58397719,3.425,481.2
14120000,Pasco,26.634,29.098,2.464,9500,CR-577/CURLEY ST,80,2,3,0,2,3,58953048,3.393,135.7
15120000,Pinellas,4.035,4.545,0.51,46000,113 ST,275,2,2,0,0,1,59084010,3.385,465.4
14580001,Pasco,0.0,1.249,1.249,9400,US-19/SR-55,225,1,4,1,0,3,29568701,3.382,760.9
02000006,Citrus,0.0,5.336,5.336,2200,CR-488/W DUNNELLON R,35,1,4,0,1,4,29565175,3.382,118.4
10040000,Hillsborough,5.17,5.692,0.522,22500,E WATERS AVE,323,1,3,0,0,0,29579783,3.381,1092.0
15007000,Pinellas,1.535,2.283,0.748,31500,BELLEAIR RD,143,2,8,1,0,6,59340897,3.37,241.0
10060000,Hillsborough,0.0,4.491,4.491,21000,MANATEE CO LINE,212,8,29,0,8,27,237522254,3.368,89.3
14000061,Pasco,0.0,8.077,8.077,7300,FIVAY RD,234,5,40,1,2,31,148496049,3.367,157.6
15100000,Pinellas,0.111,1.763,1.652,21500,SR-682/PINELLAS BAYW,290,3,13,3,0,4,89452083,3.354,324.2
14090000,Pasco,25.267,28.651,3.384,7000,LUMBERTON RD,45,2,10,0,2,9,59658228,3.352,75.4
10075354,Hillsborough,0.0,0.718,0.718,16500,RAMP 10075350,40,1,1,0,1,0,29836670,3.352,134.1
14010000,Pasco,11.342,19.811,8.469,9800,SR-52,274,7,28,1,5,25,209025930,3.349,131.1
10020000,Hillsborough,5.887,6.365,0.478,25000,SR-580/E BUSCH BLVD,165,1,2,1,0,0,30096075,3.323,548.2
14120000,Pasco,11.515,12.438,0.923,26000,PIERCE LAKE RD,209,2,4,0,2,3,60438963,3.309,345.8
10000645,Hillsborough,6.042,7.76,1.718,21000,SHELDON RD,223,3,4,0,1,4,90862443,3.302,245.4
14000043,Pasco,0.0,2.005,2.005,12000,MORRIS BRIDGE RD,59,2,6,0,1,5,60595110,3.301,97.4
08000009,Hernando,9.593,11.546,1.953,18500,N/A,168,3,12,2,0,8,90994664,3.297,184.6
10190500,Hillsborough,0.0,3.092,3.092,3900,N PARK RD,71,1,3,0,0,0,30370088,3.293,233.8
15513000,Pinellas,0.0,2.753,2.753,22000,34 ST N,637,5,24,4,0,19,152535471,3.278,417.6
10000033,Hillsborough,0.0,2.079,2.079,11700,WESTSHORE BLVD,362,2,5,0,0,3,61260750,3.265,590.9
02030000,Citrus,5.66,8.055,2.395,25500,W MCKINLEY ST,311,5,20,2,3,11,153811091,3.251,202.2
15030000,Pinellas,0.0,0.789,0.789,46500,SEMINOLE BLVD,385,3,11,1,2,5,92399987,3.247,416.7
14680000,Pasco,0.794,3.124,2.33,10500,HOPE LN,153,2,18,0,2,17,61615102,3.246,248.3
08020000,Hernando,7.259,11.91,4.651,26424,SR-50/CORTEZ BLVD,385,10,67,1,7,58,309518673,3.231,124.4
10210000,Hillsborough,0.0,10.145,10.145,19500,417FT N OF HARNEY RD,398,16,44,2,13,39,498228559,3.211,79.9
15020000,Pinellas,13.839,15.225,1.386,17900,N/A,185,2,12,1,1,9,62482474,3.201,296.1
10000300,Hillsborough,0.48,3.25,2.77,4500,N/A,289,1,5,0,1,1,31393102,3.185,920.6
10040000,Hillsborough,11.166,11.614,0.448,56000,US-41B/SR685/FLA AVE,123,2,3,0,2,3,63184128,3.165,194.7
10000362,Hillsborough,0.0,1.534,1.534,8200,US-41 / SR-45,143,1,4,0,1,3,31679708,3.157,451.4
15045101,Pinellas,0.0,0.764,0.764,16500,SR-60/CHESTNUT ST,308,1,9,0,0,5,31748211,3.15,970.1
10130000,Hillsborough,2.96,3.748,0.788,48000,N/A,216,3,5,1,1,3,95259744,3.149,226.7
02030000,Citrus,13.524,14.648,1.124,22500,N/A,236,2,13,1,1,11,63692865,3.14,370.5
15000089,Pinellas,4.297,5.053,0.756,33500,US19A/SR-595/SEMINOL,111,2,4,0,2,3,63783531,3.136,174.0
10075363,Hillsborough,0.0,1.667,1.667,7600,FOWLER AVE/SR-582,90,1,0,1,0,0,31907380,3.134,282.1
10040000,Hillsborough,12.378,13.393,1.015,50000,DEBUEL RD,201,4,3,1,3,3,127813875,3.13,157.3
15030000,Pinellas,1.548,2.888,1.34,57000,CR-1/STARKEY RD,964,6,28,2,4,16,192363030,3.119,501.1
15020000,Pinellas,7.39,9.309,1.919,20000,CR-752/TAMPA RD,209,3,7,1,0,4,96660030,3.104,216.2
15070000,Pinellas,4.136,5.217,1.081,35500,N/A,351,3,23,0,2,23,96648697,3.104,363.2
10140000,Hillsborough,8.048,9.371,1.323,48500,CR-587/N WESTSHORE B,583,5,16,1,3,14,161600812,3.094,360.8
15507000,Pinellas,0.0,7.425,7.425,17300,TOM STUART CSWY,705,10,38,3,6,28,323507621,3.091,217.9
15030000,Pinellas,8.505,9.3,0.795,48500,N/A,203,3,11,0,1,10,97107064,3.089,209.0
10260000,Hillsborough,0.478,1.083,0.605,42500,SLIGH AVE,157,2,3,0,2,1,64756931,3.088,242.4
08000016,Hernando,0.0,1.671,1.671,7800,US-19/COMMERCIAL WAY,140,1,5,0,1,4,32825625,3.046,426.5
14000039,Pasco,0.0,1.185,1.185,11000,LAND O' LAKES BLVD,39,1,1,0,0,0,32828648,3.046,118.8
10000645,Hillsborough,11.18,11.777,0.597,22000,TARPON SPRINGS RD,51,1,4,0,0,4,33077979,3.023,154.2
10000002,Hillsborough,0.0,4.113,4.113,29000,E HILLSBOROUGH AVE,969,9,21,2,5,14,300399125,2.996,322.6
14000016,Pasco,0.0,3.015,3.015,4400,STRAUBER MEM HWY,193,1,3,0,1,1,33410421,2.993,577.7
02090000,Citrus,0.0,6.184,6.184,8600,S SUNCOAST BLVD,227,4,10,1,1,6,133939874,2.986,169.5
10080000,Hillsborough,0.983,1.736,0.753,35500,S MATANZAS AVE,361,2,9,0,1,3,67323283,2.971,536.2
10030000,Hillsborough,21.501,24.593,3.092,13000,N/A,367,3,17,3,0,9,101233626,2.963,362.5
10000112,Hillsborough,1.548,5.334,3.786,7100,W BUSCH BLVD,177,2,4,0,2,4,67698791,2.954,261.5
10340000,Hillsborough,0.756,1.265,0.509,26500,N MAC DILL AV,334,1,6,1,0,4,33970787,2.944,983.2
