GEOID20,county,r_route,r_band10,r_band20,r_band30,r_band40,r_proximity
120570009024,Hillsborough,0.124408,0.131129,0.129475,0.104334,0.102269,0.090467
120570010011,Hillsborough,0.101781,0.115847,0.100289,0.082240,0.082709,0.089274
120570010012,Hillsborough,0.135988,0.171389,0.125029,0.094558,0.097820,0.089267
120570010021,Hillsborough,0.130170,0.158375,0.119451,0.092606,0.093578,0.089785
120570010022,Hillsborough,0.127058,0.150972,0.116546,0.092213,0.095793,0.089831
120570010023,Hillsborough,0.125777,0.144475,0.117995,0.098486,0.097355,0.089842
120570010024,Hillsborough,0.117173,0.130942,0.111457,0.094051,0.096842,0.089899
120570011001,Hillsborough,0.110311,0.126663,0.100305,0.080559,0.089944,0.089277
120570011002,Hillsborough,0.092777,0.104306,0.087909,0.073718,0.085505,0.089204
120570011003,Hillsborough,0.091132,0.096514,0.092532,0.076889,0.084023,0.089074
120570012001,Hillsborough,0.103306,0.115659,0.095925,0.078776,0.086797,0.089373
120570012002,Hillsborough,0.101871,0.115315,0.093433,0.076510,0.085245,0.089199
120570013001,Hillsborough,0.102544,0.115099,0.098058,0.076972,0.085061,0.089642
120570013002,Hillsborough,0.102039,0.104660,0.105046,0.090106,0.096883,0.089658
120570013003,Hillsborough,0.105214,0.112094,0.105296,0.089188,0.099567,0.089180
120570013004,Hillsborough,0.098620,0.098405,0.103225,0.089335,0.097869,0.089478
120570013005,Hillsborough,0.103137,0.109308,0.102752,0.089701,0.097539,0.089190
120570014001,Hillsborough,0.086883,0.089663,0.090800,0.071457,0.085140,0.089144
120570014002,Hillsborough,0.087267,0.089459,0.092133,0.072439,0.086066,0.088951
120570014003,Hillsborough,0.091885,0.095776,0.095252,0.076853,0.087816,0.088774
120570014004,Hillsborough,0.090326,0.095367,0.092006,0.074788,0.082966,0.088930
120570015001,Hillsborough,0.107179,0.122188,0.104580,0.079421,0.087180,0.089031
120570015002,Hillsborough,0.105508,0.118989,0.102542,0.077726,0.086557,0.089011
120570015003,Hillsborough,0.102209,0.114481,0.100554,0.076387,0.083324,0.088987
120570016001,Hillsborough,0.101125,0.113401,0.093989,0.077318,0.086964,0.089117
120570016002,Hillsborough,0.104835,0.119789,0.097523,0.077885,0.088366,0.088988
120570017001,Hillsborough,0.110172,0.129734,0.097002,0.081218,0.090049,0.089098
120570017002,Hillsborough,0.115329,0.135596,0.107245,0.087220,0.094443,0.089209
120570017003,Hillsborough,0.131604,0.162372,0.120011,0.091782,0.096811,0.089213
120570017004,Hillsborough,0.098801,0.110060,0.095199,0.075674,0.086862,0.089050
120570017005,Hillsborough,0.122052,0.148995,0.109758,0.085500,0.092593,0.089134
120570018001,Hillsborough,0.124275,0.148119,0.112813,0.092812,0.095763,0.090043
120570018002,Hillsborough,0.131063,0.150040,0.125930,0.104086,0.099742,0.090036
120570018003,Hillsborough,0.121315,0.140406,0.114220,0.087252,0.095539,0.089674
120570018004,Hillsborough,0.111815,0.120436,0.111282,0.090862,0.094675,0.089893
120570019001,Hillsborough,0.129357,0.154493,0.120061,0.093136,0.096275,0.089693
120570019002,Hillsborough,0.124096,0.145759,0.121614,0.084908,0.092252,0.089296
120570019003,Hillsborough,0.118939,0.138905,0.114788,0.080426,0.089598,0.089242
120570020001,Hillsborough,0.125705,0.150835,0.114179,0.088033,0.094566,0.089307
120570020002,Hillsborough,0.116624,0.134531,0.109798,0.083651,0.092470,0.089120
120570020003,Hillsborough,0.108626,0.125344,0.101083,0.077099,0.089646,0.088987
120570021001,Hillsborough,0.098581,0.111522,0.092846,0.074410,0.086475,0.089084
120570021002,Hillsborough,0.108088,0.128491,0.096107,0.078817,0.089802,0.088967
120570021003,Hillsborough,0.100869,0.119181,0.086019,0.074060,0.087030,0.088785
120570022001,Hillsborough,0.106593,0.123961,0.095639,0.077778,0.089642,0.088884
120570023001,Hillsborough,0.119219,0.145079,0.102524,0.088727,0.093279,0.088691
120570023002,Hillsborough,0.124664,0.154828,0.101175,0.088188,0.095309,0.088620
120570023003,Hillsborough,0.123416,0.153688,0.099960,0.088223,0.092858,0.088541
120570024001,Hillsborough,0.096318,0.105626,0.093281,0.078329,0.089969,0.088412
120570024002,Hillsborough,0.094204,0.103015,0.092140,0.075411,0.083938,0.088917
120570024003,Hillsborough,0.107155,0.127682,0.096287,0.077822,0.084984,0.088605
120570024004,Hillsborough,0.096491,0.105717,0.093467,0.078827,0.087228,0.088262
120570025001,Hillsborough,0.094884,0.102516,0.094100,0.079101,0.090016,0.088478
120570025002,Hillsborough,0.092387,0.097994,0.091849,0.078255,0.090175,0.088728
120570025003,Hillsborough,0.094854,0.101664,0.095826,0.079914,0.089610,0.088152
120570025004,Hillsborough,0.099712,0.107595,0.100541,0.079565,0.092318,0.088147
120570026001,Hillsborough,0.104971,0.124384,0.096745,0.080703,0.088663,0.088272
120570026002,Hillsborough,0.080795,0.087154,0.076949,0.073965,0.080583,0.087371
120570027011,Hillsborough,0.088516,0.091880,0.091431,0.074979,0.087021,0.087841
120570027012,Hillsborough,0.095069,0.105619,0.089025,0.078534,0.089673,0.087546
120570027013,Hillsborough,0.091358,0.100717,0.086236,0.075776,0.086920,0.087355
120570027021,Hillsborough,0.083844,0.090639,0.078610,0.075373,0.082433,0.087433
120570027022,Hillsborough,0.086182,0.092784,0.082249,0.076326,0.082466,0.087308
120570028001,Hillsborough,0.111184,0.135916,0.097197,0.077021,0.084827,0.088238
120570028002,Hillsborough,0.108084,0.131035,0.095006,0.076528,0.084246,0.087766
120570028003,Hillsborough,0.107717,0.133158,0.090811,0.076211,0.086150,0.087324
120570028004,Hillsborough,0.107016,0.132355,0.088377,0.076747,0.084820,0.087371
120570029001,Hillsborough,0.122190,0.154392,0.097738,0.084825,0.089673,0.088121
120570029002,Hillsborough,0.117711,0.148044,0.094258,0.082836,0.091368,0.087886
120570029003,Hillsborough,0.110299,0.136560,0.087786,0.079712,0.089606,0.087601
120570030001,Hillsborough,0.089006,0.098371,0.084203,0.070744,0.085192,0.088775
120570030002,Hillsborough,0.113462,0.135914,0.094649,0.086119,0.093725,0.088580
120570030003,Hillsborough,0.106739,0.131423,0.084799,0.078850,0.090835,0.087997
120570031001,Hillsborough,0.101804,0.119268,0.090463,0.075534,0.088339,0.088619
120570031002,Hillsborough,0.108128,0.125285,0.101821,0.077423,0.089458,0.088619
120570031003,Hillsborough,0.127523,0.160395,0.106362,0.085658,0.095157,0.088848
120570031004,Hillsborough,0.127873,0.162765,0.104534,0.083001,0.091821,0.088855
120570032001,Hillsborough,0.104886,0.118810,0.098122,0.080765,0.090134,0.088395
120570032002,Hillsborough,0.095795,0.109486,0.081458,0.078133,0.089052,0.088169
120570032003,Hillsborough,0.099369,0.112659,0.088921,0.078454,0.088847,0.088337
120570033001,Hillsborough,0.127069,0.160494,0.100664,0.082163,0.091394,0.088620
120570033002,Hillsborough,0.128517,0.162882,0.099009,0.082518,0.092486,0.088549
120570033003,Hillsborough,0.111915,0.133923,0.095002,0.076713,0.088142,0.088425
120570034001,Hillsborough,0.129321,0.160868,0.109465,0.085399,0.095471,0.088837
120570034002,Hillsborough,0.119488,0.135887,0.114099,0.090941,0.097327,0.089486
120570034003,Hillsborough,0.136361,0.173509,0.119912,0.088328,0.095402,0.089227
120570035001,Hillsborough,0.126734,0.159988,0.101034,0.081685,0.091966,0.088515
120570035002,Hillsborough,0.122686,0.145550,0.113824,0.080117,0.090430,0.088618
120570035003,Hillsborough,0.144488,0.185521,0.127539,0.088995,0.095232,0.088749
120570035004,Hillsborough,0.115928,0.131965,0.111034,0.086707,0.093041,0.089058
120570036001,Hillsborough,0.113817,0.123537,0.113545,0.093754,0.097596,0.089656
120570036002,Hillsborough,0.109046,0.123152,0.107253,0.079226,0.084585,0.090057
120570036003,Hillsborough,0.121760,0.146888,0.110686,0.080916,0.089607,0.089793
120570036004,Hillsborough,0.120555,0.134526,0.117533,0.093165,0.097479,0.089372
120570037001,Hillsborough,0.101102,0.110252,0.103708,0.076549,0.082509,0.090151
120570038001,Hillsborough,0.117167,0.131524,0.113944,0.083273,0.093989,0.089014
120570041001,Hillsborough,0.106375,0.130737,0.084821,0.078823,0.090339,0.087897
120570041002,Hillsborough,0.100364,0.122564,0.081049,0.073159,0.085536,0.087723
120570042001,Hillsborough,0.123007,0.160463,0.092632,0.080846,0.090251,0.087284
120570043001,Hillsborough,0.108824,0.141305,0.080567,0.077673,0.085829,0.086979
120570043002,Hillsborough,0.111071,0.136429,0.092691,0.082796,0.088671,0.086868
120570043003,Hillsborough,0.098979,0.115426,0.084767,0.080924,0.086947,0.086747
120570044001,Hillsborough,0.085352,0.094478,0.077909,0.074877,0.084495,0.087200
120570044002,Hillsborough,0.101728,0.120374,0.090840,0.075572,0.085437,0.086954
120570044003,Hillsborough,0.092668,0.110289,0.077864,0.073637,0.081817,0.086991
120570045001,Hillsborough,0.080320,0.082723,0.080107,0.073866,0.085229,0.087068
120570045002,Hillsborough,0.082337,0.088221,0.078742,0.073396,0.081822,0.087361
120570045003,Hillsborough,0.072849,0.075306,0.070783,0.069521,0.077945,0.087138
120570045004,Hillsborough,0.076631,0.078359,0.075918,0.072629,0.081556,0.087263
120570045005,Hillsborough,0.074626,0.078502,0.071705,0.068771,0.078987,0.087179
120570046011,Hillsborough,0.071925,0.073142,0.070552,0.070588,0.078955,0.087134
120570046012,Hillsborough,0.072547,0.074081,0.070506,0.071242,0.081942,0.087077
120570046021,Hillsborough,0.074114,0.080563,0.067916,0.073100,0.075099,0.086650
120570047001,Hillsborough,0.071622,0.074071,0.067740,0.073256,0.080241,0.086322
120570047002,Hillsborough,0.073694,0.075665,0.070912,0.073192,0.082140,0.086398
120570047003,Hillsborough,0.069867,0.071401,0.067042,0.071029,0.079406,0.086659
120570048001,Hillsborough,0.074939,0.080477,0.070100,0.069000,0.078132,0.086848
120570048002,Hillsborough,0.078175,0.085398,0.072506,0.068720,0.078367,0.086857
120570048003,Hillsborough,0.077470,0.084227,0.072733,0.069313,0.077987,0.086618
120570048004,Hillsborough,0.080764,0.083446,0.078590,0.077787,0.082684,0.086632
120570048005,Hillsborough,0.081939,0.091316,0.073822,0.074316,0.078841,0.086561
120570048006,Hillsborough,0.085855,0.095630,0.077981,0.076543,0.081805,0.086637
120570049011,Hillsborough,0.088825,0.099939,0.080574,0.073640,0.083768,0.086639
120570049012,Hillsborough,0.080956,0.089712,0.072996,0.070968,0.081017,0.086914
120570049021,Hillsborough,0.079810,0.084537,0.075106,0.074681,0.082774,0.086791
120570049022,Hillsborough,0.078642,0.081361,0.075179,0.076647,0.083821,0.086705
120570049023,Hillsborough,0.080067,0.082464,0.077377,0.078222,0.083658,0.086776
120570050001,Hillsborough,0.095694,0.117334,0.076937,0.069933,0.082018,0.086840
120570050002,Hillsborough,0.120687,0.161288,0.084109,0.071020,0.085337,0.087107
120570050003,Hillsborough,0.081906,0.094668,0.069824,0.068100,0.081771,0.087009
120570051011,Hillsborough,0.092966,0.112160,0.074718,0.070272,0.081570,0.087646
120570051012,Hillsborough,0.085941,0.100033,0.076938,0.070177,0.084383,0.087613
120570051021,Hillsborough,0.088277,0.105737,0.077079,0.066375,0.078373,0.087502
120570051022,Hillsborough,0.088894,0.105949,0.076917,0.066286,0.081220,0.087600
120570051023,Hillsborough,0.090169,0.107538,0.078310,0.067143,0.081128,0.087583
120570053011,Hillsborough,0.088416,0.101151,0.079488,0.069317,0.084198,0.087637
120570053012,Hillsborough,0.086274,0.095164,0.079702,0.070572,0.087343,0.088005
120570053013,Hillsborough,0.088596,0.099646,0.080174,0.069948,0.087050,0.087933
120570053021,Hillsborough,0.096672,0.109060,0.097382,0.075179,0.082251,0.089244
120570053022,Hillsborough,0.095132,0.099714,0.101595,0.072623,0.080429,0.089126
120570054011,Hillsborough,0.108948,0.142894,0.103097,0.087535,0.086579,0.086538
120570054012,Hillsborough,0.110286,0.142037,0.100419,0.084884,0.088161,0.086850
120570054013,Hillsborough,0.155257,0.240790,0.119739,0.092745,0.096144,0.086979
120570054014,Hillsborough,0.082870,0.092600,0.076456,0.071004,0.082499,0.087113
120570054015,Hillsborough,0.141043,0.212355,0.107991,0.085962,0.094010,0.087036
120570054016,Hillsborough,0.166017,0.255733,0.127606,0.096476,0.100791,0.087019
120570055001,Hillsborough,0.109857,0.141205,0.082463,0.077174,0.089193,0.087193
120570055002,Hillsborough,0.088912,0.104460,0.075940,0.070731,0.084761,0.087325
120570055003,Hillsborough,0.080489,0.089422,0.073022,0.069185,0.082116,0.086914
120570057001,Hillsborough,0.074622,0.076339,0.073040,0.072680,0.078543,0.086513
120570057002,Hillsborough,0.073977,0.075020,0.073008,0.072428,0.078950,0.086612
120570057003,Hillsborough,0.074309,0.075098,0.073564,0.072859,0.079608,0.086746
120570057004,Hillsborough,0.075576,0.079259,0.072193,0.072147,0.077901,0.086454
120570058001,Hillsborough,0.073477,0.075370,0.070682,0.073612,0.081943,0.086204
120570058002,Hillsborough,0.074155,0.075987,0.072220,0.072455,0.078562,0.086449
120570058003,Hillsborough,0.076312,0.081792,0.071301,0.071781,0.080095,0.085968
120570058004,Hillsborough,0.074203,0.079138,0.069893,0.070333,0.077623,0.085702
120570058005,Hillsborough,0.080257,0.088167,0.073016,0.075363,0.080226,0.085709
120570059001,Hillsborough,0.076434,0.082838,0.070387,0.074777,0.076212,0.086384
120570059002,Hillsborough,0.072648,0.075889,0.068290,0.073651,0.079715,0.086440
120570059003,Hillsborough,0.073229,0.077809,0.069006,0.070394,0.075177,0.085642
120570059004,Hillsborough,0.070726,0.073128,0.068762,0.069011,0.071903,0.085695
120570059005,Hillsborough,0.070377,0.073379,0.067766,0.069129,0.071932,0.085574
120570059006,Hillsborough,0.081389,0.093637,0.073575,0.072439,0.075687,0.085574
120570060001,Hillsborough,0.079629,0.083380,0.077952,0.073564,0.079663,0.086160
120570060002,Hillsborough,0.074901,0.077575,0.072860,0.071438,0.078385,0.086406
120570060003,Hillsborough,0.067671,0.065014,0.069541,0.069200,0.076604,0.086251
120570060004,Hillsborough,0.073557,0.074669,0.072078,0.072441,0.080578,0.085809
120570060005,Hillsborough,0.058697,0.050060,0.063727,0.066796,0.075940,0.086012
120570060006,Hillsborough,0.067499,0.064860,0.069164,0.068699,0.077848,0.086017
120570060007,Hillsborough,0.072435,0.072072,0.072548,0.071810,0.079722,0.085764
120570061011,Hillsborough,0.078109,0.081180,0.075251,0.074910,0.082867,0.086518
120570061012,Hillsborough,0.074857,0.075870,0.074274,0.072165,0.081143,0.086527
120570061013,Hillsborough,0.079397,0.088222,0.074304,0.066957,0.080517,0.086660
120570061014,Hillsborough,0.075930,0.076056,0.076625,0.073143,0.081471,0.086275
120570061031,Hillsborough,0.060519,0.051033,0.065049,0.069718,0.077245,0.086112
120570061032,Hillsborough,0.070973,0.067302,0.073823,0.071976,0.080839,0.086110
120570061033,Hillsborough,0.060595,0.054281,0.064090,0.064273,0.074522,0.085699
120570061034,Hillsborough,0.066594,0.064360,0.067497,0.067610,0.077760,0.085998
120570062001,Hillsborough,0.065282,0.062887,0.065444,0.068991,0.074871,0.085976
120570062002,Hillsborough,0.059880,0.051286,0.064357,0.068247,0.077073,0.086204
120570062003,Hillsborough,0.066220,0.066534,0.065844,0.064771,0.074245,0.085861
120570062004,Hillsborough,0.062750,0.060303,0.062951,0.064923,0.075996,0.085617
120570063001,Hillsborough,0.071417,0.071326,0.069828,0.073162,0.076604,0.085773
120570063002,Hillsborough,0.064018,0.059564,0.065622,0.068709,0.077256,0.085916
120570063003,Hillsborough,0.079703,0.088347,0.074258,0.073382,0.076568,0.085406
120570063004,Hillsborough,0.063224,0.060736,0.063422,0.066138,0.074299,0.085509
120570064001,Hillsborough,0.073044,0.078673,0.068693,0.070232,0.072263,0.085644
120570064002,Hillsborough,0.071925,0.075107,0.068474,0.071661,0.073177,0.085631
120570064003,Hillsborough,0.073498,0.080200,0.068366,0.070160,0.073562,0.085437
120570064004,Hillsborough,0.075847,0.084674,0.069641,0.071868,0.073749,0.085256
120570065011,Hillsborough,0.073286,0.081469,0.068534,0.071320,0.072959,0.084983
120570065012,Hillsborough,0.075433,0.087150,0.066465,0.072320,0.074378,0.085105
120570065013,Hillsborough,0.072821,0.080926,0.066021,0.071584,0.073397,0.085118
120570065031,Hillsborough,0.070959,0.077016,0.067045,0.071187,0.073008,0.084818
120570065032,Hillsborough,0.065272,0.063967,0.063982,0.067880,0.071369,0.084919
120570065033,Hillsborough,0.065163,0.064860,0.062611,0.068776,0.071138,0.085107
120570065041,Hillsborough,0.068725,0.071608,0.064884,0.071801,0.071930,0.084933
120570065042,Hillsborough,0.068852,0.070195,0.066601,0.071300,0.070210,0.085017
120570066001,Hillsborough,0.062386,0.056748,0.063539,0.068649,0.073615,0.085438
120570066002,Hillsborough,0.076591,0.085519,0.072144,0.072870,0.075033,0.085065
120570066003,Hillsborough,0.069595,0.069513,0.067355,0.072589,0.074576,0.085229
120570067001,Hillsborough,0.060223,0.053481,0.062727,0.065394,0.075197,0.085496
120570067002,Hillsborough,0.055720,0.044704,0.060349,0.062148,0.072366,0.085321
120570067003,Hillsborough,0.059884,0.052956,0.062265,0.065892,0.073632,0.085274
120570067004,Hillsborough,0.053530,0.040631,0.056751,0.063062,0.069440,0.085081
120570067005,Hillsborough,0.058240,0.050287,0.059694,0.064990,0.071628,0.085051
120570067006,Hillsborough,0.057639,0.050225,0.058512,0.065184,0.069812,0.085058
120570068011,Hillsborough,0.057346,0.051412,0.057973,0.064690,0.069899,0.085172
120570068012,Hillsborough,0.057528,0.049221,0.057894,0.065892,0.069136,0.085077
120570068013,Hillsborough,0.059286,0.053245,0.059607,0.065810,0.070301,0.085171
120570068014,Hillsborough,0.060560,0.053387,0.061394,0.065889,0.070016,0.085077
120570068015,Hillsborough,0.062318,0.058541,0.061270,0.067549,0.070382,0.085225
120570068021,Hillsborough,0.058780,0.048170,0.060762,0.064559,0.068761,0.085017
120570068022,Hillsborough,0.057705,0.049235,0.058430,0.064883,0.068953,0.084992
120570068023,Hillsborough,0.052414,0.039365,0.054476,0.061283,0.066380,0.084956
120570069001,Hillsborough,0.053852,0.045330,0.050257,0.059530,0.066013,0.084728
120570069002,Hillsborough,0.062685,0.069216,0.058533,0.065151,0.069508,0.084611
120570069003,Hillsborough,0.051824,0.036632,0.052544,0.060354,0.066258,0.084763
120570069004,Hillsborough,0.065213,0.062271,0.064888,0.067945,0.070653,0.085171
120570069005,Hillsborough,0.061980,0.055910,0.061823,0.065528,0.069788,0.084818
120570069006,Hillsborough,0.055214,0.042487,0.056520,0.061896,0.066798,0.084705
120570070011,Hillsborough,0.063372,0.061766,0.061102,0.068233,0.071127,0.085174
120570070012,Hillsborough,0.064964,0.060247,0.064644,0.070287,0.072222,0.085110
120570070013,Hillsborough,0.067970,0.063955,0.068036,0.071570,0.073986,0.085128
120570070014,Hillsborough,0.069031,0.068150,0.067796,0.070778,0.073256,0.084842
120570070021,Hillsborough,0.067847,0.065915,0.067020,0.069304,0.072916,0.084842
120570070022,Hillsborough,0.071441,0.099476,0.066983,0.070469,0.073487,0.084714
120570070023,Hillsborough,0.066158,0.064258,0.065628,0.067259,0.070944,0.084869
120570071021,Hillsborough,0.092729,0.143938,0.092537,0.081214,0.079079,0.084471
120570071022,Hillsborough,0.081157,0.120174,0.076781,0.074332,0.074241,0.084524
120570071031,Hillsborough,0.072498,0.081012,0.067219,0.070802,0.071197,0.084961
120570071032,Hillsborough,0.080067,0.090921,0.076223,0.075652,0.074582,0.084866
120570071033,Hillsborough,0.082666,0.118734,0.078624,0.076201,0.075931,0.084586
120570072001,Hillsborough,0.088612,0.130149,0.087954,0.080183,0.078543,0.084395
120570072002,Hillsborough,0.082555,0.113510,0.086035,0.077954,0.078434,0.083795
120570072003,Hillsborough,0.075728,0.104528,0.070774,0.075920,0.076484,0.084641
120570073001,Hillsborough,0.062261,0.036895,0.056370,0.063443,0.069320,0.082838
120570073002,Hillsborough,0.062640,0.060144,0.059597,0.063941,0.069568,0.083945
120570073003,Hillsborough,0.058378,0.055900,0.052923,0.060084,0.066076,0.083416
120570101051,Hillsborough,0.120872,0.102069,0.133203,0.111422,0.121598,0.094762
120570101052,Hillsborough,0.095338,0.069323,0.105357,0.091331,0.101873,0.094899
120570101053,Hillsborough,0.149987,0.124470,0.182146,0.136170,0.122107,0.093202
120570101061,Hillsborough,0.094118,0.065584,0.106491,0.090756,0.095626,0.095580
120570101062,Hillsborough,0.086662,0.070383,0.091744,0.084641,0.095277,0.098169
120570101063,Hillsborough,0.090992,0.063215,0.098856,0.087930,0.097436,0.093806
120570101064,Hillsborough,0.096930,0.070698,0.108968,0.092154,0.103822,0.095604
120570101071,Hillsborough,0.117838,0.105821,0.107217,0.124312,0.114068,0.100319
120570101072,Hillsborough,0.102396,0.085910,0.121278,0.097017,0.104353,0.097338
120570101073,Hillsborough,0.101312,0.080519,0.129196,0.097652,0.095278,0.095669
120570101081,Hillsborough,0.116637,,0.127944,0.122415,0.112412,0.106762
120570101082,Hillsborough,0.095854,0.101381,0.108605,0.097624,0.088864,0.096863
120570102031,Hillsborough,0.112304,0.121803,0.112365,0.112829,0.083518,0.092169
120570102032,Hillsborough,0.151452,0.163391,0.151318,0.160659,0.106358,0.092758
120570102041,Hillsborough,0.108659,0.126909,0.105830,0.103664,0.083840,0.091438
120570102042,Hillsborough,0.122287,0.104141,0.125113,0.153561,0.096887,0.091813
120570102043,Hillsborough,0.143507,0.157549,0.150104,0.114336,0.110133,0.091231
120570102101,Hillsborough,0.118134,0.057764,0.092481,0.136366,0.111141,0.093706
120570102102,Hillsborough,0.073054,0.048027,0.059514,0.074397,0.097800,0.092370
120570102111,Hillsborough,0.078537,0.054159,0.069906,0.088241,0.090187,0.091841
120570102112,Hillsborough,0.078197,0.048425,0.069375,0.089467,0.092215,0.091052
120570102113,Hillsborough,0.077562,0.037668,0.069384,0.088676,0.091412,0.090838
120570102121,Hillsborough,0.073157,0.045213,0.064170,0.078837,0.088982,0.092437
120570102122,Hillsborough,0.073114,0.043994,0.064795,0.078922,0.088168,0.092466
120570102131,Hillsborough,0.122330,0.116937,0.124302,0.129583,0.088736,0.091802
120570102151,Hillsborough,0.061062,0.023465,0.054697,0.061616,0.081002,0.095172
120570102152,Hillsborough,0.125771,0.092372,0.105626,0.134047,0.133238,0.097440
120570102161,Hillsborough,0.081077,0.072441,0.074158,0.088358,0.089903,0.094728
120570102162,Hillsborough,0.076328,0.048544,0.071355,0.082415,0.090461,0.094231
120570102171,Hillsborough,0.071772,0.041357,0.066753,0.081270,0.085264,0.092331
120570102172,Hillsborough,0.069446,0.034231,0.062176,0.080042,0.077502,0.092213
120570102181,Hillsborough,0.070016,0.040548,0.063995,0.080302,0.081438,0.092234
120570102182,Hillsborough,0.078423,0.055325,0.069875,0.088688,0.088514,0.093035
120570102183,Hillsborough,0.076806,0.049784,0.069773,0.092414,0.091654,0.092389
120570102184,Hillsborough,0.076233,0.055852,0.068881,0.089281,0.090457,0.093322
120570103031,Hillsborough,0.136860,0.167985,0.141757,0.123785,0.116185,0.093202
120570103032,Hillsborough,0.138369,0.172679,0.143832,0.126354,0.101773,0.093201
120570103033,Hillsborough,0.156594,0.182652,0.161662,0.146579,0.122268,0.092844
120570103041,Hillsborough,0.109012,0.165879,0.116968,0.094454,0.081177,0.091902
120570103042,Hillsborough,0.128633,0.171398,0.135683,0.111718,0.086241,0.092981
120570103043,Hillsborough,0.140785,0.146081,0.147621,0.135880,0.126041,0.094444
120570103051,Hillsborough,0.158606,0.200917,0.163504,0.141902,0.116842,0.092625
120570103052,Hillsborough,0.138367,0.160756,0.143577,0.120264,0.104090,0.091406
120570103053,Hillsborough,0.114604,0.140264,0.116213,0.102268,0.085735,0.089808
120570104011,Hillsborough,0.160972,0.183772,0.168046,0.117688,0.108404,0.090771
