GEOID20,county,r_route,r_band10,r_band20,r_band30,r_band40,r_proximity
121030271082,Pinellas,0.095652,0.099322,0.102354,0.090871,0.081707,0.098435
121030272021,Pinellas,0.109764,0.093475,0.122342,0.106602,0.104125,0.106690
121030272022,Pinellas,0.124948,0.140286,0.134836,0.116993,0.111434,0.101482
121030272023,Pinellas,0.106873,0.094235,0.118348,0.104517,0.102142,0.109551
121030272024,Pinellas,0.100585,0.101094,0.105837,0.097814,0.095037,0.102963
121030272025,Pinellas,0.099002,0.088898,0.106747,0.097707,0.095310,0.105426
121030272041,Pinellas,0.114576,0.125131,0.127911,0.104377,0.102031,0.107299
121030272042,Pinellas,0.114318,0.129074,0.122011,0.103403,0.103041,0.108642
121030272043,Pinellas,0.114506,0.127134,0.125177,0.104487,0.102303,0.107108
121030272061,Pinellas,0.099103,0.095213,0.103853,0.098907,0.095123,0.103921
121030272062,Pinellas,0.113404,0.135029,0.115143,0.103403,0.099866,0.103796
121030272063,Pinellas,0.102988,0.110753,0.107367,0.097558,0.097051,0.104334
121030272071,Pinellas,0.114338,0.132631,0.115332,0.106066,0.101350,0.102772
121030272072,Pinellas,0.113164,0.125390,0.114762,0.107397,0.103344,0.102879
121030272073,Pinellas,0.120038,0.145670,0.117664,0.111304,0.104984,0.101346
121030272074,Pinellas,0.118275,0.146936,0.115623,0.106702,0.101696,0.101321
121030272075,Pinellas,0.114872,0.142741,0.111701,0.101519,0.102682,0.101801
121030272081,Pinellas,0.103771,0.130359,0.099394,0.094942,0.090943,0.100983
121030272082,Pinellas,0.101551,0.118756,0.099191,0.094672,0.090350,0.100226
121030272083,Pinellas,0.095640,0.108940,0.093125,0.092035,0.087762,0.100803
121030272084,Pinellas,0.108944,0.134379,0.100221,0.098779,0.101475,0.101096
121030272091,Pinellas,0.089431,0.089940,0.091754,0.088263,0.086009,0.099697
121030272101,Pinellas,0.120109,0.137336,0.120916,0.112976,0.107266,0.101532
121030272102,Pinellas,0.094346,0.104141,0.092689,0.092226,0.087305,0.100368
121030272103,Pinellas,0.092193,0.096579,0.093073,0.090415,0.087446,0.099826
121030272104,Pinellas,0.092829,0.100370,0.091002,0.091049,0.086502,0.099721
121030272111,Pinellas,0.115593,0.138330,0.118110,0.103957,0.102004,0.106174
121030272112,Pinellas,0.112996,0.119500,0.122172,0.105741,0.104083,0.105175
121030272113,Pinellas,0.113265,0.120206,0.127936,0.103373,0.102167,0.107444
121030272121,Pinellas,0.114788,0.133006,0.119685,0.103624,0.102547,0.107390
121030272122,Pinellas,0.115666,0.133923,0.122263,0.103928,0.102653,0.108342
121030273081,Pinellas,0.117101,0.137222,0.130274,0.101856,0.102630,0.117426
121030273082,Pinellas,0.131635,0.180664,0.145500,0.116276,0.109239,0.120144
121030273091,Pinellas,0.098153,0.097316,0.111658,0.095715,0.087172,0.110382
121030273092,Pinellas,0.081342,0.090480,0.095891,0.074233,0.072233,0.105484
121030273141,Pinellas,0.105893,0.146704,0.103665,0.088337,0.093937,0.097849
121030273142,Pinellas,0.094117,0.103288,0.099700,0.088083,0.087527,0.100052
121030273161,Pinellas,0.106138,0.124219,0.108061,0.096313,0.098541,0.102836
121030273162,Pinellas,0.095248,0.091221,0.103662,0.092154,0.090584,0.103699
121030273163,Pinellas,0.105944,0.121051,0.110677,0.098141,0.094078,0.104210
121030273171,Pinellas,0.112325,0.146805,0.107001,0.096849,0.099361,0.099955
121030273172,Pinellas,0.105260,0.144293,0.102444,0.088271,0.093175,0.097607
121030273173,Pinellas,0.111491,0.138495,0.107862,0.098866,0.099823,0.101028
121030273181,Pinellas,0.097320,0.122982,0.092130,0.087782,0.091897,0.100713
121030273182,Pinellas,0.089263,0.109094,0.085548,0.079715,0.088831,0.097131
121030273191,Pinellas,0.087506,0.113083,0.084275,0.078833,0.079477,0.094812
121030273192,Pinellas,0.089392,0.119458,0.084382,0.077507,0.085385,0.095368
121030273193,Pinellas,0.084600,0.100522,0.080730,0.079556,0.079910,0.093648
121030273194,Pinellas,0.084690,0.103022,0.081460,0.078355,0.079569,0.094483
121030273201,Pinellas,0.081834,0.091994,0.079763,0.079382,0.075410,0.092607
121030273202,Pinellas,0.082395,0.063001,0.092391,0.076907,0.081379,0.092160
121030273203,Pinellas,0.084734,0.101355,0.081716,0.077427,0.079989,0.093412
121030273211,Pinellas,0.085058,0.091369,0.099327,0.075090,0.076124,0.106393
121030273231,Pinellas,0.091636,0.125795,0.086386,0.080657,0.092480,0.098117
121030273232,Pinellas,0.091332,0.124024,0.084785,0.080156,0.092168,0.097514
121030273241,Pinellas,0.091457,0.118512,0.101394,0.082181,0.085326,0.099649
121030273242,Pinellas,0.094328,0.115638,0.103640,0.085749,0.087499,0.100667
121030273251,Pinellas,0.090666,0.108869,0.103402,0.080204,0.084484,0.096954
121030273252,Pinellas,0.092718,0.129234,0.095060,0.078650,0.090669,0.097190
121030273261,Pinellas,0.089996,0.120696,0.084230,0.079606,0.080953,0.096192
121030273262,Pinellas,0.089811,0.121608,0.084014,0.078194,0.085428,0.096375
121030273271,Pinellas,0.095141,0.124672,0.099396,0.084199,0.085293,0.093508
121030273272,Pinellas,0.081655,0.088773,0.082167,0.078273,0.079633,0.092393
121030273281,Pinellas,0.103681,0.140342,0.116080,0.091165,0.091458,0.100894
121030273282,Pinellas,0.089426,0.095414,0.101418,0.082207,0.081469,0.105100
121030273291,Pinellas,0.088820,0.099248,0.097424,0.080781,0.084762,0.100533
121030273292,Pinellas,0.093529,0.125440,0.104622,0.084566,0.084694,0.102449
121030273301,Pinellas,0.107654,0.124832,0.107352,0.097836,0.100426,0.102742
121030273302,Pinellas,0.108272,0.128426,0.105934,0.098027,0.100384,0.101542
121030273311,Pinellas,0.103516,0.125171,0.102415,0.092420,0.097331,0.100036
121030273312,Pinellas,0.097176,0.113580,0.097483,0.089515,0.091530,0.098801
121030273321,Pinellas,0.081004,,0.089460,0.089279,0.072138,0.105814
121030273331,Pinellas,0.087828,0.094709,0.096198,0.080051,0.084607,0.101288
121030273332,Pinellas,0.088594,0.094817,0.100045,0.079833,0.081426,0.104287
121030274011,Pinellas,0.115719,0.130599,0.131491,0.102668,0.100608,0.113913
121030274012,Pinellas,0.113164,0.124846,0.128480,0.101457,0.099905,0.112646
121030274041,Pinellas,0.110788,0.114985,0.126410,0.101717,0.099262,0.111552
121030274042,Pinellas,0.113446,0.121580,0.125337,0.103526,0.101614,0.109887
121030274043,Pinellas,0.112667,0.118136,0.126381,0.103336,0.101154,0.110987
121030274044,Pinellas,0.111997,0.117168,0.126827,0.102447,0.098978,0.111688
121030274045,Pinellas,0.110457,0.114271,0.125174,0.101011,0.099576,0.111945
121030274046,Pinellas,0.109647,0.109546,0.122982,0.102052,0.100977,0.109651
121030275011,Pinellas,0.108621,0.067572,0.111130,0.119989,0.096948,0.118927
121030275012,Pinellas,0.102877,0.085760,0.114158,0.106877,0.095004,0.115638
121030275013,Pinellas,0.115084,0.134353,0.129400,0.102429,0.099667,0.114743
121030275031,Pinellas,0.102342,0.085936,0.116749,0.099658,0.097288,0.111798
121030275032,Pinellas,0.105804,0.097801,0.117485,0.102937,0.099498,0.110769
121030275033,Pinellas,0.105000,0.093003,0.117978,0.105888,0.095970,0.114553
121030275041,Pinellas,0.108226,0.104145,0.120244,0.102619,0.100924,0.109499
121030275042,Pinellas,0.106501,0.093438,0.122481,0.102275,0.099331,0.111533
121030276031,Pinellas,0.097150,0.081349,0.101647,0.102762,0.098484,0.094428
121030276032,Pinellas,0.095856,0.074230,0.095981,0.102972,0.097864,0.094521
121030276041,Pinellas,0.110168,0.129445,0.108457,0.102326,0.110576,0.095202
121030276042,Pinellas,0.111947,0.141546,0.109780,0.100587,0.111428,0.095326
121030276043,Pinellas,0.107239,0.110740,0.104389,0.107274,0.109518,0.095011
121030276051,Pinellas,0.094789,0.084106,0.097310,0.103076,0.092336,0.094637
121030276052,Pinellas,0.094975,0.082998,0.096594,0.102088,0.093305,0.094323
121030276061,Pinellas,0.121833,0.153390,0.119899,0.111326,0.103906,0.093631
121030276062,Pinellas,0.116024,0.128865,0.121006,0.111168,0.104549,0.094264
121030277011,Pinellas,0.085561,0.060461,0.096796,0.093921,0.062097,0.098090
121030277012,Pinellas,0.082878,0.060657,0.086942,0.096879,0.060813,0.098161
121030277013,Pinellas,0.087284,0.061499,0.098481,0.097342,0.062672,0.098124
121030277031,Pinellas,0.089746,0.076889,0.097572,0.098308,0.065374,0.095751
121030277032,Pinellas,0.099707,0.092630,0.101859,0.097488,0.100149,0.095630
121030277041,Pinellas,0.085105,0.066346,0.090893,0.096175,0.065296,0.097446
121030277042,Pinellas,0.084597,0.071830,0.090176,0.094407,0.064695,0.096457
121030277043,Pinellas,0.083984,0.075822,0.088719,0.093246,0.063892,0.095877
121030278011,Pinellas,0.093815,0.080868,0.109970,0.091235,0.062156,0.098742
121030278012,Pinellas,0.095385,0.083217,0.112107,0.091175,0.062364,0.098794
121030278021,Pinellas,0.111538,0.092610,0.139162,0.094288,0.065465,0.098929
121030278022,Pinellas,0.109814,0.079694,0.122410,0.127315,0.065575,0.098361
121030279011,Pinellas,0.130431,0.127608,0.163286,0.099678,0.075805,0.099267
121030279012,Pinellas,0.132131,0.139431,0.163104,0.099260,0.075262,0.099477
121030279013,Pinellas,0.136128,0.135055,0.177068,0.111477,0.084239,0.099022
121030279051,Pinellas,0.125762,0.109902,0.155476,0.102602,0.076068,0.099368
121030279052,Pinellas,0.128893,0.115421,0.162854,0.104330,0.077488,0.099355
121030279053,Pinellas,0.126182,0.103310,0.156167,0.106084,0.078696,0.099657
121030279054,Pinellas,0.135073,0.137653,0.172851,0.095644,0.074943,0.100020
121030280021,Pinellas,0.102931,0.098774,0.120304,0.104234,0.076754,0.096923
121030280022,Pinellas,0.100604,0.106301,0.117342,0.093572,0.074766,0.096202
121030280023,Pinellas,0.094043,0.081663,0.109279,0.095681,0.075426,0.095332
121030280024,Pinellas,0.096067,0.072702,0.113546,0.098763,0.077753,0.095001
121030280041,Pinellas,0.133991,0.130256,0.175067,0.105763,0.080058,0.099591
121030280042,Pinellas,0.132935,0.129786,0.166832,0.107444,0.080912,0.099326
121030280051,Pinellas,0.116120,0.104942,0.148232,0.104840,0.076445,0.098094
121030280052,Pinellas,0.129477,0.104037,0.170606,0.109594,0.081417,0.099010
121030280061,Pinellas,0.133225,0.118531,0.179723,0.108160,0.081240,0.099274
121030280062,Pinellas,0.124492,0.121989,0.157044,0.106737,0.081365,0.099050
121030281021,Pinellas,0.167933,0.229356,0.194291,0.104658,0.083177,0.100090
121030281022,Pinellas,0.163767,0.245552,0.186211,0.127376,0.080502,0.098187
121030281023,Pinellas,0.143002,0.164395,0.177336,0.110706,0.082332,0.100242
121030281031,Pinellas,0.143243,0.152686,0.185642,0.106080,0.077432,0.099981
121030281032,Pinellas,0.138729,0.163591,0.165135,0.103883,0.077486,0.100077
121030281041,Pinellas,0.144874,0.162974,0.181860,0.102466,0.076119,0.099778
121030281042,Pinellas,0.140066,0.142927,0.183569,0.107446,0.078174,0.099769
121030281043,Pinellas,0.138743,0.197313,0.144671,0.091412,0.075047,0.099838
121030282001,Pinellas,0.175848,0.250629,0.196582,0.102779,0.085142,0.099956
121030282002,Pinellas,0.165438,0.232244,0.186553,0.096079,0.084440,0.099955
121030282003,Pinellas,0.160994,0.228790,0.170253,0.111021,0.085428,0.099334
121030283001,Pinellas,0.165058,0.266430,0.156696,0.089617,0.072919,0.099189
121030283002,Pinellas,0.159700,0.235543,0.159879,0.099894,0.084499,0.099173
121030283003,Pinellas,0.145752,0.214409,0.150737,0.094586,0.078919,0.098245
121030283004,Pinellas,0.167007,0.244021,0.165077,0.105247,0.087887,0.099829
121030284031,Pinellas,0.163914,0.247182,0.186118,0.128407,0.081631,0.098254
121030284032,Pinellas,0.165354,0.245430,0.172593,0.115232,0.085599,0.098425
121030284033,Pinellas,0.156687,0.226585,0.164379,0.109846,0.083953,0.098246
121030285001,Pinellas,0.147660,0.217789,0.157155,0.098370,0.078798,0.097971
121030285002,Pinellas,0.123256,0.179394,0.128744,0.085604,0.076020,0.097317
121030286011,Pinellas,0.137360,0.240368,0.112111,0.067293,0.063975,0.095294
121030286012,Pinellas,0.126245,0.229677,0.110304,0.065811,0.063861,0.095212
121030286021,Pinellas,0.123823,0.197273,0.126846,0.076689,0.071217,0.095243
121030286022,Pinellas,0.125791,0.218710,0.119700,0.070124,0.066946,0.094870
121030287001,Pinellas,0.217891,0.392767,0.176427,0.109751,0.094405,0.095477
121030287002,Pinellas,0.116179,0.189292,0.102526,0.065173,0.063212,0.095489
121030287003,Pinellas,0.115817,0.186342,0.103862,0.065900,0.063750,0.095493
121039900000,Pinellas,0.097532,0.082427,0.101572,0.103898,0.098923,0.094491
121039901000,Pinellas,0.179875,0.359357,0.187022,0.114259,0.084851,0.095068
121010301011,Pasco,0.144167,0.150831,0.151569,0.140547,0.131973,0.186295
121010301012,Pasco,0.159921,0.244320,0.145875,0.151224,0.142613,0.188697
121010301021,Pasco,0.161383,0.191462,0.172642,0.149543,0.142506,0.187604
121010301022,Pasco,0.145461,0.157689,0.149741,0.141896,0.133666,0.176850
121010301023,Pasco,0.139636,0.140575,0.145944,0.139572,0.131199,0.177192
121010302021,Pasco,0.132861,0.129504,0.140127,0.134807,0.127938,0.169236
121010302022,Pasco,0.143357,0.158685,0.144956,0.139992,0.132603,0.176242
121010302023,Pasco,0.134116,0.134347,0.136935,0.134921,0.129672,0.175845
121010302031,Pasco,0.139033,0.152476,0.142631,0.132224,0.127151,0.163959
121010302032,Pasco,0.136353,0.144856,0.140951,0.131942,0.126328,0.164476
121010302033,Pasco,0.133013,0.131226,0.140575,0.133763,0.127252,0.166015
121010302041,Pasco,0.154656,0.206948,0.148547,0.136620,0.133449,0.160311
121010302051,Pasco,0.143847,0.160810,0.151406,0.136925,0.126631,0.148007
121010302052,Pasco,0.140964,0.148165,0.151884,0.136520,0.129656,0.153246
121010303031,Pasco,0.143048,0.154914,0.158349,0.139939,0.126429,0.134248
121010303032,Pasco,0.139097,0.144062,0.152667,0.138678,0.125532,0.133157
121010303041,Pasco,0.137788,0.140093,0.150303,0.138827,0.125242,0.134289
121010303042,Pasco,0.137348,0.128809,0.155930,0.137628,0.126819,0.142315
121010303043,Pasco,0.131699,0.116331,0.148606,0.137066,0.124588,0.140164
121010304041,Pasco,0.100074,0.063123,0.106169,0.109313,0.092356,0.117758
121010304042,Pasco,0.156168,0.237970,0.187626,0.152183,0.123649,0.125736
121010304051,Pasco,0.138476,0.164115,0.143700,0.131576,0.123354,0.129488
121010304052,Pasco,0.140839,0.166054,0.149936,0.132393,0.125404,0.128621
121010304061,Pasco,0.142375,0.168254,0.146803,0.133575,0.125547,0.130414
121010304062,Pasco,0.138934,0.159364,0.146800,0.134382,0.124104,0.130328
121010304063,Pasco,0.137669,0.165027,0.142111,0.126908,0.122983,0.127940
121010304071,Pasco,0.140599,0.174546,0.149536,0.130172,0.122420,0.128234
121010304072,Pasco,0.140323,0.176934,0.145221,0.126078,0.122597,0.127305
121010304081,Pasco,0.170467,0.271507,0.175675,0.146325,0.132191,0.127159
121010304082,Pasco,0.137784,0.175591,0.145468,0.123188,0.117905,0.125556
121010304091,Pasco,0.185831,0.329189,0.193412,0.150234,0.135658,0.126807
121010304092,Pasco,0.137293,0.188874,0.146882,0.120049,0.113562,0.123881
121010304101,Pasco,0.136330,0.178602,0.143234,0.118922,0.115639,0.124306
121010304102,Pasco,0.137440,0.194272,0.145411,0.115295,0.110530,0.122152
121010304111,Pasco,0.128407,0.187848,0.138484,0.110445,0.103519,0.121181
121010304112,Pasco,0.127371,0.182132,0.136217,0.107023,0.104133,0.121008
121010304113,Pasco,0.128020,0.187530,0.139124,0.111903,0.103251,0.121655
121010304121,Pasco,0.127102,0.181388,0.136217,0.107023,0.104133,0.120933
121010304122,Pasco,0.127358,0.177383,0.134740,0.104794,0.104794,0.120487
121010305011,Pasco,0.142582,0.202002,0.147341,0.119050,0.118827,0.123242
121010305012,Pasco,0.129866,0.180153,0.139640,0.108411,0.105328,0.121798
121010305021,Pasco,0.129699,0.175238,0.140765,0.106148,0.105651,0.120492
121010305022,Pasco,0.133073,0.185728,0.139961,0.110540,0.110904,0.120211
121010305023,Pasco,0.152500,0.202087,0.161817,0.135077,0.127936,0.123528
121010306011,Pasco,0.140996,0.170860,0.147625,0.131322,0.123704,0.128052
121010306012,Pasco,0.143973,0.173106,0.153495,0.132795,0.125139,0.127646
121010306021,Pasco,0.141164,0.175989,0.149050,0.127250,0.121674,0.125399
121010306022,Pasco,0.148071,0.196591,0.154263,0.131038,0.124492,0.124783
121010307001,Pasco,0.144913,0.177083,0.150183,0.134852,0.126022,0.128796
121010307002,Pasco,0.140610,0.166895,0.146598,0.130508,0.124693,0.128192
121010308001,Pasco,0.141937,0.146769,0.163892,0.140039,0.125249,0.135949
121010308002,Pasco,0.142353,0.160180,0.153670,0.134707,0.124663,0.132650
121010309011,Pasco,0.136304,0.135394,0.148026,0.136905,0.127414,0.142781
121010309012,Pasco,0.195424,0.295392,0.195988,0.160274,0.142016,0.145493
121010309051,Pasco,0.164442,0.254741,0.166879,0.142070,0.126125,0.137921
121010309052,Pasco,0.163611,0.235339,0.170061,0.140300,0.124534,0.138083
121010309061,Pasco,0.135022,0.144365,0.140550,0.132147,0.125866,0.145125
121010309062,Pasco,0.135253,0.155383,0.141655,0.125780,0.120398,0.141494
121010310031,Pasco,0.140846,0.143896,0.154626,0.133507,0.129580,0.163512
121010310032,Pasco,0.147042,0.155797,0.158600,0.134572,0.136733,0.161810
121010310033,Pasco,0.191266,0.269235,0.186120,0.149858,0.148148,0.157574
121010310051,Pasco,0.140827,0.151229,0.145584,0.135469,0.130236,0.152280
121010310052,Pasco,0.145063,0.175563,0.141748,0.131848,0.127598,0.151377
121010310061,Pasco,0.145844,0.180211,0.143023,0.133985,0.126709,0.148599
121010310071,Pasco,0.150245,0.180853,0.150490,0.133820,0.131923,0.151162
121010310072,Pasco,0.152240,0.183745,0.148864,0.144690,0.132671,0.145153
121010310073,Pasco,0.143441,0.160548,0.149530,0.133628,0.130991,0.149555
121010310081,Pasco,0.134062,0.146929,0.148347,0.132330,0.118130,0.154533
121010310082,Pasco,0.165449,0.228489,0.158423,0.141550,0.135407,0.152100
121010310091,Pasco,0.135017,0.133042,0.147365,0.134902,0.125591,0.163060
121010310092,Pasco,0.136471,0.136382,0.150283,0.132355,0.126060,0.162420
121010310101,Pasco,0.136804,0.139221,0.149722,0.134028,0.125056,0.162678
121010310102,Pasco,0.153366,0.178132,0.169198,0.140810,0.128570,0.160103
121010310111,Pasco,0.141472,0.153025,0.155741,0.136241,0.125302,0.157478
121010310112,Pasco,0.155695,0.202869,0.158390,0.136995,0.126809,0.159819
121010310121,Pasco,0.170743,0.223628,0.175854,0.146902,0.134688,0.159095
121010310122,Pasco,0.237008,0.381191,0.227491,0.175346,0.158956,0.155179
121010310123,Pasco,0.174271,0.258061,0.156564,0.144360,0.135859,0.150058
121010310131,Pasco,0.141575,0.158899,0.140927,0.132890,0.130397,0.159058
121010310132,Pasco,0.172178,0.250656,0.157714,0.143433,0.136753,0.155107
121010310141,Pasco,0.171424,0.218741,0.173436,0.143252,0.140149,0.154239
121010310142,Pasco,0.188825,0.270854,0.186212,0.148215,0.142687,0.152953
121010311011,Pasco,0.138301,0.133594,0.148151,0.141676,0.128956,0.172925
121010311012,Pasco,0.133534,0.128885,0.144196,0.135877,0.126421,0.168550
121010311031,Pasco,0.133247,0.130423,0.143915,0.133895,0.126035,0.163204
121010311041,Pasco,0.138224,0.136536,0.154682,0.138861,0.126423,0.164957
121010311042,Pasco,0.137730,0.135139,0.150106,0.140295,0.126818,0.167010
121010311043,Pasco,0.138233,0.132876,0.154329,0.140808,0.127913,0.167752
121010312031,Pasco,0.143923,0.152408,0.149311,0.142629,0.131940,0.178595
121010312032,Pasco,0.158970,0.223530,0.156107,0.147941,0.134515,0.174955
121010312041,Pasco,0.140915,0.145044,0.149873,0.142155,0.128317,0.167958
121010312042,Pasco,0.142362,0.148426,0.149814,0.144072,0.128682,0.171056
121010312051,Pasco,0.159020,0.216610,0.159411,0.147763,0.136954,0.170147
121010312052,Pasco,0.140813,0.156137,0.149630,0.139689,0.126006,0.164908
121010312053,Pasco,0.137885,0.150450,0.158679,0.134065,0.119391,0.155320
121010312061,Pasco,0.164441,0.257109,0.178670,0.150680,0.126917,0.163659
121010312062,Pasco,0.134382,0.162011,0.161835,0.127227,0.111865,0.147000
121010312071,Pasco,0.177280,0.304058,0.227089,0.178487,0.138403,0.154453
121010312072,Pasco,0.129346,0.151717,0.149846,0.129286,0.110523,0.143432
121010312081,Pasco,0.156205,0.284244,0.209376,0.159394,0.120047,0.141629
121010312082,Pasco,0.116756,0.123979,0.140623,0.116259,0.099045,0.133727
121010313011,Pasco,0.134931,0.163134,0.152719,0.128486,0.115588,0.149762
121010313012,Pasco,0.128445,0.143347,0.148654,0.124743,0.113202,0.144169
121010313013,Pasco,0.129076,0.143188,0.151755,0.128465,0.111394,0.144556
121010313021,Pasco,0.131655,0.122091,0.159975,0.137310,0.110610,0.146177
121010313022,Pasco,0.141679,0.124466,0.183478,0.139911,0.113495,0.151657
121010313023,Pasco,0.108167,0.123498,0.135949,0.106299,0.088639,0.133169
121010313024,Pasco,0.110654,0.120166,0.137309,0.114657,0.089834,0.135380
121010314011,Pasco,0.146580,0.174654,0.152988,0.137893,0.125324,0.136250
121010314012,Pasco,0.168736,0.209064,0.179573,0.152527,0.139825,0.135568
121010314013,Pasco,0.163524,0.227693,0.166076,0.138677,0.126887,0.137907
121010314014,Pasco,0.159730,0.214718,0.158751,0.139824,0.126392,0.138893
121010314041,Pasco,0.152823,0.192472,0.154624,0.143770,0.129393,0.130097
121010314042,Pasco,0.149761,0.203771,0.162999,0.133550,0.123492,0.128083
121010314061,Pasco,0.180942,0.268719,0.190145,0.148624,0.130702,0.134703
121010314062,Pasco,0.145534,0.182957,0.151842,0.127846,0.124953,0.136218
121010314071,Pasco,0.161779,0.228438,0.168088,0.136805,0.125781,0.137939
121010314072,Pasco,0.142942,0.194022,0.156946,0.129114,0.115349,0.133146
121010314101,Pasco,0.130060,0.146717,0.133257,0.127153,0.118716,0.129652
121010314102,Pasco,0.131528,0.155882,0.131622,0.128592,0.118880,0.125668
121010314111,Pasco,0.147456,0.193444,0.150961,0.137848,0.123929,0.125596
121010314121,Pasco,0.169259,0.233724,0.182133,0.147090,0.134024,0.132494
121010314122,Pasco,0.144543,0.175364,0.154342,0.133697,0.125629,0.131984
121010315031,Pasco,0.147362,0.192022,0.151086,0.136677,0.122761,0.127262
121010315032,Pasco,0.157136,0.219995,0.166424,0.139024,0.125972,0.127667
121010315041,Pasco,0.142346,0.254983,0.164318,0.123276,0.104221,0.120418
121010315051,Pasco,0.132736,0.167645,0.135789,0.125260,0.118198,0.124084
121010315052,Pasco,0.110595,0.184202,0.110104,0.093880,0.085178,0.119774
121010315061,Pasco,0.119497,0.154787,0.131817,0.110264,0.102930,0.120686
121010315062,Pasco,0.130489,0.151492,0.150357,0.125177,0.112356,0.123857
121010315063,Pasco,0.118430,0.153669,0.125849,0.109228,0.101617,0.120563
121010315071,Pasco,0.114506,0.150052,0.126827,0.102547,0.101686,0.118392
121010315072,Pasco,0.097606,0.108767,0.120839,0.087665,0.082768,0.114491
121010315073,Pasco,0.108203,0.117831,0.135147,0.098497,0.091358,0.117307
121010315081,Pasco,0.109758,0.107507,0.127663,0.108957,0.097000,0.113502
121010315082,Pasco,0.108793,0.104145,0.132446,0.103281,0.095322,0.114587
121010316011,Pasco,0.098413,0.081686,0.117198,0.098440,0.088087,0.111567
121010316012,Pasco,0.103236,0.100106,0.114363,0.099614,0.099561,0.108325
121010316021,Pasco,0.112647,0.091991,0.126364,0.110048,0.107603,0.106097
121010316022,Pasco,0.105335,0.123925,0.111906,0.100134,0.099676,0.104770
121010316023,Pasco,0.095160,0.121774,0.094231,0.093684,0.095890,0.102710
121010316031,Pasco,0.091633,0.079323,0.086424,0.095694,0.092570,0.101036
121010316032,Pasco,0.086767,0.066573,0.079853,0.090761,0.089000,0.101933
121010316033,Pasco,0.088530,0.084355,0.086192,0.091742,0.086032,0.102639
121010316041,Pasco,0.113042,0.093817,0.113909,0.110832,0.125789,0.099960
121010316042,Pasco,0.102643,0.092502,0.102222,0.104932,0.100260,0.100433
121010316043,Pasco,0.121527,0.137100,0.125724,0.116834,0.116450,0.098825
121010316044,Pasco,0.116281,0.120374,0.121139,0.114421,0.105149,0.100095
121010316051,Pasco,0.093919,0.103634,0.091947,0.095439,0.090009,0.101996
121010316052,Pasco,0.109882,0.106063,0.112965,0.108447,0.108515,0.099761
121010317011,Pasco,0.086567,0.138126,0.088960,0.087327,0.079120,0.100503
121010317031,Pasco,0.124138,0.123485,0.144140,0.121371,0.110951,0.139766
121010317032,Pasco,0.133372,0.116112,0.167924,0.126277,0.110829,0.139926
121010317033,Pasco,0.110805,0.119243,0.138643,0.117028,0.087807,0.135619
121010317041,Pasco,0.099698,0.115354,0.139348,0.088654,0.081806,0.129335
121010317042,Pasco,0.125249,0.163140,0.151225,0.116280,0.096983,0.139218
121010317051,Pasco,0.132219,0.157750,0.153059,0.122378,0.111929,0.126999
121010317052,Pasco,0.133810,0.151519,0.162765,0.125467,0.112537,0.125289
121010317061,Pasco,0.123686,0.151335,0.154925,0.112073,0.100980,0.119167
121010317062,Pasco,0.118559,0.124807,0.154196,0.111186,0.101103,0.116885
121010317071,Pasco,0.134753,0.175893,0.175666,0.124909,0.101591,0.134515
121010317072,Pasco,0.116010,0.122757,0.150585,0.108661,0.093547,0.126585
121010317081,Pasco,0.132162,0.165622,0.165016,0.119970,0.106229,0.126293
121010317082,Pasco,0.126279,0.145849,0.162809,0.116517,0.103106,0.122810
121010317083,Pasco,0.129810,0.158417,0.162340,0.118614,0.105364,0.124670
121010318041,Pasco,0.135221,0.108766,0.138255,0.133813,0.137150,0.192731
121010318042,Pasco,0.120749,0.070060,0.125693,0.130701,0.123968,0.182893
121010318043,Pasco,0.121761,0.062678,0.126136,0.130682,0.125989,0.181552
121010318044,Pasco,0.132194,0.092133,0.137070,0.137274,0.129028,0.174208
121010318051,Pasco,0.127148,0.057735,0.142947,0.133192,0.117524,0.177438
121010318052,Pasco,0.160875,0.192269,0.196374,0.160605,0.123526,0.156377
121010318061,Pasco,0.163393,0.266664,0.193875,0.150889,0.124158,0.151727
121010318062,Pasco,0.181309,0.152585,0.201614,0.212807,0.139186,0.144923
121010318071,Pasco,0.320382,0.733189,0.411326,0.272409,0.254268,0.190182
121010318072,Pasco,0.135505,0.139021,0.136886,0.138429,0.127299,0.177406
121010318073,Pasco,0.171328,0.244749,0.182954,0.159937,0.149199,0.175305
121010318081,Pasco,0.145173,0.177564,0.195118,0.148370,0.102786,0.144848
121010318082,Pasco,0.115544,0.130738,0.140277,0.115931,0.101350,0.130626
121010318091,Pasco,0.188824,0.105924,0.189024,0.216728,0.159610,0.141797
121010318092,Pasco,0.184939,,0.222838,0.200196,0.159097,0.130771
121010319011,Pasco,0.233507,,,,0.233507,0.403297
121010319021,Pasco,0.141735,0.142645,0.163739,0.142163,0.136386,0.110313
121010319022,Pasco,0.139273,0.174846,0.139602,0.139489,0.132123,0.110653
121010319023,Pasco,0.130593,0.138926,0.132133,0.129439,0.127995,0.107759
121010319031,Pasco,0.134139,0.112631,0.157505,0.143187,0.120661,0.116971
121010319032,Pasco,0.128619,0.133633,0.131621,0.129134,0.125307,0.108356
121010319033,Pasco,0.128177,0.113983,0.133487,0.134350,0.121857,0.111552
121010320011,Pasco,0.126403,0.133561,0.128847,0.121271,0.135011,0.102830
