GEOID20,county,TotPop,AutoOwn0,A_drive,no_transit,A_transit,transit_share
120570061035,Hillsborough,877,16,136413,False,26873.0,0.1645762649584165
120570061036,Hillsborough,1371,15,127745,False,21370.0,0.14331220869798478
120570062001,Hillsborough,1023,0,143186,False,31644.0,0.18099868443630956
120570062002,Hillsborough,1139,0,134491,False,47221.0,0.25986726248128905
120570062003,Hillsborough,1156,0,142200,False,31388.0,0.18081895061870637
120570062004,Hillsborough,1092,9,125160,False,31269.0,0.19989260303396428
120570063001,Hillsborough,899,0,129488,False,46710.0,0.26509949034608793
120570063002,Hillsborough,1220,14,127134,False,31565.0,0.19889854378414482
120570063003,Hillsborough,891,0,121656,False,46854.0,0.2780487804878049
120570063004,Hillsborough,1390,0,119270,False,31254.0,0.20763466291089794
120570064001,Hillsborough,574,9,126750,True,0.0,0.0
120570064002,Hillsborough,1138,0,130292,True,0.0,0.0
120570064003,Hillsborough,1055,0,119004,False,50213.0,0.29673732544602494
120570064004,Hillsborough,1390,0,118914,False,50205.0,0.29686197293030353
120570065011,Hillsborough,1199,217,112937,False,39908.0,0.261101115509176
120570065012,Hillsborough,722,0,109855,False,40044.0,0.2671398741819492
120570065013,Hillsborough,679,16,106998,False,40158.0,0.27289407159748835
120570065014,Hillsborough,967,34,109670,False,40526.0,0.2698207675304269
120570065021,Hillsborough,1370,0,119801,True,0.0,0.0
120570065022,Hillsborough,0,0,100200,True,0.0,0.0
120570065023,Hillsborough,627,28,105551,False,1119.0,0.010490297178213181
120570066001,Hillsborough,513,0,117409,False,46215.0,0.2824463403901628
120570066002,Hillsborough,927,10,113760,False,44121.0,0.2794573127862124
120570066003,Hillsborough,1076,32,113717,False,48592.0,0.2993795784583726
120570066004,Hillsborough,1650,93,109374,False,40308.0,0.26929089670100614
120570067001,Hillsborough,1245,0,113559,False,50229.0,0.3066708183749725
120570067002,Hillsborough,1359,0,117759,True,0.0,0.0
120570067003,Hillsborough,906,16,105623,True,0.0,0.0
120570067004,Hillsborough,835,0,108297,True,0.0,0.0
120570067005,Hillsborough,689,0,113918,True,0.0,0.0
120570067006,Hillsborough,752,0,105889,False,40004.0,0.2742009554947804
120570068011,Hillsborough,899,76,110130,False,44949.0,0.28984582051728475
120570068012,Hillsborough,605,41,100187,False,51040.0,0.3375058686610195
120570068013,Hillsborough,687,79,101202,False,70182.0,0.4095014703822994
120570068014,Hillsborough,1564,37,96074,False,47074.0,0.3288484645262246
120570068015,Hillsborough,852,78,100666,False,40084.0,0.2847886323268206
120570068021,Hillsborough,1081,137,97703,True,0.0,0.0
120570068022,Hillsborough,1364,0,102947,True,0.0,0.0
120570068023,Hillsborough,823,0,96156,True,0.0,0.0
120570069001,Hillsborough,1910,20,84308,True,0.0,0.0
120570069002,Hillsborough,921,26,88916,False,50652.0,0.36291986701822765
120570069003,Hillsborough,493,0,96212,True,0.0,0.0
120570069004,Hillsborough,744,0,92009,False,40013.0,0.3030782748329824
120570069005,Hillsborough,817,0,95125,False,50793.0,0.348092764429337
120570069006,Hillsborough,852,30,90142,True,0.0,0.0
120570070011,Hillsborough,554,24,109040,False,70173.0,0.39156199606055364
120570070012,Hillsborough,664,54,98431,False,45909.0,0.31806152140778715
120570070013,Hillsborough,1580,15,99388,False,40001.0,0.2869738645086772
120570070014,Hillsborough,878,21,97219,False,48950.0,0.3348863302068154
120570070021,Hillsborough,1024,16,96491,False,49362.0,0.3384366451152873
120570070022,Hillsborough,1600,32,88997,False,39867.0,0.3093726719642414
120570070023,Hillsborough,667,38,93471,False,52739.0,0.3607072019697695
120570071021,Hillsborough,375,62,100945,False,40031.0,0.2839561343774827
120570071022,Hillsborough,996,36,91504,False,52367.0,0.36398579282829757
120570071023,Hillsborough,1688,19,88767,False,19992.0,0.1838192701293686
120570071031,Hillsborough,1048,39,107682,False,40206.0,0.271867900032457
120570071032,Hillsborough,1737,9,97528,False,39882.0,0.2902408849428717
120570071033,Hillsborough,1541,17,84184,False,39816.0,0.3210967741935484
120570072001,Hillsborough,1802,63,89025,False,39861.0,0.30927331129835667
120570072002,Hillsborough,1406,10,79411,False,40141.0,0.33576184421841543
120570072003,Hillsborough,1431,27,83161,False,39935.0,0.3244215896536037
120570073001,Hillsborough,2533,0,52860,False,53262.0,0.5018940464748121
120570101031,Hillsborough,3003,12,15436,True,0.0,0.0
120570101032,Hillsborough,1135,0,7945,True,0.0,0.0
120570101051,Hillsborough,1524,0,38741,True,0.0,0.0
120570101052,Hillsborough,1017,27,40053,True,0.0,0.0
120570101053,Hillsborough,1752,11,39870,True,0.0,0.0
120570101061,Hillsborough,757,0,39649,True,0.0,0.0
120570101062,Hillsborough,1999,0,33329,True,0.0,0.0
120570101063,Hillsborough,475,0,36321,True,0.0,0.0
120570101064,Hillsborough,2116,5,42936,True,0.0,0.0
120570101071,Hillsborough,1695,8,17835,True,0.0,0.0
120570101072,Hillsborough,1357,0,33470,True,0.0,0.0
120570101073,Hillsborough,631,0,32148,True,0.0,0.0
120570101081,Hillsborough,890,22,34642,True,0.0,0.0
120570101082,Hillsborough,1387,7,16699,True,0.0,0.0
120570102031,Hillsborough,924,14,77702,True,0.0,0.0
120570102032,Hillsborough,940,26,72899,True,0.0,0.0
120570102041,Hillsborough,3550,21,68605,False,177399.0,0.721122420773646
120570102042,Hillsborough,2490,15,85690,False,177270.0,0.6741329479768786
120570102051,Hillsborough,6531,0,35522,True,0.0,0.0
120570102052,Hillsborough,650,9,30631,True,0.0,0.0
120570102053,Hillsborough,994,0,33979,True,0.0,0.0
120570102054,Hillsborough,801,15,43441,False,15157.0,0.25866070514352024
120570102055,Hillsborough,1328,0,42601,True,0.0,0.0
120570102091,Hillsborough,2108,0,37916,True,0.0,0.0
120570102092,Hillsborough,5233,16,31813,True,0.0,0.0
120570102093,Hillsborough,2587,17,22822,True,0.0,0.0
120570102094,Hillsborough,585,0,29473,True,0.0,0.0
120570102095,Hillsborough,2459,0,32802,True,0.0,0.0
120570102101,Hillsborough,2476,15,27924,True,0.0,0.0
120570102102,Hillsborough,1984,16,28129,True,0.0,0.0
120570102111,Hillsborough,646,0,43287,False,15278.0,0.26087253479040384
120570102112,Hillsborough,1228,10,38973,True,0.0,0.0
120570102113,Hillsborough,3096,10,34091,True,0.0,0.0
120570102114,Hillsborough,1116,25,40285,True,0.0,0.0
120570102121,Hillsborough,2365,51,31466,True,0.0,0.0
120570102122,Hillsborough,2832,0,31522,True,0.0,0.0
120570102131,Hillsborough,1837,76,28942,True,0.0,0.0
120570102141,Hillsborough,248,0,8129,True,0.0,0.0
120570103031,Hillsborough,1210,59,72559,True,0.0,0.0
120570103032,Hillsborough,1451,57,73124,True,0.0,0.0
120570103033,Hillsborough,771,43,68604,True,0.0,0.0
120570103041,Hillsborough,1724,0,65366,True,0.0,0.0
120570103042,Hillsborough,1060,0,79311,True,0.0,0.0
120570103043,Hillsborough,1162,38,48963,True,0.0,0.0
120570103051,Hillsborough,1375,0,77563,True,0.0,0.0
120570103052,Hillsborough,2236,29,60060,True,0.0,0.0
120570103053,Hillsborough,459,14,74025,True,0.0,0.0
120570104011,Hillsborough,1568,16,87373,True,0.0,0.0
120570104012,Hillsborough,3405,135,99031,False,177376.0,0.6417203616406242
120570104013,Hillsborough,903,0,101158,False,199544.0,0.6635938570411902
120570104021,Hillsborough,1409,130,110232,False,141733.0,0.5625106661639513
120570104022,Hillsborough,584,54,116531,False,142023.0,0.5492972454496933
120570104023,Hillsborough,3379,52,116011,True,0.0,0.0
120570104024,Hillsborough,1225,23,86781,False,16296.0,0.15809540440641462
120570105011,Hillsborough,1861,73,101227,False,175798.0,0.6345925457991156
120570105012,Hillsborough,2416,129,96929,False,176066.0,0.6449422150588838
120570105013,Hillsborough,1831,184,100770,False,131226.0,0.5656390627424611
120570105021,Hillsborough,616,6,108916,False,142193.0,0.5662600703280248
120570105022,Hillsborough,2067,114,107509,False,142768.0,0.5704399525325939
120570106001,Hillsborough,866,0,100435,False,141822.0,0.5854196163578349
120570106002,Hillsborough,1412,52,88175,False,141871.0,0.6167070933639359
120570106003,Hillsborough,757,0,84380,True,0.0,0.0
120570107011,Hillsborough,1414,0,77630,True,0.0,0.0
120570107012,Hillsborough,2834,10,82724,False,144438.0,0.6358369797765472
120570107013,Hillsborough,766,0,84765,False,54932.0,0.3932224743552116
120570107014,Hillsborough,859,17,89226,False,123749.0,0.5810494189458857
120570107021,Hillsborough,755,0,90159,False,123636.0,0.5782922893425946
120570107022,Hillsborough,1061,0,86861,True,0.0,0.0
120570107023,Hillsborough,1066,42,92297,False,142018.0,0.606098627915413
120570108051,Hillsborough,701,63,102315,False,155797.0,0.6036023121745598
120570108052,Hillsborough,2869,130,97619,False,155393.0,0.6141724503185619
120570108053,Hillsborough,2245,302,105121,False,40846.0,0.27983037261846855
120570108081,Hillsborough,1913,157,76662,False,57925.0,0.43039075096406043
120570108082,Hillsborough,539,17,76907,False,123737.0,0.6166992284842806
120570108091,Hillsborough,2979,106,74373,False,55369.0,0.42676234372832234
120570108101,Hillsborough,2891,37,74794,True,0.0,0.0
120570108102,Hillsborough,625,71,81390,False,177300.0,0.6853763191464688
120570108111,Hillsborough,2958,16,64422,True,0.0,0.0
120570108112,Hillsborough,1026,18,76214,False,123675.0,0.6187183887057317
120570108113,Hillsborough,2048,76,71234,False,144308.0,0.6695122064377245
120570108114,Hillsborough,430,0,70861,False,177393.0,0.714562504531649
120570108121,Hillsborough,4473,262,76048,False,123479.0,0.6188586005903963
120570108122,Hillsborough,1700,96,76500,False,123880.0,0.6182253717935922
120570108131,Hillsborough,1492,40,71372,False,30439.0,0.29897555273988075
120570108132,Hillsborough,1355,78,75875,False,123689.0,0.6197961556192499
120570108133,Hillsborough,682,124,73121,False,124004.0,0.6290627774254914
120570108134,Hillsborough,1376,107,72509,False,123381.0,0.6298483842973097
120570108141,Hillsborough,830,41,91307,False,181644.0,0.66548208286469
120570108142,Hillsborough,1138,199,82595,False,147045.0,0.6403283400104511
120570108151,Hillsborough,1104,207,89002,False,181612.0,0.6711108811813136
120570108152,Hillsborough,682,91,89676,False,181680.0,0.6695263786317605
120570108161,Hillsborough,1991,191,91480,False,47827.0,0.34332086686239743
120570108162,Hillsborough,968,138,96928,False,182146.0,0.6526799343543289
120570108163,Hillsborough,1105,185,95933,False,155690.0,0.618743119667121
120570108171,Hillsborough,3165,230,85427,False,57849.0,0.4037591780898406
120570108172,Hillsborough,1382,134,80236,False,57748.0,0.41851229128014844
120570108181,Hillsborough,1452,187,97216,False,147798.0,0.6032226729901149
120570108182,Hillsborough,1000,107,96028,False,147946.0,0.6064006820398895
120570108183,Hillsborough,2895,454,94961,False,155204.0,0.6204065316890852
120570109001,Hillsborough,5418,0,64282,False,129083.0,0.6675613477102889
120570110031,Hillsborough,1667,29,74245,True,0.0,0.0
120570110032,Hillsborough,2078,207,76225,True,0.0,0.0
120570110033,Hillsborough,1265,26,82376,True,0.0,0.0
120570110051,Hillsborough,1580,9,43107,True,0.0,0.0
120570110052,Hillsborough,1203,0,47180,True,0.0,0.0
120570110061,Hillsborough,2116,0,47386,True,0.0,0.0
120570110062,Hillsborough,429,0,59430,True,0.0,0.0
120570110063,Hillsborough,3002,17,50181,True,0.0,0.0
120570110071,Hillsborough,1482,0,63141,True,0.0,0.0
120570110072,Hillsborough,1230,73,69846,True,0.0,0.0
120570110073,Hillsborough,437,0,72277,True,0.0,0.0
120570110081,Hillsborough,951,14,36299,True,0.0,0.0
120570110082,Hillsborough,1143,0,48124,True,0.0,0.0
120570110083,Hillsborough,2274,27,56110,False,30302.0,0.3506688885802898
120570110084,Hillsborough,830,0,53299,True,0.0,0.0
120570110085,Hillsborough,691,0,53718,True,0.0,0.0
120570110086,Hillsborough,950,71,52944,False,29878.0,0.3607495592958393
120570110101,Hillsborough,3844,0,59061,True,0.0,0.0
120570110102,Hillsborough,1718,11,81198,False,57849.0,0.41603918099635373
120570110121,Hillsborough,4329,0,29973,True,0.0,0.0
120570110122,Hillsborough,747,0,35418,True,0.0,0.0
120570110123,Hillsborough,1766,0,43770,True,0.0,0.0
120570110131,Hillsborough,2452,76,51836,True,0.0,0.0
120570110132,Hillsborough,1599,28,60961,False,16132.0,0.20925375844758928
120570110141,Hillsborough,1279,11,46855,False,16098.0,0.25571458071894904
120570110151,Hillsborough,1063,54,45990,False,22392.0,0.32745459331403
120570110152,Hillsborough,2782,38,43140,True,0.0,0.0
120570110153,Hillsborough,1340,0,53200,True,0.0,0.0
120570110154,Hillsborough,1415,0,69416,True,0.0,0.0
120570110161,Hillsborough,1034,0,57298,True,0.0,0.0
120570110162,Hillsborough,1507,25,51662,True,0.0,0.0
120570110163,Hillsborough,1564,0,40153,True,0.0,0.0
120570111031,Hillsborough,2661,41,44845,True,0.0,0.0
120570111032,Hillsborough,830,24,41462,True,0.0,0.0
120570111061,Hillsborough,2054,43,57308,True,0.0,0.0
120570111071,Hillsborough,579,0,55057,True,0.0,0.0
120570111072,Hillsborough,721,15,67684,True,0.0,0.0
120570111073,Hillsborough,3585,0,47717,True,0.0,0.0
120570111074,Hillsborough,1920,0,56374,True,0.0,0.0
120570111081,Hillsborough,486,48,82620,True,0.0,0.0
120570111082,Hillsborough,998,16,82476,True,0.0,0.0
120570111091,Hillsborough,2435,12,60602,True,0.0,0.0
120570111092,Hillsborough,1301,0,45748,True,0.0,0.0
120570112031,Hillsborough,1262,8,65665,True,0.0,0.0
120570112032,Hillsborough,2391,18,83378,False,38716.0,0.31709993939096104
120570112041,Hillsborough,660,0,81905,True,0.0,0.0
120570112042,Hillsborough,784,52,92228,True,0.0,0.0
120570112043,Hillsborough,1085,27,82982,False,20284.0,0.196424767106308
120570112044,Hillsborough,1182,0,86902,True,0.0,0.0
120570112045,Hillsborough,1920,42,88830,False,38931.0,0.30471740202409187
120570112051,Hillsborough,633,7,95616,False,38862.0,0.2889840717440771
120570112052,Hillsborough,540,0,98407,True,0.0,0.0
120570112053,Hillsborough,1632,7,93730,False,38719.0,0.2923313879304487
120570112061,Hillsborough,556,85,102771,False,147527.0,0.5894054287289551
120570112062,Hillsborough,1246,54,112941,False,147673.0,0.5666349467027865
120570112063,Hillsborough,916,78,106481,False,125556.0,0.5411033585160987
120570113011,Hillsborough,1585,25,72866,True,0.0,0.0
120570113012,Hillsborough,2007,110,73458,True,0.0,0.0
120570113031,Hillsborough,663,13,83656,False,223774.0,0.7278860228344664
120570113032,Hillsborough,1725,90,79741,False,181999.0,0.6953427065026362
120570113033,Hillsborough,520,0,86221,False,38651.0,0.3095249535524377
120570113041,Hillsborough,1763,23,84553,True,0.0,0.0
120570113042,Hillsborough,1131,0,95732,True,0.0,0.0
120570113043,Hillsborough,2649,26,86216,True,0.0,0.0
120570114071,Hillsborough,1287,30,74731,True,0.0,0.0
120570114072,Hillsborough,1020,49,65738,True,0.0,0.0
120570114081,Hillsborough,682,0,74935,True,0.0,0.0
120570114082,Hillsborough,880,0,80242,True,0.0,0.0
120570114083,Hillsborough,1304,10,89459,False,94280.0,0.5131191527111827
120570114091,Hillsborough,714,0,70385,True,0.0,0.0
120570114092,Hillsborough,2189,23,84109,False,142553.0,0.6289232425373463
120570114101,Hillsborough,2147,35,49105,True,0.0,0.0
120570114102,Hillsborough,1594,0,69248,True,0.0,0.0
120570114103,Hillsborough,3611,14,76804,True,0.0,0.0
120570114111,Hillsborough,1757,6,74651,True,0.0,0.0
120570114121,Hillsborough,1567,9,85958,False,43067.0,0.33378802557643866
120570114122,Hillsborough,1856,130,85293,False,45459.0,0.34767345814977973
120570114131,Hillsborough,2379,94,83441,False,94417.0,0.5308560761956167
120570114132,Hillsborough,443,0,80529,True,0.0,0.0
120570114133,Hillsborough,1324,0,85726,True,0.0,0.0
120570114134,Hillsborough,1345,15,83376,False,73318.0,0.4679055994486068
120570114141,Hillsborough,4499,110,88684,False,73905.0,0.45455104588871326
120570114142,Hillsborough,1005,0,94275,False,42183.0,0.30912808336631054
120570114143,Hillsborough,2051,0,104421,True,0.0,0.0
120570114151,Hillsborough,2022,19,90878,True,0.0,0.0
120570114152,Hillsborough,2053,0,91805,False,94324.0,0.5067668122646122
120570114153,Hillsborough,1053,0,117726,True,0.0,0.0
120570114161,Hillsborough,2638,20,97930,False,88077.0,0.4735144376286914
120570114162,Hillsborough,2015,58,85896,False,94137.0,0.5228874706303844
120570114163,Hillsborough,2643,38,100617,True,0.0,0.0
120570114171,Hillsborough,1542,46,74917,True,0.0,0.0
120570114172,Hillsborough,2186,22,89465,False,94123.0,0.512686014336449
120570114173,Hillsborough,1117,0,86923,False,94143.0,0.519937481360388
120570114181,Hillsborough,868,0,60851,True,0.0,0.0
120570114182,Hillsborough,1443,0,68821,True,0.0,0.0
120570114183,Hillsborough,1670,91,77007,True,0.0,0.0
120570115041,Hillsborough,645,20,13768,True,0.0,0.0
120570115042,Hillsborough,1619,17,39723,True,0.0,0.0
120570115061,Hillsborough,5727,37,69803,True,0.0,0.0
120570115062,Hillsborough,1700,21,59046,True,0.0,0.0
120570115063,Hillsborough,1105,0,77810,True,0.0,0.0
120570115071,Hillsborough,922,246,63071,True,0.0,0.0
120570115072,Hillsborough,2855,0,81536,True,0.0,0.0
120570115073,Hillsborough,3648,54,92446,False,43964.0,0.32229308701708087
120570115091,Hillsborough,1449,0,39294,True,0.0,0.0
120570115092,Hillsborough,121,0,36417,True,0.0,0.0
120570115093,Hillsborough,3048,0,41551,True,0.0,0.0
120570115094,Hillsborough,1835,0,31988,True,0.0,0.0
120570115101,Hillsborough,4909,9,47874,True,0.0,0.0
120570115121,Hillsborough,1651,0,55562,True,0.0,0.0
120570115122,Hillsborough,971,0,56058,True,0.0,0.0
120570115123,Hillsborough,1181,0,61681,True,0.0,0.0
120570115141,Hillsborough,1759,27,66139,True,0.0,0.0
120570115142,Hillsborough,1918,0,63674,True,0.0,0.0
120570115143,Hillsborough,1476,50,51790,True,0.0,0.0
120570115144,Hillsborough,485,0,71549,True,0.0,0.0
120570115151,Hillsborough,1651,0,74099,True,0.0,0.0
120570115152,Hillsborough,1810,0,70284,True,0.0,0.0
120570115161,Hillsborough,2699,19,73531,True,0.0,0.0
120570115171,Hillsborough,1528,17,37675,True,0.0,0.0
120570115172,Hillsborough,2915,0,56892,True,0.0,0.0
120570115173,Hillsborough,5035,0,52533,True,0.0,0.0
120570115181,Hillsborough,999,0,28090,True,0.0,0.0
120570115182,Hillsborough,1103,0,36793,True,0.0,0.0
120570115183,Hillsborough,2166,0,56743,True,0.0,0.0
120570115191,Hillsborough,693,5,45879,True,0.0,0.0
120570115192,Hillsborough,1656,0,69063,True,0.0,0.0
120570115201,Hillsborough,5330,6,86832,True,0.0,0.0
120570115211,Hillsborough,755,0,40017,True,0.0,0.0
120570115212,Hillsborough,3328,18,53613,True,0.0,0.0
120570115221,Hillsborough,1308,0,43977,True,0.0,0.0
120570115222,Hillsborough,1687,8,46606,True,0.0,0.0
120570115223,Hillsborough,760,0,51294,True,0.0,0.0
120570115231,Hillsborough,1772,0,49456,True,0.0,0.0
120570115241,Hillsborough,1056,17,51389,True,0.0,0.0
120570115242,Hillsborough,2307,157,57617,True,0.0,0.0
120570115243,Hillsborough,2205,11,54842,True,0.0,0.0
120570116031,Hillsborough,2415,28,115495,False,27332.0,0.19136437788373348
120570116032,Hillsborough,1545,9,111229,False,21835.0,0.16409396981903446
120570116033,Hillsborough,805,9,113263,False,18862.0,0.14275875118259224
120570116051,Hillsborough,1825,10,111008,False,21841.0,0.16440470007301522
120570116052,Hillsborough,1692,0,116865,True,0.0,0.0
120570116053,Hillsborough,1850,19,119992,False,33064.0,0.2160255070039724
120570116054,Hillsborough,1517,34,130360,False,40823.0,0.2384757832261381
120570116055,Hillsborough,555,10,117238,False,32303.0,0.21601433720518118
120570116061,Hillsborough,2897,58,74625,False,1336.0,0.017587972775503218
120570116062,Hillsborough,2615,20,71212,True,0.0,0.0
120570116063,Hillsborough,890,0,87292,True,0.0,0.0
120570116064,Hillsborough,1255,23,92115,False,26551.0,0.22374563902044395
120570116071,Hillsborough,1106,20,66088,True,0.0,0.0
120570116072,Hillsborough,1562,0,74182,True,0.0,0.0
120570116073,Hillsborough,3004,14,83126,False,20477.0,0.19764871673600184
120570116074,Hillsborough,1708,118,91900,False,43717.0,0.32235634175656447
120570116075,Hillsborough,874,64,92236,False,66100.0,0.41746665319320936
120570116081,Hillsborough,1591,0,54422,True,0.0,0.0
120570116101,Hillsborough,1224,0,89412,False,66059.0,0.4248959613046806
120570116102,Hillsborough,1165,37,101036,False,9650.0,0.08718356431707713
120570116103,Hillsborough,1474,0,111707,False,40590.0,0.2665187101518743
120570116104,Hillsborough,1437,383,99706,False,66117.0,0.3987203222713375
120570116111,Hillsborough,1014,0,104584,True,0.0,0.0
120570116112,Hillsborough,2308,26,117308,False,27047.0,0.18736448339163866
120570116113,Hillsborough,933,0,121025,False,29666.0,0.19686643528810613
120570116121,Hillsborough,669,50,99394,True,0.0,0.0
120570116122,Hillsborough,1132,57,99804,False,27008.0,0.21297668990316374
120570116123,Hillsborough,2116,0,103810,False,21998.0,0.17485374538980034
120570116124,Hillsborough,1997,106,116191,False,27156.0,0.1894424020035299
120570116131,Hillsborough,1349,9,111747,False,17660.0,0.13646866089160556
120570116132,Hillsborough,2059,125,105214,False,38538.0,0.26808670488062775
120570116133,Hillsborough,1091,7,107680,False,32158.0,0.2299661036342053
120570116134,Hillsborough,1350,46,111013,False,33041.0,0.22936537687256167
120570116141,Hillsborough,892,19,91742,True,0.0,0.0
120570116142,Hillsborough,3013,80,92746,False,52621.0,0.3619872460737306
120570116143,Hillsborough,1961,0,81318,True,0.0,0.0
120570116144,Hillsborough,681,0,88589,True,0.0,0.0
120570116151,Hillsborough,1314,19,85088,True,0.0,0.0
120570116152,Hillsborough,3294,38,92151,True,0.0,0.0
120570116153,Hillsborough,228,0,95623,False,52662.0,0.3551404390194558
120570117061,Hillsborough,1916,0,121851,False,39526.0,0.2449295748464775
120570117062,Hillsborough,847,13,124996,False,38528.0,0.2356106748856437
120570117063,Hillsborough,1930,27,122547,False,38889.0,0.2408942243365792
120570117064,Hillsborough,1725,44,130761,False,29025.0,0.18164920581277458
120570117065,Hillsborough,2666,41,137861,False,22805.0,0.141940422989307
120570117081,Hillsborough,2615,80,113900,True,0.0,0.0
120570117082,Hillsborough,1788,18,133164,False,23576.0,0.1504146995023606
120570117091,Hillsborough,1068,0,58475,False,98.0,0.0016731258429651887
120570117101,Hillsborough,1911,29,86846,True,0.0,0.0
120570117102,Hillsborough,1323,0,83895,True,0.0,0.0
120570117103,Hillsborough,2752,12,88339,True,0.0,0.0
120570117121,Hillsborough,1155,0,113004,False,37260.0,0.2479635840919981
120570117122,Hillsborough,1782,76,115796,False,21866.0,0.1588383141317139
120570117123,Hillsborough,630,0,109319,True,0.0,0.0
120570117124,Hillsborough,1198,18,102454,True,0.0,0.0
120570117125,Hillsborough,835,0,106356,False,26314.0,0.19834175020728123
120570118021,Hillsborough,1209,0,136084,False,61607.0,0.3116328006838956
120570118022,Hillsborough,2794,0,127896,True,0.0,0.0
120570118023,Hillsborough,1393,40,114048,False,34534.0,0.23242384676474942
120570118024,Hillsborough,1118,21,119309,True,0.0,0.0
120570118031,Hillsborough,1514,26,92888,True,0.0,0.0
120570118032,Hillsborough,411,44,117687,False,32861.0,0.21827589871668837
120570118033,Hillsborough,1777,74,112427,False,18465.0,0.14107050087094705
120570118034,Hillsborough,2380,21,114954,False,18419.0,0.13810141482908836
120570118035,Hillsborough,395,28,114111,False,18574.0,0.13998568037080303
120570118041,Hillsborough,2320,24,119420,False,18883.0,0.13653355314056817
120570118042,Hillsborough,1309,37,121309,True,0.0,0.0
120570118043,Hillsborough,945,18,127824,False,173913.0,0.576372801479434
120570118044,Hillsborough,1013,8,120666,True,0.0,0.0
120570119011,Hillsborough,2602,181,120055,False,166895.0,0.5816170064471162
120570119012,Hillsborough,2021,17,126960,False,135863.0,0.5169372543498857
120570119013,Hillsborough,1249,79,112600,False,31341.0,0.2177350442195066
120570119021,Hillsborough,1344,19,120807,False,32981.0,0.2144575649595547
120570119022,Hillsborough,1718,37,138583,False,41684.0,0.23123477952148758
120570119023,Hillsborough,1165,17,124146,False,35023.0,0.2200365649089961
120570119024,Hillsborough,1882,30,129813,False,195456.0,0.6009057118876991
120570119025,Hillsborough,1720,64,122835,False,195482.0,0.6141110905166862
120570119026,Hillsborough,660,40,135635,False,195758.0,0.5907125376818461
120570119041,Hillsborough,744,77,125208,False,139880.0,0.527673829068083
120570119042,Hillsborough,775,73,133566,False,195363.0,0.593936685424514
120570119051,Hillsborough,1499,61,146000,False,155017.0,0.5149775594069438
120570119061,Hillsborough,1245,6,143818,False,55440.0,0.2782322416163968
120570119062,Hillsborough,1830,21,138473,False,78241.0,0.3610334357724928
120570119063,Hillsborough,1721,24,137002,False,195435.0,0.5878858249833803
120570120011,Hillsborough,914,17,121518,False,128047.0,0.5130807605233105
120570120012,Hillsborough,1861,35,124010,False,179531.0,0.5914555200121235
120570120021,Hillsborough,2435,94,127313,True,0.0,0.0
120570120022,Hillsborough,991,86,105547,False,57443.0,0.35243266458064915
120570120023,Hillsborough,728,14,120507,True,0.0,0.0
120570121031,Hillsborough,2827,100,102779,False,61808.0,0.3755339121558811
120570121032,Hillsborough,1782,118,103206,True,0.0,0.0
120570121033,Hillsborough,3423,24,105052,True,0.0,0.0
120570121041,Hillsborough,280,23,90177,True,0.0,0.0
120570121042,Hillsborough,2840,79,88215,True,0.0,0.0
120570121043,Hillsborough,2512,131,97121,False,50476.0,0.34198527070333407
120570121044,Hillsborough,1414,89,97047,False,50461.0,0.3420899205466822
120570121061,Hillsborough,1170,35,63883,True,0.0,0.0
120570121062,Hillsborough,2950,0,67784,True,0.0,0.0
120570121063,Hillsborough,1337,0,69452,True,0.0,0.0
120570121071,Hillsborough,864,15,86544,True,0.0,0.0
120570121072,Hillsborough,1093,51,78556,True,0.0,0.0
120570121073,Hillsborough,2325,37,85379,False,38024.0,0.30812865165352543
120570121081,Hillsborough,1926,0,68542,True,0.0,0.0
120570121082,Hillsborough,1719,13,73865,True,0.0,0.0
120570122061,Hillsborough,2530,0,100006,True,0.0,0.0
120570122062,Hillsborough,1329,9,77186,True,0.0,0.0
120570122063,Hillsborough,1173,13,81247,True,0.0,0.0
120570122064,Hillsborough,1734,0,84747,True,0.0,0.0
120570122071,Hillsborough,521,0,71225,True,0.0,0.0
120570122072,Hillsborough,3141,0,59174,True,0.0,0.0
120570122073,Hillsborough,1821,0,75616,True,0.0,0.0
120570122074,Hillsborough,827,0,73171,True,0.0,0.0
120570122075,Hillsborough,938,70,69265,True,0.0,0.0
120570122081,Hillsborough,3601,0,57537,True,0.0,0.0
120570122082,Hillsborough,787,0,52167,True,0.0,0.0
120570122083,Hillsborough,1152,0,57960,True,0.0,0.0
120570122084,Hillsborough,1100,30,67105,True,0.0,0.0
120570122091,Hillsborough,1063,18,55855,True,0.0,0.0
120570122092,Hillsborough,3991,0,37853,True,0.0,0.0
120570122101,Hillsborough,857,8,49245,True,0.0,0.0
120570122102,Hillsborough,1303,5,52112,True,0.0,0.0
120570122103,Hillsborough,3560,18,47265,True,0.0,0.0
120570122111,Hillsborough,2523,0,103428,False,53523.0,0.34101726016400025
120570122121,Hillsborough,4104,94,76499,True,0.0,0.0
120570122131,Hillsborough,2130,34,90815,True,0.0,0.0
120570122132,Hillsborough,944,12,97026,True,0.0,0.0
120570122133,Hillsborough,1666,1,85699,True,0.0,0.0
120570123011,Hillsborough,1243,0,81353,True,0.0,0.0
120570123012,Hillsborough,1728,19,68029,True,0.0,0.0
120570123013,Hillsborough,1014,76,80365,False,3199.0,0.03828203532621703
120570123014,Hillsborough,2428,42,86680,False,3438.0,0.03814998113584411
