GEOID20,county,r_route,r_band10,r_band20,r_band30,r_band40,r_proximity
120570018002,Hillsborough,0.101503,0.111165,0.100760,0.083325,0.082442,0.090036
120570018003,Hillsborough,0.112854,0.129768,0.107544,0.081183,0.087707,0.089674
120570018004,Hillsborough,0.100917,0.106329,0.103089,0.082727,0.086644,0.089893
120570019001,Hillsborough,0.106468,0.122297,0.103164,0.078520,0.081988,0.089693
120570019002,Hillsborough,0.114012,0.134558,0.111530,0.077217,0.083707,0.089296
120570019003,Hillsborough,0.112894,0.131949,0.109605,0.074947,0.083298,0.089242
120570020001,Hillsborough,0.096242,0.107231,0.094048,0.073693,0.080877,0.089307
120570020002,Hillsborough,0.107821,0.125341,0.100554,0.076668,0.084469,0.089120
120570020003,Hillsborough,0.101979,0.118264,0.094694,0.071511,0.082301,0.088987
120570021001,Hillsborough,0.089707,0.102616,0.082488,0.068371,0.079299,0.089084
120570021002,Hillsborough,0.102455,0.124486,0.088520,0.072766,0.083466,0.088967
120570021003,Hillsborough,0.095781,0.114345,0.080919,0.068383,0.081167,0.088785
120570022001,Hillsborough,0.100842,0.120064,0.087399,0.071338,0.083017,0.088884
120570023001,Hillsborough,0.112243,0.138408,0.094701,0.082433,0.087132,0.088691
120570023002,Hillsborough,0.118928,0.150595,0.093119,0.082570,0.089203,0.088620
120570023003,Hillsborough,0.114706,0.145112,0.090009,0.081058,0.086191,0.088541
120570024001,Hillsborough,0.087607,0.097711,0.082487,0.071478,0.079107,0.088412
120570024002,Hillsborough,0.087116,0.097612,0.081725,0.069465,0.078383,0.088917
120570024003,Hillsborough,0.098290,0.119139,0.085862,0.070568,0.078219,0.088605
120570024004,Hillsborough,0.088268,0.097978,0.084083,0.071140,0.080123,0.088262
120570025001,Hillsborough,0.089761,0.100277,0.084744,0.074650,0.080975,0.088478
120570025002,Hillsborough,0.086384,0.093605,0.082369,0.074008,0.080774,0.088728
120570025003,Hillsborough,0.087828,0.096478,0.085750,0.074408,0.080442,0.088152
120570025004,Hillsborough,0.090560,0.099797,0.088639,0.072232,0.080834,0.088147
120570026001,Hillsborough,0.099683,0.120704,0.089181,0.076075,0.080654,0.088272
120570026002,Hillsborough,0.075748,0.081994,0.072275,0.068810,0.073812,0.087371
120570027011,Hillsborough,0.082955,0.088312,0.082989,0.069559,0.077121,0.087841
120570027012,Hillsborough,0.090439,0.102229,0.083039,0.073457,0.082011,0.087546
120570027013,Hillsborough,0.086523,0.096810,0.080453,0.070541,0.079399,0.087355
120570027021,Hillsborough,0.078936,0.086737,0.072908,0.069110,0.078243,0.087433
120570027022,Hillsborough,0.080914,0.088529,0.076023,0.070036,0.077878,0.087308
120570028001,Hillsborough,0.103468,0.129618,0.086978,0.069950,0.079212,0.088238
120570028002,Hillsborough,0.101695,0.126329,0.086328,0.069707,0.078984,0.087766
120570028003,Hillsborough,0.101958,0.128734,0.083595,0.069481,0.081267,0.087324
120570028004,Hillsborough,0.102080,0.129165,0.081934,0.069983,0.079336,0.087371
120570029001,Hillsborough,0.115392,0.149071,0.088648,0.078120,0.083913,0.088121
120570029002,Hillsborough,0.113451,0.145871,0.088081,0.076630,0.086045,0.087886
120570029003,Hillsborough,0.105952,0.134595,0.081192,0.072902,0.083810,0.087601
120570030001,Hillsborough,0.083828,0.094328,0.077602,0.065066,0.079179,0.088775
120570030002,Hillsborough,0.108176,0.131908,0.087839,0.080020,0.088031,0.088580
120570030003,Hillsborough,0.102392,0.129300,0.078246,0.072434,0.085005,0.087997
120570031001,Hillsborough,0.096879,0.116082,0.083703,0.069435,0.081867,0.088619
120570031002,Hillsborough,0.102945,0.122054,0.094408,0.071698,0.083054,0.088619
120570031003,Hillsborough,0.122266,0.154603,0.101815,0.080746,0.088921,0.088848
120570031004,Hillsborough,0.123246,0.158563,0.099783,0.077601,0.086317,0.088855
120570032001,Hillsborough,0.100519,0.117253,0.090487,0.074957,0.084183,0.088395
120570032002,Hillsborough,0.091698,0.106740,0.076305,0.071872,0.083092,0.088169
120570032003,Hillsborough,0.094897,0.109956,0.082407,0.072401,0.082911,0.088337
120570033001,Hillsborough,0.123067,0.157608,0.095804,0.076677,0.085962,0.088620
120570033002,Hillsborough,0.124494,0.159493,0.094721,0.077185,0.087516,0.088549
120570033003,Hillsborough,0.107934,0.130347,0.091187,0.071321,0.083239,0.088425
120570034001,Hillsborough,0.123901,0.155050,0.104499,0.080473,0.089239,0.088837
120570034002,Hillsborough,0.113203,0.127448,0.110061,0.085625,0.091103,0.089486
120570034003,Hillsborough,0.130077,0.166820,0.113779,0.082753,0.089257,0.089227
120570035001,Hillsborough,0.122654,0.156432,0.096844,0.076427,0.086939,0.088515
120570035002,Hillsborough,0.117627,0.141422,0.107562,0.074644,0.085372,0.088618
120570035003,Hillsborough,0.139414,0.180882,0.122068,0.083631,0.090393,0.088749
120570035004,Hillsborough,0.110259,0.125242,0.106498,0.081260,0.087854,0.089058
120570036001,Hillsborough,0.103294,0.108852,0.105776,0.085720,0.089952,0.089656
120570036002,Hillsborough,0.096594,0.105275,0.098830,0.070557,0.077146,0.090057
120570036003,Hillsborough,0.110246,0.131103,0.102688,0.072771,0.082142,0.089793
120570036004,Hillsborough,0.111587,0.124573,0.109027,0.085216,0.090644,0.089372
120570037001,Hillsborough,0.091274,0.093594,0.098862,0.069915,0.077370,0.090151
120570038001,Hillsborough,0.097537,0.105565,0.098947,0.071339,0.083490,0.089014
120570041001,Hillsborough,0.102131,0.128943,0.078350,0.071961,0.084246,0.087897
120570041002,Hillsborough,0.096855,0.120905,0.075930,0.067315,0.081244,0.087723
120570042001,Hillsborough,0.118915,0.158776,0.086613,0.073957,0.084293,0.087284
120570043001,Hillsborough,0.105708,0.140103,0.075975,0.072256,0.082095,0.086979
120570043002,Hillsborough,0.107102,0.135023,0.086756,0.075980,0.083652,0.086868
120570043003,Hillsborough,0.095966,0.114299,0.080119,0.075641,0.083863,0.086747
120570044001,Hillsborough,0.081045,0.092408,0.071820,0.067972,0.079575,0.087200
120570044002,Hillsborough,0.097473,0.118549,0.084678,0.068608,0.080466,0.086954
120570044003,Hillsborough,0.089576,0.109023,0.073224,0.068421,0.078935,0.086991
120570045001,Hillsborough,0.076045,0.080916,0.073839,0.067776,0.075836,0.087068
120570045002,Hillsborough,0.077290,0.084466,0.072654,0.066719,0.077628,0.087361
120570045003,Hillsborough,0.069859,0.074462,0.065820,0.064586,0.075146,0.087138
120570045004,Hillsborough,0.072499,0.076674,0.069752,0.065797,0.077399,0.087263
120570045005,Hillsborough,0.071605,0.077463,0.066869,0.063656,0.076045,0.087179
120570046011,Hillsborough,0.068527,0.071656,0.065484,0.065551,0.075838,0.087134
120570046012,Hillsborough,0.066020,0.066614,0.064391,0.066725,0.074448,0.087077
120570046021,Hillsborough,0.067559,0.072739,0.061824,0.068523,0.069118,0.086650
120570047001,Hillsborough,0.068770,0.073802,0.062876,0.068655,0.073155,0.086322
120570047002,Hillsborough,0.070911,0.075277,0.066120,0.068882,0.075181,0.086398
120570047003,Hillsborough,0.065247,0.067022,0.062218,0.066012,0.076239,0.086659
120570048001,Hillsborough,0.072287,0.079977,0.065557,0.064170,0.076004,0.086848
120570048002,Hillsborough,0.075337,0.084446,0.067923,0.063883,0.075689,0.086857
120570048003,Hillsborough,0.074731,0.083677,0.068157,0.064507,0.075673,0.086618
120570048004,Hillsborough,0.078112,0.082894,0.074140,0.073209,0.080099,0.086632
120570048005,Hillsborough,0.079405,0.090806,0.069771,0.069439,0.076980,0.086561
120570048006,Hillsborough,0.083148,0.095108,0.073381,0.071893,0.079132,0.086637
120570049011,Hillsborough,0.086081,0.098999,0.076470,0.068409,0.080602,0.086639
120570049012,Hillsborough,0.078019,0.088683,0.068439,0.065637,0.078043,0.086914
120570049021,Hillsborough,0.077086,0.083661,0.070722,0.069841,0.079785,0.086791
120570049022,Hillsborough,0.075959,0.080573,0.070820,0.071821,0.080867,0.086705
120570049023,Hillsborough,0.077487,0.081851,0.073161,0.073487,0.080928,0.086776
120570050001,Hillsborough,0.092880,0.116297,0.072695,0.064677,0.078845,0.086840
120570050002,Hillsborough,0.117813,0.160148,0.079837,0.065660,0.081284,0.087107
120570050003,Hillsborough,0.079288,0.093686,0.065993,0.063225,0.078186,0.087009
120570051011,Hillsborough,0.089612,0.110655,0.069718,0.064387,0.078176,0.087646
120570051012,Hillsborough,0.082377,0.098050,0.072547,0.064585,0.080070,0.087613
120570051021,Hillsborough,0.085502,0.104891,0.072898,0.061558,0.074335,0.087502
120570051022,Hillsborough,0.086103,0.105077,0.072602,0.061427,0.076923,0.087600
120570051023,Hillsborough,0.087427,0.106687,0.074089,0.062364,0.076912,0.087583
120570053011,Hillsborough,0.085790,0.100237,0.075593,0.064480,0.079955,0.087637
120570053012,Hillsborough,0.083298,0.094080,0.075122,0.065029,0.082754,0.088005
120570053013,Hillsborough,0.085659,0.098434,0.075918,0.064389,0.082497,0.087933
120570053021,Hillsborough,0.093821,0.107908,0.094001,0.071182,0.077392,0.089244
120570053022,Hillsborough,0.088120,0.091230,0.095695,0.066790,0.075126,0.089126
120570054011,Hillsborough,0.106749,0.142894,0.100324,0.084945,0.081615,0.086538
120570054012,Hillsborough,0.108027,0.142025,0.097032,0.081837,0.084271,0.086850
120570054013,Hillsborough,0.152761,0.240722,0.115844,0.089274,0.092271,0.086979
120570054014,Hillsborough,0.080123,0.091799,0.072007,0.066880,0.078803,0.087113
120570054015,Hillsborough,0.138499,0.212147,0.104110,0.082283,0.089756,0.087036
120570054016,Hillsborough,0.163562,0.255603,0.123811,0.092960,0.096893,0.087019
120570055001,Hillsborough,0.107003,0.140181,0.078086,0.072225,0.085270,0.087193
120570055002,Hillsborough,0.086031,0.103450,0.071445,0.065870,0.080917,0.087325
120570055003,Hillsborough,0.077766,0.088544,0.068810,0.064209,0.078614,0.086914
120570057001,Hillsborough,0.072157,0.075917,0.069013,0.067889,0.076208,0.086513
120570057002,Hillsborough,0.071485,0.074583,0.068855,0.067808,0.076410,0.086612
120570057003,Hillsborough,0.071760,0.074552,0.069374,0.068046,0.076992,0.086746
120570057004,Hillsborough,0.072938,0.078756,0.067641,0.067506,0.076051,0.086454
120570058001,Hillsborough,0.070655,0.074937,0.065940,0.069282,0.074847,0.086204
120570058002,Hillsborough,0.071428,0.075506,0.067454,0.067734,0.076062,0.086449
120570058003,Hillsborough,0.073535,0.081189,0.066715,0.067669,0.073801,0.085968
120570058004,Hillsborough,0.071057,0.077620,0.065493,0.066204,0.071947,0.085702
120570058005,Hillsborough,0.076149,0.085255,0.068239,0.070109,0.074060,0.085709
120570059001,Hillsborough,0.073479,0.082731,0.065435,0.070015,0.071078,0.086384
120570059002,Hillsborough,0.069803,0.075676,0.063462,0.068990,0.072801,0.086440
120570059003,Hillsborough,0.070248,0.076902,0.064374,0.066226,0.069875,0.085642
120570059004,Hillsborough,0.068051,0.072545,0.064661,0.064840,0.067811,0.085695
120570059005,Hillsborough,0.067307,0.071214,0.064633,0.064965,0.067794,0.085574
120570059006,Hillsborough,0.076824,0.089039,0.068981,0.068035,0.070748,0.085574
120570060001,Hillsborough,0.077173,0.082870,0.073995,0.069160,0.077195,0.086160
120570060002,Hillsborough,0.072333,0.077091,0.068683,0.066658,0.075777,0.086406
120570060003,Hillsborough,0.065316,0.064687,0.065678,0.064655,0.074136,0.086251
120570060004,Hillsborough,0.071282,0.074395,0.068445,0.068602,0.074299,0.085809
120570060005,Hillsborough,0.056543,0.049954,0.060186,0.062519,0.072812,0.086012
120570060006,Hillsborough,0.065228,0.064700,0.065555,0.064146,0.074345,0.086017
120570060007,Hillsborough,0.070107,0.071975,0.068562,0.067931,0.073615,0.085764
120570061011,Hillsborough,0.075575,0.080821,0.070996,0.070286,0.079662,0.086518
120570061012,Hillsborough,0.072244,0.075502,0.069884,0.067507,0.077546,0.086527
120570061013,Hillsborough,0.076914,0.087911,0.070134,0.062583,0.076928,0.086660
120570061014,Hillsborough,0.073430,0.075842,0.072478,0.068505,0.078121,0.086275
120570061031,Hillsborough,0.058348,0.050938,0.061728,0.065294,0.074208,0.086112
120570061032,Hillsborough,0.068721,0.067109,0.070287,0.067628,0.077667,0.086110
120570061033,Hillsborough,0.058721,0.054200,0.061116,0.060887,0.072009,0.085699
120570061034,Hillsborough,0.064369,0.064212,0.064069,0.063319,0.074159,0.085998
120570062001,Hillsborough,0.063154,0.062820,0.061997,0.064488,0.072781,0.085976
120570062002,Hillsborough,0.057690,0.051203,0.060931,0.063661,0.074114,0.086204
120570062003,Hillsborough,0.064375,0.066450,0.062590,0.061604,0.071976,0.085861
120570062004,Hillsborough,0.060857,0.060193,0.060092,0.061986,0.069926,0.085617
120570063001,Hillsborough,0.067892,0.069464,0.065302,0.068136,0.071135,0.085773
120570063002,Hillsborough,0.061773,0.059449,0.061943,0.064860,0.071231,0.085916
120570063003,Hillsborough,0.075812,0.085022,0.069917,0.069369,0.071707,0.085406
120570063004,Hillsborough,0.061290,0.060623,0.060226,0.063034,0.069371,0.085509
120570064001,Hillsborough,0.069376,0.075451,0.064859,0.066178,0.067888,0.085644
120570064002,Hillsborough,0.068467,0.072617,0.064685,0.067251,0.068741,0.085631
120570064003,Hillsborough,0.069772,0.076414,0.064687,0.066611,0.068972,0.085437
120570064004,Hillsborough,0.073083,0.082813,0.066565,0.068365,0.069460,0.085256
120570065011,Hillsborough,0.069511,0.078102,0.064852,0.066902,0.068637,0.084983
120570065012,Hillsborough,0.070920,0.081906,0.062594,0.067856,0.069873,0.085105
120570065013,Hillsborough,0.068369,0.075609,0.062194,0.067458,0.068793,0.085118
120570065031,Hillsborough,0.068532,0.075808,0.064571,0.067634,0.069592,0.084818
120570065032,Hillsborough,0.062598,0.062491,0.061250,0.064128,0.067589,0.084919
120570065033,Hillsborough,0.062511,0.063259,0.059734,0.065145,0.067124,0.085107
120570065041,Hillsborough,0.066072,0.070625,0.062139,0.067374,0.067582,0.084933
120570065042,Hillsborough,0.065501,0.068286,0.063060,0.066602,0.065103,0.085017
120570066001,Hillsborough,0.059878,0.056027,0.060243,0.064660,0.068774,0.085438
120570066002,Hillsborough,0.071825,0.080355,0.067411,0.068551,0.070559,0.085065
120570066003,Hillsborough,0.067175,0.068964,0.064137,0.068671,0.069971,0.085229
120570067001,Hillsborough,0.058260,0.053437,0.059757,0.062326,0.069683,0.085496
120570067002,Hillsborough,0.053915,0.044674,0.057879,0.059255,0.067478,0.085321
120570067003,Hillsborough,0.057933,0.052913,0.059329,0.062693,0.068522,0.085274
120570067004,Hillsborough,0.051717,0.040594,0.054456,0.060056,0.065206,0.085081
120570067005,Hillsborough,0.056404,0.050233,0.057391,0.061761,0.067369,0.085051
120570067006,Hillsborough,0.055729,0.050148,0.056238,0.061576,0.065442,0.085058
120570068011,Hillsborough,0.055359,0.051323,0.055234,0.061082,0.065275,0.085172
120570068012,Hillsborough,0.055650,0.049146,0.055818,0.062354,0.064998,0.085077
120570068013,Hillsborough,0.057355,0.053163,0.057307,0.062204,0.065903,0.085171
120570068014,Hillsborough,0.058684,0.053311,0.059398,0.062560,0.065670,0.085077
120570068015,Hillsborough,0.060460,0.058470,0.059245,0.064038,0.066286,0.085225
120570068021,Hillsborough,0.056985,0.048113,0.058988,0.061530,0.064460,0.085017
120570068022,Hillsborough,0.055875,0.049172,0.056392,0.061664,0.064693,0.084992
120570068023,Hillsborough,0.050644,0.039309,0.052654,0.058168,0.062258,0.084956
120570069001,Hillsborough,0.052232,0.045245,0.049276,0.056945,0.062038,0.084728
120570069002,Hillsborough,0.060896,0.069044,0.057829,0.061863,0.065309,0.084611
120570069003,Hillsborough,0.050070,0.036565,0.051183,0.057171,0.062100,0.084763
120570069004,Hillsborough,0.063458,0.062216,0.063050,0.064824,0.066533,0.085171
120570069005,Hillsborough,0.060143,0.055823,0.060379,0.062190,0.065526,0.084818
120570069006,Hillsborough,0.053527,0.042437,0.055171,0.058875,0.062656,0.084705
120570070011,Hillsborough,0.060805,0.060927,0.058337,0.064060,0.066055,0.085174
120570070012,Hillsborough,0.062488,0.059757,0.061874,0.066220,0.067252,0.085110
120570070013,Hillsborough,0.065627,0.063663,0.065495,0.067555,0.069056,0.085128
120570070014,Hillsborough,0.066571,0.067357,0.065704,0.066802,0.068503,0.084842
120570070021,Hillsborough,0.065936,0.065756,0.065617,0.065929,0.068321,0.084842
120570070022,Hillsborough,0.069071,0.097763,0.065747,0.066663,0.068883,0.084714
120570070023,Hillsborough,0.064452,0.064195,0.064321,0.064211,0.066903,0.084869
120570071021,Hillsborough,0.089772,0.141176,0.090228,0.077269,0.075230,0.084471
120570071022,Hillsborough,0.077863,0.116268,0.074099,0.070174,0.070113,0.084524
120570071031,Hillsborough,0.068914,0.078286,0.063500,0.066428,0.066740,0.084961
120570071032,Hillsborough,0.076714,0.088220,0.073135,0.071288,0.070235,0.084866
120570071033,Hillsborough,0.079405,0.114747,0.075957,0.072280,0.071708,0.084586
120570072001,Hillsborough,0.085626,0.127308,0.085619,0.076268,0.074575,0.084395
120570072002,Hillsborough,0.080056,0.113274,0.084296,0.074929,0.074485,0.083795
120570072003,Hillsborough,0.073786,0.103223,0.070056,0.072423,0.072394,0.084641
120570073001,Hillsborough,0.060657,0.036895,0.056320,0.061577,0.065963,0.082838
120570073002,Hillsborough,0.060929,0.059973,0.059423,0.061164,0.065527,0.083945
120570073003,Hillsborough,0.056850,0.055900,0.052878,0.057887,0.062804,0.083416
120570101051,Hillsborough,0.101694,0.085546,0.104352,0.101910,0.089764,0.094762
120570101052,Hillsborough,0.083392,0.067792,0.083958,0.083950,0.084742,0.094899
120570101053,Hillsborough,0.131179,0.113434,0.147093,0.127501,0.102868,0.093202
120570101061,Hillsborough,0.081144,0.063674,0.080797,0.083293,0.077007,0.095580
120570101062,Hillsborough,0.076122,0.070383,0.073050,0.076952,0.078925,0.098169
120570101063,Hillsborough,0.078519,0.061681,0.077175,0.081239,0.076923,0.093806
120570101064,Hillsborough,0.082078,0.068575,0.081793,0.084511,0.078928,0.095604
120570101071,Hillsborough,0.108339,0.105821,0.105216,0.111787,0.105615,0.100319
120570101072,Hillsborough,0.088328,0.085756,0.090525,0.088996,0.082089,0.097338
120570101073,Hillsborough,0.088036,0.080519,0.095005,0.089589,0.078585,0.095669
120570101081,Hillsborough,0.107747,,0.118621,0.108547,0.105752,0.106762
120570101082,Hillsborough,0.088504,0.101381,0.105042,0.088206,0.082868,0.096863
120570102031,Hillsborough,0.095942,0.096513,0.099500,0.089937,0.076389,0.092169
120570102032,Hillsborough,0.106609,0.103161,0.106327,0.122289,0.080438,0.092758
120570102041,Hillsborough,0.089740,0.089082,0.092930,0.084503,0.075058,0.091438
120570102042,Hillsborough,0.108369,0.093096,0.111138,0.132811,0.087950,0.091813
120570102043,Hillsborough,0.101107,0.105943,0.104778,0.090171,0.082473,0.091231
120570102101,Hillsborough,0.093536,0.053419,0.076303,0.105055,0.091778,0.093706
120570102102,Hillsborough,0.069011,0.047774,0.057644,0.069570,0.091852,0.092370
120570102111,Hillsborough,0.073269,0.054090,0.063565,0.084649,0.076206,0.091841
120570102112,Hillsborough,0.072911,0.048360,0.063119,0.086007,0.076250,0.091052
120570102113,Hillsborough,0.072475,0.037668,0.063094,0.085873,0.075824,0.090838
120570102121,Hillsborough,0.069089,0.045091,0.060442,0.074829,0.081065,0.092437
120570102122,Hillsborough,0.069045,0.043869,0.060895,0.075047,0.080018,0.092466
120570102131,Hillsborough,0.097084,0.088279,0.096713,0.108975,0.075203,0.091802
120570102151,Hillsborough,0.057758,0.023465,0.052670,0.057356,0.077286,0.095172
120570102152,Hillsborough,0.098771,0.079724,0.086040,0.102450,0.108253,0.097440
120570102161,Hillsborough,0.076636,0.071444,0.068841,0.084995,0.079452,0.094728
120570102162,Hillsborough,0.071738,0.048064,0.066340,0.077960,0.082540,0.094231
120570102171,Hillsborough,0.067784,0.041218,0.061688,0.078211,0.075548,0.092331
120570102172,Hillsborough,0.065533,0.034137,0.058373,0.076179,0.069523,0.092213
120570102181,Hillsborough,0.066210,0.040427,0.059125,0.077380,0.072611,0.092234
120570102182,Hillsborough,0.073615,0.055168,0.065047,0.084208,0.076712,0.093035
120570102183,Hillsborough,0.071870,0.049504,0.063928,0.089127,0.076236,0.092389
120570102184,Hillsborough,0.071720,0.055268,0.063430,0.086293,0.076657,0.093322
120570103031,Hillsborough,0.121168,0.136608,0.125528,0.113012,0.099985,0.093202
120570103032,Hillsborough,0.107931,0.115212,0.112678,0.100943,0.084788,0.093201
120570103033,Hillsborough,0.103653,0.110260,0.106909,0.099388,0.084116,0.092844
120570103041,Hillsborough,0.091295,0.099642,0.100768,0.079714,0.071220,0.091902
120570103042,Hillsborough,0.104174,0.108107,0.112153,0.090053,0.075579,0.092981
120570103043,Hillsborough,0.128743,0.145314,0.131863,0.127942,0.110963,0.094444
120570103051,Hillsborough,0.105123,0.116651,0.108233,0.099129,0.082536,0.092625
120570103052,Hillsborough,0.108413,0.105838,0.116373,0.095425,0.085333,0.091406
120570103053,Hillsborough,0.101846,0.114213,0.106383,0.086900,0.077858,0.089808
120570104011,Hillsborough,0.104529,0.113073,0.107518,0.089259,0.081387,0.090771
